product_id,indication_id,evidence_text,mapping_method,source_id,confirmed
P000645,IND005,非特異性表面角膜炎、深部角膜炎、紅斑角膜炎、無膿角膜炎、敏感性結膜炎、再發性眼瞼潰瘍、以及外部無膿細菌性感染,keyword_rule_v1,SRC001,true
P000646,IND003,表淺性單純？疹角膜感染一樹形角膜炎（ＤＥＮＤＲＩＴＩＣ　ＫＥＲＡＴＩＴＩＳ）預防用ＣＯＲＴＩＣＯＩＤ治療盤狀角膜炎（ＫＥＲＡＴＩＴＩＳ　ＤＩＳＣＩＦＯＲＭＩＳ）時之複發性感染、疫苗性角膜感染,keyword_rule_v1,SRC001,true
P000646,IND005,表淺性單純？疹角膜感染一樹形角膜炎（ＤＥＮＤＲＩＴＩＣ　ＫＥＲＡＴＩＴＩＳ）預防用ＣＯＲＴＩＣＯＩＤ治療盤狀角膜炎（ＫＥＲＡＴＩＴＩＳ　ＤＩＳＣＩＦＯＲＭＩＳ）時之複發性感染、疫苗性角膜感染,keyword_rule_v1,SRC001,true
P000647,IND003,細菌性感染之眼疾患：結合膜炎、淚囊炎、角膜炎、角膜潰瘍,keyword_rule_v1,SRC001,true
P000647,IND005,細菌性感染之眼疾患：結合膜炎、淚囊炎、角膜炎、角膜潰瘍,keyword_rule_v1,SRC001,true
P000648,IND003,眼瞼炎、結膜炎、角膜炎、鞏膜炎、虹彩毛樣體炎、虹彩炎,keyword_rule_v1,SRC001,true
P000648,IND005,眼瞼炎、結膜炎、角膜炎、鞏膜炎、虹彩毛樣體炎、虹彩炎,keyword_rule_v1,SRC001,true
P000649,IND003,眼瞼炎、結膜炎、角膜炎、鞏膜炎、虹彩毛樣體炎、虹彩炎,keyword_rule_v1,SRC001,true
P000649,IND005,眼瞼炎、結膜炎、角膜炎、鞏膜炎、虹彩毛樣體炎、虹彩炎,keyword_rule_v1,SRC001,true
P000650,IND003,急慢性結膜炎、眼瞼緣炎、虹膜睫狀體炎、眼瞼緣潰瘍、鞏膜炎、鞏膜結合膜炎、角膜炎、角膜潰瘍,keyword_rule_v1,SRC001,true
P000650,IND005,急慢性結膜炎、眼瞼緣炎、虹膜睫狀體炎、眼瞼緣潰瘍、鞏膜炎、鞏膜結合膜炎、角膜炎、角膜潰瘍,keyword_rule_v1,SRC001,true
