product_id,indication_id,evidence_text,mapping_method,source_id,confirmed
P000001,IND003,結膜炎、紅腫、視網膜炎、流淚、眼澀,keyword_rule_v1,SRC001,true
P000002,IND003,治眼部之細菌感染症、如瞼腺炎、急性及慢性結合膜、角膜潰瘍、沙眼感染等,keyword_rule_v1,SRC001,true
P000003,IND003,結膜炎、角膜炎、淚囊炎、紫外線引起之眼炎、眼充血,keyword_rule_v1,SRC001,true
P000003,IND005,結膜炎、角膜炎、淚囊炎、紫外線引起之眼炎、眼充血,keyword_rule_v1,SRC001,true
P000003,IND011,結膜炎、角膜炎、淚囊炎、紫外線引起之眼炎、眼充血,keyword_rule_v1,SRC001,true
P000004,IND003,結膜炎、眼瞼緣炎、虹彩炎、眼角炎,keyword_rule_v1,SRC001,true
P000004,IND005,結膜炎、眼瞼緣炎、虹彩炎、眼角炎,keyword_rule_v1,SRC001,true
P000005,IND003,紫外線或其他光線所引起的眼炎、眼病預防、結膜炎、結膜充血、角膜炎、眼瞼緣炎、淚囊炎,keyword_rule_v1,SRC001,true
P000005,IND005,紫外線或其他光線所引起的眼炎、眼病預防、結膜炎、結膜充血、角膜炎、眼瞼緣炎、淚囊炎,keyword_rule_v1,SRC001,true
P000005,IND011,紫外線或其他光線所引起的眼炎、眼病預防、結膜炎、結膜充血、角膜炎、眼瞼緣炎、淚囊炎,keyword_rule_v1,SRC001,true
P000006,IND003,細菌性眼部感染、砂眼,keyword_rule_v1,SRC001,true
P000007,IND003,對四環族抗生素敏感菌所引起之眼感染症、砂眼,keyword_rule_v1,SRC001,true
P000008,IND002,過敏性角膜炎、結膜炎,keyword_rule_v1,SRC001,true
P000008,IND003,過敏性角膜炎、結膜炎,keyword_rule_v1,SRC001,true
P000008,IND005,過敏性角膜炎、結膜炎,keyword_rule_v1,SRC001,true
P000009,IND003,角膜炎、結膜炎、帶狀？疹性眼病、鞏膜炎,keyword_rule_v1,SRC001,true
P000009,IND005,角膜炎、結膜炎、帶狀？疹性眼病、鞏膜炎,keyword_rule_v1,SRC001,true
P000010,IND003,對四環族抗生素敏感細引致之各種眼感染症、砂眼,keyword_rule_v1,SRC001,true
P000011,IND003,眼部炎症、角膜炎、結膜炎,keyword_rule_v1,SRC001,true
P000011,IND005,眼部炎症、角膜炎、結膜炎,keyword_rule_v1,SRC001,true
P000012,IND003,結膜炎、角膜炎,keyword_rule_v1,SRC001,true
P000012,IND005,結膜炎、角膜炎,keyword_rule_v1,SRC001,true
P000013,IND003,有感受性之革蘭氏陽性菌、陰性菌、大型濾過性病毒引起之眼部感染症,keyword_rule_v1,SRC001,true
P000013,IND013,有感受性之革蘭氏陽性菌、陰性菌、大型濾過性病毒引起之眼部感染症,keyword_rule_v1,SRC001,true
P000014,IND003,角膜炎、結膜炎、眼瞼緣炎,keyword_rule_v1,SRC001,true
P000014,IND005,角膜炎、結膜炎、眼瞼緣炎,keyword_rule_v1,SRC001,true
P000015,IND003,非特異性表淺性角膜炎、紅色痤瘡性角膜炎、鞏膜炎及鞏膜角膜炎、由熱力或化學火傷所引起之結膜炎、虹膜炎,keyword_rule_v1,SRC001,true
P000015,IND005,非特異性表淺性角膜炎、紅色痤瘡性角膜炎、鞏膜炎及鞏膜角膜炎、由熱力或化學火傷所引起之結膜炎、虹膜炎,keyword_rule_v1,SRC001,true
P000016,IND999,暫時緩解因輕微眼部&#63999;激所引起之&#63847;適、或眼睛紅、眼睛疲&#63791;,keyword_rule_v1,SRC001,false
P000017,IND002,泡性結膜炎、過敏性結膜炎、邊緣角膜炎、眼瞼緣炎、角結膜潰瘍、角膜炎、眼外傷、細菌性眼疾、麥粒腫及各種葡萄膜炎,keyword_rule_v1,SRC001,true
P000017,IND003,泡性結膜炎、過敏性結膜炎、邊緣角膜炎、眼瞼緣炎、角結膜潰瘍、角膜炎、眼外傷、細菌性眼疾、麥粒腫及各種葡萄膜炎,keyword_rule_v1,SRC001,true
P000017,IND005,泡性結膜炎、過敏性結膜炎、邊緣角膜炎、眼瞼緣炎、角結膜潰瘍、角膜炎、眼外傷、細菌性眼疾、麥粒腫及各種葡萄膜炎,keyword_rule_v1,SRC001,true
P000018,IND003,砂眼、結膜炎、角膜潰瘍、血管翳、眼外傷、眼瞼緣炎,keyword_rule_v1,SRC001,true
P000019,IND003,眼晴充血（紅目）、結膜炎、角膜疾患、眼臉炎、淚囊炎,keyword_rule_v1,SRC001,true
P000019,IND011,眼晴充血（紅目）、結膜炎、角膜疾患、眼臉炎、淚囊炎,keyword_rule_v1,SRC001,true
P000020,IND005,眼瞼炎、結合膜炎、虹彩炎,keyword_rule_v1,SRC001,true
P000021,IND002,結膜炎、角膜炎、過敏性眼炎、瞼緣炎,keyword_rule_v1,SRC001,true
P000021,IND003,結膜炎、角膜炎、過敏性眼炎、瞼緣炎,keyword_rule_v1,SRC001,true
P000021,IND005,結膜炎、角膜炎、過敏性眼炎、瞼緣炎,keyword_rule_v1,SRC001,true
P000022,IND999,急、慢性結合膜炎、眼晴或眼瞼輕度刺痛,keyword_rule_v1,SRC001,false
P000023,IND003,急慢性結膜炎、眼瞼緣炎、麥粒腫、急性淚腺炎,keyword_rule_v1,SRC001,true
P000024,IND003,結膜炎、砂眼、流行性角結膜炎、眼瞼炎、眼瞼緣炎、麥粒腫、淚囊炎、虹彩炎。,keyword_rule_v1,SRC001,true
P000024,IND005,結膜炎、砂眼、流行性角結膜炎、眼瞼炎、眼瞼緣炎、麥粒腫、淚囊炎、虹彩炎。,keyword_rule_v1,SRC001,true
P000025,IND003,眼瞼炎、結膜炎、角膜炎、鞏膜炎、虹彩炎等之炎症性眼科疾患。,keyword_rule_v1,SRC001,true
P000025,IND005,眼瞼炎、結膜炎、角膜炎、鞏膜炎、虹彩炎等之炎症性眼科疾患。,keyword_rule_v1,SRC001,true
P000026,IND005,結膜充血、角膜炎、角膜充血,keyword_rule_v1,SRC001,true
P000026,IND011,結膜充血、角膜炎、角膜充血,keyword_rule_v1,SRC001,true
P000027,IND003,眼部細菌傳染性炎症,keyword_rule_v1,SRC001,true
P000027,IND005,眼部細菌傳染性炎症,keyword_rule_v1,SRC001,true
P000028,IND003,急慢性結膜球、角膜潰瘍、瞼緣炎和淚囊炎,keyword_rule_v1,SRC001,true
P000029,IND003,主治各種眼部細菌傳染性炎症,keyword_rule_v1,SRC001,true
P000029,IND005,主治各種眼部細菌傳染性炎症,keyword_rule_v1,SRC001,true
P000030,IND003,眼部細菌感染性疾患,keyword_rule_v1,SRC001,true
P000031,IND003,眼部濾過性病毒感染、眼部細菌性感染症,keyword_rule_v1,SRC001,true
P000031,IND013,眼部濾過性病毒感染、眼部細菌性感染症,keyword_rule_v1,SRC001,true
P000032,IND003,砂眼、流行性角膜炎、結膜炎、淋疾性結膜炎、細菌性結膜炎、角膜潰瘍、麥粒腫、眼瞼緣炎、眼瞼膿瘍、淚囊炎、淚腺炎、角膜單性？疹,keyword_rule_v1,SRC001,true
P000032,IND005,砂眼、流行性角膜炎、結膜炎、淋疾性結膜炎、細菌性結膜炎、角膜潰瘍、麥粒腫、眼瞼緣炎、眼瞼膿瘍、淚囊炎、淚腺炎、角膜單性？疹,keyword_rule_v1,SRC001,true
P000033,IND002,暫時緩解因輕微眼部刺激所引起之不適、眼睛癢、眼睛疲勞,keyword_rule_v1,SRC001,true
P000033,IND010,暫時緩解因輕微眼部刺激所引起之不適、眼睛癢、眼睛疲勞,keyword_rule_v1,SRC001,true
P000034,IND003,角膜炎、流行性結膜炎、淚囊炎、紫外線引起之眼炎、急慢性結膜炎、化膿性結膜炎。,keyword_rule_v1,SRC001,true
P000034,IND005,角膜炎、流行性結膜炎、淚囊炎、紫外線引起之眼炎、急慢性結膜炎、化膿性結膜炎。,keyword_rule_v1,SRC001,true
P000035,IND003,眼瞼敏感症、敏感性瞼緣炎、非特異性表層角膜炎、深部角膜炎、帶炎？疹眼炎、水泡性角膜結膜炎、鞏膜角膜炎、紅彩睫狀體炎,keyword_rule_v1,SRC001,true
P000035,IND005,眼瞼敏感症、敏感性瞼緣炎、非特異性表層角膜炎、深部角膜炎、帶炎？疹眼炎、水泡性角膜結膜炎、鞏膜角膜炎、紅彩睫狀體炎,keyword_rule_v1,SRC001,true
P000036,IND003,眼部細菌性疾患、急性結合膜炎、加答兒性結合膜炎、瞼緣結合膜炎、角膜潰瘍、繼發性淚溢症、角膜炎、急慢性沙眼、視網膜炎、淋菌性結合膜炎、眼部手術前之預防治療,keyword_rule_v1,SRC001,true
P000036,IND005,眼部細菌性疾患、急性結合膜炎、加答兒性結合膜炎、瞼緣結合膜炎、角膜潰瘍、繼發性淚溢症、角膜炎、急慢性沙眼、視網膜炎、淋菌性結合膜炎、眼部手術前之預防治療,keyword_rule_v1,SRC001,true
P000036,IND015,眼部細菌性疾患、急性結合膜炎、加答兒性結合膜炎、瞼緣結合膜炎、角膜潰瘍、繼發性淚溢症、角膜炎、急慢性沙眼、視網膜炎、淋菌性結合膜炎、眼部手術前之預防治療,keyword_rule_v1,SRC001,true
P000037,IND003,沙眼、副沙眼、包涵性之結膜炎、濾泡性之結膜炎、角膜結膜炎、角膜單純？疹、角膜炎、眼瞼炎、骨眶蜂窩織炎、眼球筋膜炎、新生嬰兒由母體帶來之眼科感染症之預防,keyword_rule_v1,SRC001,true
P000037,IND005,沙眼、副沙眼、包涵性之結膜炎、濾泡性之結膜炎、角膜結膜炎、角膜單純？疹、角膜炎、眼瞼炎、骨眶蜂窩織炎、眼球筋膜炎、新生嬰兒由母體帶來之眼科感染症之預防,keyword_rule_v1,SRC001,true
P000038,IND003,急慢性結膜炎、眼瞼緣炎、麥粒腫、急性淚腺炎、眼球炎,keyword_rule_v1,SRC001,true
P000039,IND003,急慢性結膜炎、眼瞼緣炎、麥粒腫、急性淚腺炎、角膜潰瘍,keyword_rule_v1,SRC001,true
P000040,IND003,有感受性細菌引起之眼部感染症,keyword_rule_v1,SRC001,true
P000041,IND003,革蘭氏陽性、陰性細菌引起之眼部感染、如急、慢性結膜炎、瞼緣結？膜炎、急性角膜潰瘍、砂眼手術後感染之預防,keyword_rule_v1,SRC001,true
P000041,IND005,革蘭氏陽性、陰性細菌引起之眼部感染、如急、慢性結膜炎、瞼緣結？膜炎、急性角膜潰瘍、砂眼手術後感染之預防,keyword_rule_v1,SRC001,true
P000041,IND015,革蘭氏陽性、陰性細菌引起之眼部感染、如急、慢性結膜炎、瞼緣結？膜炎、急性角膜潰瘍、砂眼手術後感染之預防,keyword_rule_v1,SRC001,true
P000042,IND003,角膜炎、流行性結膜炎、淚囊炎、紫外線引起之眼炎、急慢性結膜炎、化膿性結膜炎,keyword_rule_v1,SRC001,true
P000042,IND005,角膜炎、流行性結膜炎、淚囊炎、紫外線引起之眼炎、急慢性結膜炎、化膿性結膜炎,keyword_rule_v1,SRC001,true
P000043,IND005,眼科炎症,keyword_rule_v1,SRC001,true
P000044,IND002,暫時緩解因輕微眼部刺激所引起之不適、眼睛癢、眼睛疲勞。,keyword_rule_v1,SRC001,true
P000044,IND010,暫時緩解因輕微眼部刺激所引起之不適、眼睛癢、眼睛疲勞。,keyword_rule_v1,SRC001,true
P000045,IND003,沙眼、結膜炎、乾燥性結膜炎、結膜充血、網膜疾患、淚囊炎、眼瞼緣炎,keyword_rule_v1,SRC001,true
P000045,IND011,沙眼、結膜炎、乾燥性結膜炎、結膜充血、網膜疾患、淚囊炎、眼瞼緣炎,keyword_rule_v1,SRC001,true
P000046,IND003,結膜炎、結膜充血、角膜炎、眼瞼緣炎、淚囊炎、麥粒腫,keyword_rule_v1,SRC001,true
P000046,IND005,結膜炎、結膜充血、角膜炎、眼瞼緣炎、淚囊炎、麥粒腫,keyword_rule_v1,SRC001,true
P000046,IND011,結膜炎、結膜充血、角膜炎、眼瞼緣炎、淚囊炎、麥粒腫,keyword_rule_v1,SRC001,true
P000047,IND003,結膜炎、眼臉緣炎、角膜炎、淚囊炎、角膜潰瘍等眼部感染症,keyword_rule_v1,SRC001,true
P000047,IND005,結膜炎、眼臉緣炎、角膜炎、淚囊炎、角膜潰瘍等眼部感染症,keyword_rule_v1,SRC001,true
P000048,IND003,急性或亞急性化膿性結膜炎,keyword_rule_v1,SRC001,true
P000049,IND004,眼底檢查、屈折率測定、綠內障的隅角閉鎖誘發試驗角膜分枝試驗、散瞳劑,keyword_rule_v1,SRC001,true
P000049,IND006,眼底檢查、屈折率測定、綠內障的隅角閉鎖誘發試驗角膜分枝試驗、散瞳劑,keyword_rule_v1,SRC001,true
P000049,IND008,眼底檢查、屈折率測定、綠內障的隅角閉鎖誘發試驗角膜分枝試驗、散瞳劑,keyword_rule_v1,SRC001,true
P000050,IND003,結膜炎、角膜炎、中耳炎、外耳炎、鼻炎,keyword_rule_v1,SRC001,true
P000050,IND005,結膜炎、角膜炎、中耳炎、外耳炎、鼻炎,keyword_rule_v1,SRC001,true
P000051,IND003,陰陽性革蘭菌以及濾過体引起之眼蓋、淚腺、角膜感染、砂眼,keyword_rule_v1,SRC001,true
P000052,IND008,局部麻醉劑：眼科用衣面麻醉,keyword_rule_v1,SRC001,true
P000053,IND003,結膜炎、瞼緣炎、瞼線炎,keyword_rule_v1,SRC001,true
P000054,IND003,眼結膜炎、鞏膜炎,keyword_rule_v1,SRC001,true
P000054,IND005,眼結膜炎、鞏膜炎,keyword_rule_v1,SRC001,true
P000055,IND005,眼結合膜炎、鞏膜炎,keyword_rule_v1,SRC001,true
P000056,IND002,眼球前部之過敏性、非化膿性炎症、眼球之外傷以及手術後之眼疾患,keyword_rule_v1,SRC001,true
P000056,IND003,眼球前部之過敏性、非化膿性炎症、眼球之外傷以及手術後之眼疾患,keyword_rule_v1,SRC001,true
P000056,IND005,眼球前部之過敏性、非化膿性炎症、眼球之外傷以及手術後之眼疾患,keyword_rule_v1,SRC001,true
P000056,IND015,眼球前部之過敏性、非化膿性炎症、眼球之外傷以及手術後之眼疾患,keyword_rule_v1,SRC001,true
P000057,IND003,眼瞼緣炎、結膜炎、角膜炎,keyword_rule_v1,SRC001,true
P000057,IND005,眼瞼緣炎、結膜炎、角膜炎,keyword_rule_v1,SRC001,true
P000058,IND002,結膜炎、角膜炎、過敏性眼疾,keyword_rule_v1,SRC001,true
P000058,IND003,結膜炎、角膜炎、過敏性眼疾,keyword_rule_v1,SRC001,true
P000058,IND005,結膜炎、角膜炎、過敏性眼疾,keyword_rule_v1,SRC001,true
P000059,IND004,治療綠內障（慢性廣角青光眼）,keyword_rule_v1,SRC001,true
P000060,IND999,眼疾,keyword_rule_v1,SRC001,false
P000061,IND003,革蘭氏陽性與陰性細菌所引起之眼疾患,keyword_rule_v1,SRC001,true
P000062,IND003,眼瞼之損害及細菌感染症、結膜之傳染性炎症,keyword_rule_v1,SRC001,true
P000062,IND005,眼瞼之損害及細菌感染症、結膜之傳染性炎症,keyword_rule_v1,SRC001,true
P000063,IND003,革蘭氏陽、陰性菌引起之眼前部及結膜部感染症、臉緣炎、臉緣結膜炎、淚囊炎、卡他性結合膜炎、皆結合膜炎、假膜性結合膜炎、角膜潰瘍及角膜炎,keyword_rule_v1,SRC001,true
P000063,IND005,革蘭氏陽、陰性菌引起之眼前部及結膜部感染症、臉緣炎、臉緣結膜炎、淚囊炎、卡他性結合膜炎、皆結合膜炎、假膜性結合膜炎、角膜潰瘍及角膜炎,keyword_rule_v1,SRC001,true
P000064,IND005,炎症性眼疾、淺性角膜炎、泡性角膜炎、急、慢性外耳炎,keyword_rule_v1,SRC001,true
P000065,IND003,砂眼、副砂眼、角膜結膜炎、外耳炎、內耳炎、中耳炎、鼓膜炎,keyword_rule_v1,SRC001,true
P000066,IND999,沙眼,keyword_rule_v1,SRC001,false
P000067,IND999,眼炎,keyword_rule_v1,SRC001,false
P000068,IND002,眼科、耳科過敏症、感染症外傷,keyword_rule_v1,SRC001,true
P000068,IND003,眼科、耳科過敏症、感染症外傷,keyword_rule_v1,SRC001,true
P000069,IND003,急慢性結膜炎,keyword_rule_v1,SRC001,true
P000070,IND003,結膜炎、角膜炎及其他眼部感染症,keyword_rule_v1,SRC001,true
P000070,IND005,結膜炎、角膜炎及其他眼部感染症,keyword_rule_v1,SRC001,true
P000071,IND003,革蘭氏陰性、陽性細菌所致之眼疾,keyword_rule_v1,SRC001,true
P000072,IND999,眼瞼結膜疾患、角膜疾患、虹彩及毛樣體炎,keyword_rule_v1,SRC001,false
P000073,IND003,結合膜炎、瞼板腺炎、砂眼,keyword_rule_v1,SRC001,true
P000074,IND003,結膜炎、沙眼、角膜炎、中耳炎、鼻竇炎,keyword_rule_v1,SRC001,true
P000074,IND005,結膜炎、沙眼、角膜炎、中耳炎、鼻竇炎,keyword_rule_v1,SRC001,true
P000075,IND005,角膜炎、鞏膜炎、眼瞼炎、結合膜炎,keyword_rule_v1,SRC001,true
P000076,IND003,沙眼、結膜炎、角膜炎、細菌性眼睛感染症,keyword_rule_v1,SRC001,true
P000076,IND005,沙眼、結膜炎、角膜炎、細菌性眼睛感染症,keyword_rule_v1,SRC001,true
P000077,IND003,眼科疾患、結膜炎、角膜炎,keyword_rule_v1,SRC001,true
P000077,IND005,眼科疾患、結膜炎、角膜炎,keyword_rule_v1,SRC001,true
P000078,IND003,結膜炎及角膜炎,keyword_rule_v1,SRC001,true
P000078,IND005,結膜炎及角膜炎,keyword_rule_v1,SRC001,true
P000079,IND003,眼之紅腫、結膜炎、角膜炎,keyword_rule_v1,SRC001,true
P000079,IND005,眼之紅腫、結膜炎、角膜炎,keyword_rule_v1,SRC001,true
P000080,IND003,結膜炎、角膜炎、淚囊炎、眼充血、麥粒腫,keyword_rule_v1,SRC001,true
P000080,IND005,結膜炎、角膜炎、淚囊炎、眼充血、麥粒腫,keyword_rule_v1,SRC001,true
P000080,IND011,結膜炎、角膜炎、淚囊炎、眼充血、麥粒腫,keyword_rule_v1,SRC001,true
P000081,IND003,流行性角膜炎、急、慢性結膜炎、砂眼、眼瞼緣炎、麥粒腫、淚囊炎、角膜潰瘍,keyword_rule_v1,SRC001,true
P000081,IND005,流行性角膜炎、急、慢性結膜炎、砂眼、眼瞼緣炎、麥粒腫、淚囊炎、角膜潰瘍,keyword_rule_v1,SRC001,true
P000082,IND005,眼瞼炎、角膜炎、眼角發炎,keyword_rule_v1,SRC001,true
P000083,IND002,過敏性結膜炎，眼瞼炎、虹膜炎、表面角膜炎、葡萄膜炎,keyword_rule_v1,SRC001,true
P000083,IND003,過敏性結膜炎，眼瞼炎、虹膜炎、表面角膜炎、葡萄膜炎,keyword_rule_v1,SRC001,true
P000083,IND005,過敏性結膜炎，眼瞼炎、虹膜炎、表面角膜炎、葡萄膜炎,keyword_rule_v1,SRC001,true
P000084,IND003,眼晴疲勞、結膜炎、流行性結膜炎、乾燥性結膜炎、結膜充血,keyword_rule_v1,SRC001,true
P000084,IND010,眼晴疲勞、結膜炎、流行性結膜炎、乾燥性結膜炎、結膜充血,keyword_rule_v1,SRC001,true
P000084,IND011,眼晴疲勞、結膜炎、流行性結膜炎、乾燥性結膜炎、結膜充血,keyword_rule_v1,SRC001,true
P000085,IND003,眼晴疲勞、結膜炎、角膜炎、眼瞼緣炎、淚囊炎、麥粒腫、紫外線或其他光線引起之眼炎,keyword_rule_v1,SRC001,true
P000085,IND005,眼晴疲勞、結膜炎、角膜炎、眼瞼緣炎、淚囊炎、麥粒腫、紫外線或其他光線引起之眼炎,keyword_rule_v1,SRC001,true
P000085,IND010,眼晴疲勞、結膜炎、角膜炎、眼瞼緣炎、淚囊炎、麥粒腫、紫外線或其他光線引起之眼炎,keyword_rule_v1,SRC001,true
P000086,IND003,結膜炎、角膜炎、眼睛疲勞、淚囊炎、麥粒腫、紫外線及其他光線引起之眼炎,keyword_rule_v1,SRC001,true
P000086,IND005,結膜炎、角膜炎、眼睛疲勞、淚囊炎、麥粒腫、紫外線及其他光線引起之眼炎,keyword_rule_v1,SRC001,true
P000086,IND010,結膜炎、角膜炎、眼睛疲勞、淚囊炎、麥粒腫、紫外線及其他光線引起之眼炎,keyword_rule_v1,SRC001,true
P000087,IND002,結膜炎、角膜炎、鞏膜炎、虹彩睫狀體炎及過敏性眼疾,keyword_rule_v1,SRC001,true
P000087,IND003,結膜炎、角膜炎、鞏膜炎、虹彩睫狀體炎及過敏性眼疾,keyword_rule_v1,SRC001,true
P000087,IND005,結膜炎、角膜炎、鞏膜炎、虹彩睫狀體炎及過敏性眼疾,keyword_rule_v1,SRC001,true
P000088,IND003,結膜炎、角膜炎、眼充血、眼瞼緣炎、麥粒腫、淚囊炎,keyword_rule_v1,SRC001,true
P000088,IND005,結膜炎、角膜炎、眼充血、眼瞼緣炎、麥粒腫、淚囊炎,keyword_rule_v1,SRC001,true
P000088,IND011,結膜炎、角膜炎、眼充血、眼瞼緣炎、麥粒腫、淚囊炎,keyword_rule_v1,SRC001,true
P000089,IND999,暫時緩解因輕微眼部刺激所引起之不適或眼睛紅。,keyword_rule_v1,SRC001,false
P000090,IND003,沙眼、濾胞性結膜炎、單純性角膜水泡疹及濾過性毒之眼感染症,keyword_rule_v1,SRC001,true
P000091,IND003,革蘭氏陰性菌、陽性菌、及濾過性菌所引起之一般眼疾、結膜炎、角膜炎、淚囊炎、麥粒腫、眼瞼緣炎、角膜潰瘍、沙眼,keyword_rule_v1,SRC001,true
P000091,IND005,革蘭氏陰性菌、陽性菌、及濾過性菌所引起之一般眼疾、結膜炎、角膜炎、淚囊炎、麥粒腫、眼瞼緣炎、角膜潰瘍、沙眼,keyword_rule_v1,SRC001,true
P000092,IND999,暫時緩解因輕微眼部刺激所引起之不適、或眼睛紅。,keyword_rule_v1,SRC001,false
P000093,IND002,結膜炎、角膜炎、鞏膜炎、虹彩毛樣體炎、過敏性眼疾。,keyword_rule_v1,SRC001,true
P000093,IND003,結膜炎、角膜炎、鞏膜炎、虹彩毛樣體炎、過敏性眼疾。,keyword_rule_v1,SRC001,true
P000093,IND005,結膜炎、角膜炎、鞏膜炎、虹彩毛樣體炎、過敏性眼疾。,keyword_rule_v1,SRC001,true
P000094,IND999,調視肌癱瘓、瞳孔散大,keyword_rule_v1,SRC001,false
P000095,IND003,結膜炎、流行性角結膜炎、眼瞼炎、眼瞼緣炎、麥粒腫、淚囊炎、虹彩炎,keyword_rule_v1,SRC001,true
P000095,IND005,結膜炎、流行性角結膜炎、眼瞼炎、眼瞼緣炎、麥粒腫、淚囊炎、虹彩炎,keyword_rule_v1,SRC001,true
P000096,IND003,結合膜炎、瞼緣炎、角膜潰瘍、角膜炎、虹膜炎、虹膜睫狀體炎,keyword_rule_v1,SRC001,true
P000096,IND005,結合膜炎、瞼緣炎、角膜潰瘍、角膜炎、虹膜炎、虹膜睫狀體炎,keyword_rule_v1,SRC001,true
P000097,IND003,眼科：角膜炎、眼睛疲勞、眼充血、結膜炎,keyword_rule_v1,SRC001,true
P000097,IND005,眼科：角膜炎、眼睛疲勞、眼充血、結膜炎,keyword_rule_v1,SRC001,true
P000097,IND010,眼科：角膜炎、眼睛疲勞、眼充血、結膜炎,keyword_rule_v1,SRC001,true
P000097,IND011,眼科：角膜炎、眼睛疲勞、眼充血、結膜炎,keyword_rule_v1,SRC001,true
P000098,IND999,綠內障,keyword_rule_v1,SRC001,false
P000099,IND999,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。,keyword_rule_v1,SRC001,false
P000100,IND005,瀰慢性表層角膜炎、角膜上皮剝離症、？疹性角膜疾患、小泡性角膜炎、角膜實質炎及其他各種角膜炎等症,keyword_rule_v1,SRC001,true
P000100,IND009,瀰慢性表層角膜炎、角膜上皮剝離症、？疹性角膜疾患、小泡性角膜炎、角膜實質炎及其他各種角膜炎等症,keyword_rule_v1,SRC001,true
P000101,IND003,敏感性瞼緣炎、非特異性表層角膜炎、深部角膜炎、帶狀？疹眼炎、水泡性角膜結膜炎、鞏膜角膜炎、結膜炎、虹彩睫狀體炎、虹彩炎、後發性瞼緣潰瘍,keyword_rule_v1,SRC001,true
P000101,IND005,敏感性瞼緣炎、非特異性表層角膜炎、深部角膜炎、帶狀？疹眼炎、水泡性角膜結膜炎、鞏膜角膜炎、結膜炎、虹彩睫狀體炎、虹彩炎、後發性瞼緣潰瘍,keyword_rule_v1,SRC001,true
P000102,IND003,眼瞼緣炎、濕性眼瞼炎、眼角眼瞼炎、小泡性結膜炎、角膜潰瘍、瀰漫性表層角膜炎、角膜周圍充血羞明、流淚、點狀表層角膜炎,keyword_rule_v1,SRC001,true
P000102,IND005,眼瞼緣炎、濕性眼瞼炎、眼角眼瞼炎、小泡性結膜炎、角膜潰瘍、瀰漫性表層角膜炎、角膜周圍充血羞明、流淚、點狀表層角膜炎,keyword_rule_v1,SRC001,true
P000102,IND011,眼瞼緣炎、濕性眼瞼炎、眼角眼瞼炎、小泡性結膜炎、角膜潰瘍、瀰漫性表層角膜炎、角膜周圍充血羞明、流淚、點狀表層角膜炎,keyword_rule_v1,SRC001,true
P000103,IND003,結膜炎、角膜炎,keyword_rule_v1,SRC001,true
P000103,IND005,結膜炎、角膜炎,keyword_rule_v1,SRC001,true
P000104,IND999,暫時緩解因輕微眼部刺激所引起之不適。,keyword_rule_v1,SRC001,false
P000105,IND003,綠膿菌、葡萄球菌、鏈鎖球菌、濾過性菌引起之感染症,keyword_rule_v1,SRC001,true
P000106,IND999,沙眼、葡萄狀球、鏈鎖狀球菌、肺炎雙球菌、大腸菌等所引起之眼疾患,keyword_rule_v1,SRC001,false
P000107,IND003,角膜潰瘍、急性結膜炎、慢性結膜炎、麥粒腫、淚囊炎、眼瞼炎,keyword_rule_v1,SRC001,true
P000108,IND003,角膜潰瘍、急性結膜炎、麥粒腫、淚囊炎、眼瞼炎、慢性結膜炎,keyword_rule_v1,SRC001,true
P000109,IND008,局部點眼麻醉（用在眼球內外之手術、如角膜縫合、翼狀片、斜視之手術、前房穿開、網膜剝離、綠內障、白內障手術等之點眼）,keyword_rule_v1,SRC001,true
P000109,IND012,局部點眼麻醉（用在眼球內外之手術、如角膜縫合、翼狀片、斜視之手術、前房穿開、網膜剝離、綠內障、白內障手術等之點眼）,keyword_rule_v1,SRC001,true
P000110,IND003,流行性結膜炎、急慢性結膜炎、淚囊炎、角膜炎、眼瞼緣炎、麥粒腫、眼充血、紫外線或其他光線所引起的眼炎外傷性眼炎,keyword_rule_v1,SRC001,true
P000110,IND005,流行性結膜炎、急慢性結膜炎、淚囊炎、角膜炎、眼瞼緣炎、麥粒腫、眼充血、紫外線或其他光線所引起的眼炎外傷性眼炎,keyword_rule_v1,SRC001,true
P000110,IND011,流行性結膜炎、急慢性結膜炎、淚囊炎、角膜炎、眼瞼緣炎、麥粒腫、眼充血、紫外線或其他光線所引起的眼炎外傷性眼炎,keyword_rule_v1,SRC001,true
P000111,IND999,眼瞼結膜疾患、角膜疾患、鞏膜疾患、脈絡膜疾患,keyword_rule_v1,SRC001,false
P000112,IND999,眼瞼結膜疾患、角膜疾患、鞏膜疾患、脈絡膜疾患,keyword_rule_v1,SRC001,false
P000113,IND010,眼睛疲勞。,keyword_rule_v1,SRC001,true
P000114,IND003,治療及預防有感受性之細菌所引起的眼部感染症,keyword_rule_v1,SRC001,true
P000115,IND003,非特異性表線性結膜炎、紅　瘡性角膜炎、鞏膜炎及鞏膜角膜炎、因熱力或化學火傷所引起之結膜炎、急慢性虹膜炎,keyword_rule_v1,SRC001,true
P000115,IND005,非特異性表線性結膜炎、紅　瘡性角膜炎、鞏膜炎及鞏膜角膜炎、因熱力或化學火傷所引起之結膜炎、急慢性虹膜炎,keyword_rule_v1,SRC001,true
P000116,IND002,結膜炎、鞏膜炎、眼部潰瘍、過敏性眼部炎症、角膜炎,keyword_rule_v1,SRC001,true
P000116,IND003,結膜炎、鞏膜炎、眼部潰瘍、過敏性眼部炎症、角膜炎,keyword_rule_v1,SRC001,true
