product_substance_id,product_id,substance_id,raw_name,standardized_name,chinese_name,english_name,salt_ester_hydrate_form,base_substance_group,amount_raw,amount,unit,role,formulation_function,role_assignment_method,source_id,confirmed
PS-P000236-002,P000236,S00070,CHONDROITIN SULFURIC ACID (SODIUM),CHONDROITIN SULFURIC ACID (SODIUM),,CHONDROITIN SULFURIC ACID (SODIUM),CHONDROITIN SULFURIC ACID (SODIUM),CHONDROITIN SULFATE,300,300.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000236-003,P000236,S00226,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,2,2.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000236-004,P000236,S00359,ZINC SULFATE 7H2O,ZINC SULFATE 7H2O,,ZINC SULFATE 7H2O,ZINC SULFATE 7H2O,ZINC SULFATE 7H2O,100,100.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000236-005,P000236,S00066,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE,10,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000236-006,P000236,S00321,TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),,TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),TAURINE,40,40.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000236-007,P000236,S00349,VITAMIN A,VITAMIN A,,VITAMIN A,VITAMIN A,VITAMIN A,10000,10000.000000,I.U.,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000261-001,P000261,S00086,CYCLOPENTOLATE HCL,CYCLOPENTOLATE HCL,,CYCLOPENTOLATE HCL,CYCLOPENTOLATE HCL,CYCLOPENTOLATE HCL,10,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000262-001,P000262,S00086,CYCLOPENTOLATE HCL,CYCLOPENTOLATE HCL,,CYCLOPENTOLATE HCL,CYCLOPENTOLATE HCL,CYCLOPENTOLATE HCL,20,20.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000263-001,P000263,S00147,GENTAMICIN (AS SULFATE),GENTAMICIN (AS SULFATE),,GENTAMICIN (AS SULFATE),GENTAMICIN (AS SULFATE),GENTAMICIN,3,3.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000263-002,P000263,S00039,BETAMETHASONE SODIUM PHOSPHATE,BETAMETHASONE SODIUM PHOSPHATE,,BETAMETHASONE SODIUM PHOSPHATE,BETAMETHASONE SODIUM PHOSPHATE,BETAMETHASONE,1,1.000000,MG,buffer,緩衝劑,rule_based,SRC002,false
PS-P000264-001,P000264,S00224,NEOMYCIN (SULFATE),NEOMYCIN (SULFATE),,NEOMYCIN (SULFATE),NEOMYCIN (SULFATE),NEOMYCIN,3.5,3.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000264-002,P000264,S00164,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE,,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE,10,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000265-001,P000265,S00317,SULFAMETHOXAZOLE SODIUM,SULFAMETHOXAZOLE SODIUM,,SULFAMETHOXAZOLE SODIUM,SULFAMETHOXAZOLE SODIUM,SULFAMETHOXAZOLE SODIUM,40,40.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000265-002,P000265,S00155,GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE),GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE),,GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE),GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE),GLYCYRRHIZINATE DIPOTASSIUM,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000274-001,P000274,S00057,CHLORAMPHENICOL,CHLORAMPHENICOL,,CHLORAMPHENICOL,CHLORAMPHENICOL,CHLORAMPHENICOL,(PONTENCY) ,2.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000275-001,P000275,S00254,PILOCARPINE HCL,PILOCARPINE HCL,,PILOCARPINE HCL,PILOCARPINE HCL,PILOCARPINE,20,20.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000276-001,P000276,S00254,PILOCARPINE HCL,PILOCARPINE HCL,,PILOCARPINE HCL,PILOCARPINE HCL,PILOCARPINE,10,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000310-001,P000310,S00018,ASPARTATE POTASSIUM MAGNESIUM L- ( EQ TO MAGNESIUM POTASSIUM L-ASPARTATE),ASPARTATE POTASSIUM MAGNESIUM L- ( EQ TO MAGNESIUM POTASSIUM L-ASPARTATE),,ASPARTATE POTASSIUM MAGNESIUM L- ( EQ TO MAGNESIUM POTASSIUM L-ASPARTATE),ASPARTATE POTASSIUM MAGNESIUM L- ( EQ TO MAGNESIUM POTASSIUM L-ASPARTATE),ASPARTATE POTASSIUM MAGNESIUM L-,20,20.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000310-002,P000310,S00069,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE,2.5,2.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000310-003,P000310,S00066,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE,0.2,0.200000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000310-004,P000310,S00084,CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN (VIT B12),,CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN,20,20.000000,MCG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000310-005,P000310,S00284,PYRIDOXINE HCL,PYRIDOXINE HCL,,PYRIDOXINE HCL,PYRIDOXINE HCL,PYRIDOXINE HCL,1,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000310-006,P000310,S00241,PANTHENOL D- (EQ TO D-PANTHENOL),PANTHENOL D- (EQ TO D-PANTHENOL),,PANTHENOL D- (EQ TO D-PANTHENOL),PANTHENOL D- (EQ TO D-PANTHENOL),PANTHENOL D-,1,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000310-007,P000310,S00006,ALLANTOIN,ALLANTOIN,,ALLANTOIN,ALLANTOIN,ALLANTOIN,0.5,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000311-001,P000311,S00147,GENTAMICIN (AS SULFATE),GENTAMICIN (AS SULFATE),,GENTAMICIN (AS SULFATE),GENTAMICIN (AS SULFATE),GENTAMICIN,,3.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000367-001,P000367,S00345,TROPICAMIDE,TROPICAMIDE,,TROPICAMIDE,TROPICAMIDE,TROPICAMIDE,,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000368-001,P000368,S00037,BETAMETHASONE DISODIUM PHOSPHATE,BETAMETHASONE DISODIUM PHOSPHATE,,BETAMETHASONE DISODIUM PHOSPHATE,BETAMETHASONE DISODIUM PHOSPHATE,BETAMETHASONE,1,1.000000,MG,buffer,緩衝劑,rule_based,SRC002,false
PS-P000368-002,P000368,S00224,NEOMYCIN (SULFATE),NEOMYCIN (SULFATE),,NEOMYCIN (SULFATE),NEOMYCIN (SULFATE),NEOMYCIN,(POTENCY)    3.5,,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000369-001,P000369,S00226,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,0.100000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000370-001,P000370,S00334,TIMOLOL MALEATE,TIMOLOL MALEATE,,TIMOLOL MALEATE,TIMOLOL MALEATE,TIMOLOL,,6.800000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000371-001,P000371,S00224,NEOMYCIN (SULFATE),NEOMYCIN (SULFATE),,NEOMYCIN (SULFATE),NEOMYCIN (SULFATE),NEOMYCIN,3.5,3.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000371-002,P000371,S00039,BETAMETHASONE SODIUM PHOSPHATE,BETAMETHASONE SODIUM PHOSPHATE,,BETAMETHASONE SODIUM PHOSPHATE,BETAMETHASONE SODIUM PHOSPHATE,BETAMETHASONE,1.0,1.000000,MG,buffer,緩衝劑,rule_based,SRC002,false
PS-P000372-001,P000372,S00229,NORFLOXACIN (BACCIDAL),NORFLOXACIN (BACCIDAL),,NORFLOXACIN (BACCIDAL),NORFLOXACIN (BACCIDAL),NORFLOXACIN,,3.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000373-001,P000373,S00147,GENTAMICIN (AS SULFATE),GENTAMICIN (AS SULFATE),,GENTAMICIN (AS SULFATE),GENTAMICIN (AS SULFATE),GENTAMICIN,3,3.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000374-001,P000374,S00082,CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),,CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),CROMOGLICIC ACID,,40.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000375-001,P000375,S00138,FLUOROMETHOLONE,FLUOROMETHOLONE,,FLUOROMETHOLONE,FLUOROMETHOLONE,FLUOROMETHOLONE,,0.200000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000406-001,P000406,S00037,BETAMETHASONE DISODIUM PHOSPHATE,BETAMETHASONE DISODIUM PHOSPHATE,,BETAMETHASONE DISODIUM PHOSPHATE,BETAMETHASONE DISODIUM PHOSPHATE,BETAMETHASONE,,1.000000,MG,buffer,緩衝劑,rule_based,SRC002,false
PS-P000407-001,P000407,S00316,SULFAMETHOXAZOLE,SULFAMETHOXAZOLE,,SULFAMETHOXAZOLE,SULFAMETHOXAZOLE,SULFAMETHOXAZOLE,40,40.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000408-001,P000408,S00057,CHLORAMPHENICOL,CHLORAMPHENICOL,,CHLORAMPHENICOL,CHLORAMPHENICOL,CHLORAMPHENICOL,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000409-001,P000409,S00138,FLUOROMETHOLONE,FLUOROMETHOLONE,,FLUOROMETHOLONE,FLUOROMETHOLONE,FLUOROMETHOLONE,,0.200000,,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000410-001,P000410,S00179,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000411-001,P000411,S00019,ATROPINE SULFATE,ATROPINE SULFATE,,ATROPINE SULFATE,ATROPINE SULFATE,ATROPINE,,3.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000498-001,P000498,S00044,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE,,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE,BRIMONIDINE,,1.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000499-001,P000499,S00044,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE,,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE,BRIMONIDINE,,2.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000500-001,P000500,S00332,TIMOLOL (AS MALEATE),TIMOLOL (AS MALEATE),,TIMOLOL (AS MALEATE),TIMOLOL (AS MALEATE),TIMOLOL,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000501-001,P000501,S00181,KETOTIFEN FUMARATE,KETOTIFEN FUMARATE,,KETOTIFEN FUMARATE,KETOTIFEN FUMARATE,KETOTIFEN FUMARATE,(eq. to Ketotifen 0.25mg),0.345000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000515-001,P000515,S00225,NEOMYCIN SULFATE,NEOMYCIN SULFATE,,NEOMYCIN SULFATE,NEOMYCIN SULFATE,NEOMYCIN,0.5,0.500000,%,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000515-002,P000515,S00164,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE,,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE,0.5,0.500000,%,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000563-001,P000563,S00254,PILOCARPINE HCL,PILOCARPINE HCL,,PILOCARPINE HCL,PILOCARPINE HCL,PILOCARPINE,0.3,0.300000,GM,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000564-001,P000564,S00173,HYPROMELLOSE 4500,HYPROMELLOSE 4500,,HYPROMELLOSE 4500,HYPROMELLOSE 4500,HYPROMELLOSE,30.0,30.000000,MG,viscosity_agent,黏度調節劑,rule_based,SRC002,false
PS-P000564-002,P000564,S00301,SODIUM CHLORIDE,SODIUM CHLORIDE,,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,45.0,45.000000,MG,tonicity_agent,等張調節劑,rule_based,SRC002,false
PS-P000564-003,P000564,S00266,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,37.0,37.000000,MG,tonicity_agent,等張調節劑,rule_based,SRC002,false
PS-P000565-001,P000565,S00016,ASPARTATE POTASSIUM L- (eq to POTASSIUM L-ASPARTATE),ASPARTATE POTASSIUM L- (EQ TO POTASSIUM L-ASPARTATE),,ASPARTATE POTASSIUM L- (EQ TO POTASSIUM L-ASPARTATE),ASPARTATE POTASSIUM L- (EQ TO POTASSIUM L-ASPARTATE),ASPARTATE POTASSIUM L-,10,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000565-002,P000565,S00006,ALLANTOIN,ALLANTOIN,,ALLANTOIN,ALLANTOIN,ALLANTOIN,1,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000565-003,P000565,S00015,ASPARTATE MAGNESIUM L-,ASPARTATE MAGNESIUM L-,,ASPARTATE MAGNESIUM L-,ASPARTATE MAGNESIUM L-,ASPARTATE MAGNESIUM L-,10,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000565-004,P000565,S00068,CHONDROITIN SULFATE,CHONDROITIN SULFATE,,CHONDROITIN SULFATE,CHONDROITIN SULFATE,CHONDROITIN SULFATE,3,3.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000565-005,P000565,S00066,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE,0.2,0.200000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000565-006,P000565,S00084,CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN (VIT B12),,CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN,20,20.000000,MCG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000565-007,P000565,S00284,PYRIDOXINE HCL,PYRIDOXINE HCL,,PYRIDOXINE HCL,PYRIDOXINE HCL,PYRIDOXINE HCL,1,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000565-008,P000565,S00240,PANTHENOL,PANTHENOL,,PANTHENOL,PANTHENOL,PANTHENOL,1,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000565-009,P000565,S00149,GENTIAN VIOLET,GENTIAN VIOLET,,GENTIAN VIOLET,GENTIAN VIOLET,GENTIAN VIOLET,0.0025,0.003000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000565-010,P000565,S00023,AZULENE WATER SOLUBLE,AZULENE WATER SOLUBLE,,AZULENE WATER SOLUBLE,AZULENE WATER SOLUBLE,AZULENE WATER SOLUBLE,0.1,0.100000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000597-001,P000597,S00349,VITAMIN A,VITAMIN A,,VITAMIN A,VITAMIN A,VITAMIN A,300,300.000000,I.U.,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000597-002,P000597,S00337,TOCOPHEROL ACETATE,TOCOPHEROL ACETATE,,TOCOPHEROL ACETATE,TOCOPHEROL ACETATE,TOCOPHEROL ACETATE,0.1,0.100000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000597-003,P000597,S00069,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE,0.5,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000597-004,P000597,S00121,EPHEDRINE HCL (EQ TO EPHEDRINE HYDROCHLORIDE),EPHEDRINE HCL (EQ TO EPHEDRINE HYDROCHLORIDE),,EPHEDRINE HCL (EQ TO EPHEDRINE HYDROCHLORIDE),EPHEDRINE HCL (EQ TO EPHEDRINE HYDROCHLORIDE),EPHEDRINE HCL,0.2,0.200000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000597-005,P000597,S00066,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE,0.05,0.050000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000597-006,P000597,S00218,NAPHAZOLINE HCL,NAPHAZOLINE HCL,,NAPHAZOLINE HCL,NAPHAZOLINE HCL,NAPHAZOLINE,0.03,0.030000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000597-007,P000597,S00358,ZINC SULFATE,ZINC SULFATE,,ZINC SULFATE,ZINC SULFATE,ZINC SULFATE,0.5,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000598-001,P000598,S00246,PHENIRAMINE MALEATE,PHENIRAMINE MALEATE,,PHENIRAMINE MALEATE,PHENIRAMINE MALEATE,PHENIRAMINE MALEATE,5,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000598-002,P000598,S00247,PHENYLEPHRINE HCL,PHENYLEPHRINE HCL,,PHENYLEPHRINE HCL,PHENYLEPHRINE HCL,PHENYLEPHRINE HCL,1.25,1.250000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000689-001,P000689,S00333,TIMOLOL (MALEATE),TIMOLOL (MALEATE),,TIMOLOL (MALEATE),TIMOLOL (MALEATE),TIMOLOL,(6.8MG) 5.0,,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000690-001,P000690,S00333,TIMOLOL (MALEATE),TIMOLOL (MALEATE),,TIMOLOL (MALEATE),TIMOLOL (MALEATE),TIMOLOL,(3.4MG)2.50,,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000691-001,P000691,S00164,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE,,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE,0.01,0.010000,GM,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000704-001,P000704,S00038,BETAMETHASONE PHOSPHATE,BETAMETHASONE PHOSPHATE,,BETAMETHASONE PHOSPHATE,BETAMETHASONE PHOSPHATE,BETAMETHASONE,1,1.000000,MG,buffer,緩衝劑,rule_based,SRC002,false
PS-P000704-002,P000704,S00315,SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,,SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,100,100.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000704-003,P000704,S00225,NEOMYCIN SULFATE,NEOMYCIN SULFATE,,NEOMYCIN SULFATE,NEOMYCIN SULFATE,NEOMYCIN,2.5,2.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000777-001,P000777,S00220,NAPHAZOLINE NITRATE,NAPHAZOLINE NITRATE,,NAPHAZOLINE NITRATE,NAPHAZOLINE NITRATE,NAPHAZOLINE,0.030,0.030000,GM,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000777-002,P000777,S00153,GLYCEROPHOSPHATE COPPER,GLYCEROPHOSPHATE COPPER,,GLYCEROPHOSPHATE COPPER,GLYCEROPHOSPHATE COPPER,GLYCEROPHOSPHATE COPPER,0.0339,0.034000,GM,buffer,緩衝劑,rule_based,SRC002,false
PS-P000778-001,P000778,S00071,CHYMOTRYPSIN,CHYMOTRYPSIN,,CHYMOTRYPSIN,CHYMOTRYPSIN,CHYMOTRYPSIN,750,750.000000,NF-U (N.F. UNIT),active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000810-001,P000810,S00254,PILOCARPINE HCL,PILOCARPINE HCL,,PILOCARPINE HCL,PILOCARPINE HCL,PILOCARPINE,20.00,20.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000811-001,P000811,S00254,PILOCARPINE HCL,PILOCARPINE HCL,,PILOCARPINE HCL,PILOCARPINE HCL,PILOCARPINE,10.00,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000821-001,P000821,S00345,TROPICAMIDE,TROPICAMIDE,,TROPICAMIDE,TROPICAMIDE,TROPICAMIDE,,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000822-001,P000822,S00345,TROPICAMIDE,TROPICAMIDE,,TROPICAMIDE,TROPICAMIDE,TROPICAMIDE,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000823-001,P000823,S00090,DEXAMETHASONE,DEXAMETHASONE,,DEXAMETHASONE,DEXAMETHASONE,DEXAMETHASONE,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000823-002,P000823,S00224,NEOMYCIN (SULFATE),NEOMYCIN (SULFATE),,NEOMYCIN (SULFATE),NEOMYCIN (SULFATE),NEOMYCIN,AS BASE      ,3.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000823-003,P000823,S00260,POLYMYXIN B SULFATE,POLYMYXIN B SULFATE,,POLYMYXIN B SULFATE,POLYMYXIN B SULFATE,POLYMYXIN B SULFATE,,6000.000000,I.U.,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000824-001,P000824,S00260,POLYMYXIN B SULFATE,POLYMYXIN B SULFATE,,POLYMYXIN B SULFATE,POLYMYXIN B SULFATE,POLYMYXIN B SULFATE,16250,16250.000000,I.U.,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000824-002,P000824,S00222,NEOMYCIN (FRADIOMYCIN),NEOMYCIN (FRADIOMYCIN),,NEOMYCIN (FRADIOMYCIN),NEOMYCIN (FRADIOMYCIN),NEOMYCIN,3.5,3.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000825-001,P000825,S00138,FLUOROMETHOLONE,FLUOROMETHOLONE,,FLUOROMETHOLONE,FLUOROMETHOLONE,FLUOROMETHOLONE,1.00,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000825-002,P000825,S00328,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE HCL,,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE,0.25,0.250000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000826-001,P000826,S00006,ALLANTOIN,ALLANTOIN,,ALLANTOIN,ALLANTOIN,ALLANTOIN,0.6,0.600000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
