product_substance_id,product_id,substance_id,raw_name,standardized_name,chinese_name,english_name,salt_ester_hydrate_form,base_substance_group,amount_raw,amount,unit,role,formulation_function,role_assignment_method,source_id,confirmed
PS-P000009-001,P000009,S00081,CORTISONE ACETATE,CORTISONE ACETATE,,CORTISONE ACETATE,CORTISONE ACETATE,CORTISONE ACETATE,25,25.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000010-001,P000010,S00067,CHLORTETRACYCLINE HCL,CHLORTETRACYCLINE HCL,,CHLORTETRACYCLINE HCL,CHLORTETRACYCLINE HCL,CHLORTETRACYCLINE HCL,10,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000024-001,P000024,S00316,SULFAMETHOXAZOLE,SULFAMETHOXAZOLE,,SULFAMETHOXAZOLE,SULFAMETHOXAZOLE,SULFAMETHOXAZOLE,40,40.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000025-001,P000025,S00037,BETAMETHASONE DISODIUM PHOSPHATE,BETAMETHASONE DISODIUM PHOSPHATE,,BETAMETHASONE DISODIUM PHOSPHATE,BETAMETHASONE DISODIUM PHOSPHATE,BETAMETHASONE,1,1.000000,MG,buffer,緩衝劑,rule_based,SRC002,false
PS-P000026-001,P000026,S00247,PHENYLEPHRINE HCL,PHENYLEPHRINE HCL,,PHENYLEPHRINE HCL,PHENYLEPHRINE HCL,PHENYLEPHRINE HCL,0.25,0.250000,GM,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000026-002,P000026,S00063,CHLOROBUTANOL (TRICHLORISOBUTYLIC ALCOHOL),CHLOROBUTANOL (TRICHLORISOBUTYLIC ALCOHOL),,CHLOROBUTANOL (TRICHLORISOBUTYLIC ALCOHOL),CHLOROBUTANOL (TRICHLORISOBUTYLIC ALCOHOL),CHLOROBUTANOL,0.40,0.400000,GM,preservative,防腐劑／保存劑,rule_based,SRC002,false
PS-P000034-001,P000034,S00097,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,(eq. to Dexamethasone Phosphate....1mg),1.090000,MG,buffer,緩衝劑,rule_based,SRC002,false
PS-P000034-002,P000034,S00225,NEOMYCIN SULFATE,NEOMYCIN SULFATE,,NEOMYCIN SULFATE,NEOMYCIN SULFATE,NEOMYCIN,(eq. to Neomycin Base.....3.5mg),5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000035-001,P000035,S00095,DEXAMETHASONE PHOSPHATE (21-BETA),DEXAMETHASONE PHOSPHATE (21-BETA),,DEXAMETHASONE PHOSPHATE (21-BETA),DEXAMETHASONE PHOSPHATE (21-BETA),DEXAMETHASONE,0.50,0.500000,MG,buffer,緩衝劑,rule_based,SRC002,false
PS-P000035-002,P000035,S00225,NEOMYCIN SULFATE,NEOMYCIN SULFATE,,NEOMYCIN SULFATE,NEOMYCIN SULFATE,NEOMYCIN,5.00,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000035-003,P000035,S00293,SODIUM BISULFITE (EQ TO SODIUM HYDROGEN SULFITE),SODIUM BISULFITE (EQ TO SODIUM HYDROGEN SULFITE),,SODIUM BISULFITE (EQ TO SODIUM HYDROGEN SULFITE),SODIUM BISULFITE (EQ TO SODIUM HYDROGEN SULFITE),SODIUM BISULFITE,3.00,3.000000,MG,antioxidant,抗氧化劑,rule_based,SRC002,false
PS-P000078-001,P000078,S00222,NEOMYCIN (FRADIOMYCIN),NEOMYCIN (FRADIOMYCIN),,NEOMYCIN (FRADIOMYCIN),NEOMYCIN (FRADIOMYCIN),NEOMYCIN,0.018,0.018000,%,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000078-002,P000078,S00347,TYROTHRICIN,TYROTHRICIN,,TYROTHRICIN,TYROTHRICIN,TYROTHRICIN,0.012,0.012000,%,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001302-001,P001302,S00340,TRAVOPROST,TRAVOPROST,,TRAVOPROST,TRAVOPROST,TRAVOPROST,,0.030000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001303-001,P001303,S00227,NEPAFENAC,NEPAFENAC,,NEPAFENAC,NEPAFENAC,NEPAFENAC,,3.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001304-001,P001304,S00188,LATANOPROST,LATANOPROST,,LATANOPROST,LATANOPROST,LATANOPROST,,0.050000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001305-001,P001305,S00232,OLOPATADINE HYDROCHLORIDE,OLOPATADINE HYDROCHLORIDE,,OLOPATADINE HYDROCHLORIDE,OLOPATADINE HYDROCHLORIDE,OLOPATADINE HYDROCHLORIDE,(equivalent to Olopatadine.....5mg) ,5.550000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001306-001,P001306,S00320,TAFLUPROST,TAFLUPROST,,TAFLUPROST,TAFLUPROST,TAFLUPROST,,0.015000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001306-002,P001306,S00334,TIMOLOL MALEATE,TIMOLOL MALEATE,,TIMOLOL MALEATE,TIMOLOL MALEATE,TIMOLOL,(eq to timolol......5.00MG),6.840000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001307-001,P001307,S00329,Tetryzoline Hydrochloride (eq to Tetrahydrozoline Hydrochloride),TETRYZOLINE HYDROCHLORIDE (EQ TO TETRAHYDROZOLINE HYDROCHLORIDE),,TETRYZOLINE HYDROCHLORIDE (EQ TO TETRAHYDROZOLINE HYDROCHLORIDE),TETRYZOLINE HYDROCHLORIDE (EQ TO TETRAHYDROZOLINE HYDROCHLORIDE),TETRAHYDROZOLINE,,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001307-002,P001307,S00226,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,0.050000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001307-003,P001307,S00008,AMINOCAPROIC ACID EPSILON-,AMINOCAPROIC ACID EPSILON-,,AMINOCAPROIC ACID EPSILON-,AMINOCAPROIC ACID EPSILON-,AMINOCAPROIC ACID EPSILON-,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001307-004,P001307,S00066,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE,,0.300000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001307-005,P001307,S00285,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001307-006,P001307,S00267,POTASSIUM L-ASPARTATE ,POTASSIUM L-ASPARTATE,,POTASSIUM L-ASPARTATE,POTASSIUM L-ASPARTATE,POTASSIUM L-ASPARTATE,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001307-007,P001307,S00322,TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),,TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),TAURINE,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001308-001,P001308,S00188,LATANOPROST,LATANOPROST,,LATANOPROST,LATANOPROST,LATANOPROST,,0.050000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001308-002,P001308,S00334,TIMOLOL MALEATE,TIMOLOL MALEATE,,TIMOLOL MALEATE,TIMOLOL MALEATE,TIMOLOL,(Equivalent to Timolol.....5mg),6.830000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001309-001,P001309,S00328,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE HCL,,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE,,0.300000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001309-002,P001309,S00226,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,0.020000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001309-003,P001309,S00109,DIPOTASSIUM GLYCYRRHIZINATE,DIPOTASSIUM GLYCYRRHIZINATE,,DIPOTASSIUM GLYCYRRHIZINATE,DIPOTASSIUM GLYCYRRHIZINATE,DIPOTASSIUM GLYCYRRHIZINATE,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001309-004,P001309,S00066,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE,,0.100000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001309-005,P001309,S00084,CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN (VIT B12),,CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN,,0.200000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001309-006,P001309,S00284,PYRIDOXINE HCL,PYRIDOXINE HCL,,PYRIDOXINE HCL,PYRIDOXINE HCL,PYRIDOXINE HCL,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001309-007,P001309,S00322,TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),,TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),TAURINE,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001309-008,P001309,S00069,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE,,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001310-001,P001310,S00232,OLOPATADINE HYDROCHLORIDE,OLOPATADINE HYDROCHLORIDE,,OLOPATADINE HYDROCHLORIDE,OLOPATADINE HYDROCHLORIDE,OLOPATADINE HYDROCHLORIDE,,7.760000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001311-001,P001311,S00226,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,0.050000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001311-002,P001311,S00084,CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN (VIT B12),,CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN,,0.200000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001311-003,P001311,S00285,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001312-001,P001312,S00069,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE,,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001312-002,P001312,S00266,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,0.300000,MG,tonicity_agent,等張調節劑,rule_based,SRC002,false
PS-P001312-003,P001312,S00048,Calcium chloride hydrate,CALCIUM CHLORIDE HYDRATE,,CALCIUM CHLORIDE HYDRATE,CALCIUM CHLORIDE HYDRATE,CALCIUM CHLORIDE HYDRATE,,0.050000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001312-004,P001312,S00301,SODIUM CHLORIDE,SODIUM CHLORIDE,,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,4.900000,MG,tonicity_agent,等張調節劑,rule_based,SRC002,false
PS-P001312-005,P001312,S00292,SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE),SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE),,SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE),SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE),SODIUM BICARBONATE,,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001312-006,P001312,S00171,HYPROMELLOSE,HYPROMELLOSE,,HYPROMELLOSE,HYPROMELLOSE,HYPROMELLOSE,,0.100000,MG,viscosity_agent,黏度調節劑,rule_based,SRC002,false
PS-P001313-001,P001313,S00328,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE HCL,,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE,,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001313-002,P001313,S00066,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE,,0.300000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001313-003,P001313,S00084,CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN (VIT B12),,CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN,,0.200000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001313-004,P001313,S00322,TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),,TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),TAURINE,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001313-005,P001313,S00069,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE,,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001314-001,P001314,S00054,CARBOXYMETHYLCELLULOSE SODIUM (EQ TO SODIUM CARBOXYMETHYLCELLULOSE),CARBOXYMETHYLCELLULOSE SODIUM (EQ TO SODIUM CARBOXYMETHYLCELLULOSE),,CARBOXYMETHYLCELLULOSE SODIUM (EQ TO SODIUM CARBOXYMETHYLCELLULOSE),CARBOXYMETHYLCELLULOSE SODIUM (EQ TO SODIUM CARBOXYMETHYLCELLULOSE),CARBOXYMETHYLCELLULOSE,,5.000000,MG,viscosity_agent,黏度調節劑,rule_based,SRC002,false
PS-P001314-002,P001314,S00152,GLYCERIN (eq to GLYCEROL),GLYCERIN (EQ TO GLYCEROL),,GLYCERIN (EQ TO GLYCEROL),GLYCERIN (EQ TO GLYCEROL),GLYCERIN,,10.000000,MG,other_excipient,其他賦形劑,rule_based,SRC002,false
PS-P001315-001,P001315,S00045,BRINZOLAMIDE,BRINZOLAMIDE,,BRINZOLAMIDE,BRINZOLAMIDE,BRINZOLAMIDE,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001315-002,P001315,S00044,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE,,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE,BRIMONIDINE,,2.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001316-001,P001316,S00226,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,0.050000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001316-002,P001316,S00284,PYRIDOXINE HCL,PYRIDOXINE HCL,,PYRIDOXINE HCL,PYRIDOXINE HCL,PYRIDOXINE HCL,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001316-003,P001316,S00338,TOCOPHEROL ACETATE ALPHA D-,TOCOPHEROL ACETATE ALPHA D-,,TOCOPHEROL ACETATE ALPHA D-,TOCOPHEROL ACETATE ALPHA D-,TOCOPHEROL ACETATE ALPHA D-,,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001316-004,P001316,S00267,POTASSIUM L-ASPARTATE ,POTASSIUM L-ASPARTATE,,POTASSIUM L-ASPARTATE,POTASSIUM L-ASPARTATE,POTASSIUM L-ASPARTATE,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001316-005,P001316,S00322,TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),,TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),TAURINE (EQ TO AMINOETHYL SULFONIC ACID ),TAURINE,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001336-001,P001336,S00328,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE HCL,,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE,,0.100000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001336-002,P001336,S00069,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE,,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001336-003,P001336,S00226,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,0.050000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001336-004,P001336,S00008,AMINOCAPROIC ACID EPSILON-,AMINOCAPROIC ACID EPSILON-,,AMINOCAPROIC ACID EPSILON-,AMINOCAPROIC ACID EPSILON-,AMINOCAPROIC ACID EPSILON-,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001336-005,P001336,S00066,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE,,0.300000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001336-006,P001336,S00287,RETINOL PALMITATE,RETINOL PALMITATE,,RETINOL PALMITATE,RETINOL PALMITATE,RETINOL PALMITATE,,350.000000,IU,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001336-007,P001336,S00284,PYRIDOXINE HCL,PYRIDOXINE HCL,,PYRIDOXINE HCL,PYRIDOXINE HCL,PYRIDOXINE HCL,,0.300000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001336-008,P001336,S00338,TOCOPHEROL ACETATE ALPHA D-,TOCOPHEROL ACETATE ALPHA D-,,TOCOPHEROL ACETATE ALPHA D-,TOCOPHEROL ACETATE ALPHA D-,TOCOPHEROL ACETATE ALPHA D-,,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001336-009,P001336,S00267,POTASSIUM L-ASPARTATE ,POTASSIUM L-ASPARTATE,,POTASSIUM L-ASPARTATE,POTASSIUM L-ASPARTATE,POTASSIUM L-ASPARTATE,,2.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001336-010,P001336,S00321,TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),,TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),TAURINE,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001337-001,P001337,S00226,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,0.050000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001337-002,P001337,S00008,AMINOCAPROIC ACID EPSILON-,AMINOCAPROIC ACID EPSILON-,,AMINOCAPROIC ACID EPSILON-,AMINOCAPROIC ACID EPSILON-,AMINOCAPROIC ACID EPSILON-,ɛ-Aminocaproic Acid,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001337-003,P001337,S00066,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE,,0.300000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001337-004,P001337,S00284,PYRIDOXINE HCL,PYRIDOXINE HCL,,PYRIDOXINE HCL,PYRIDOXINE HCL,PYRIDOXINE HCL,,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001337-005,P001337,S00240,PANTHENOL,PANTHENOL,,PANTHENOL,PANTHENOL,PANTHENOL,,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001337-006,P001337,S00338,TOCOPHEROL ACETATE ALPHA D-,TOCOPHEROL ACETATE ALPHA D-,,TOCOPHEROL ACETATE ALPHA D-,TOCOPHEROL ACETATE ALPHA D-,TOCOPHEROL ACETATE ALPHA D-,d-α-Tocopherol Acetate,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001337-007,P001337,S00321,TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),,TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),TAURINE,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001338-001,P001338,S00266,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,1.000000,MG,tonicity_agent,等張調節劑,rule_based,SRC002,false
PS-P001338-002,P001338,S00301,SODIUM CHLORIDE,SODIUM CHLORIDE,,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,4.000000,MG,tonicity_agent,等張調節劑,rule_based,SRC002,false
PS-P001339-001,P001339,S00328,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE HCL,,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE,,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001339-002,P001339,S00155,GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE),GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE),,GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE),GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE),GLYCYRRHIZINATE DIPOTASSIUM,,2.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001339-003,P001339,S00066,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE,,0.300000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001339-004,P001339,S00240,PANTHENOL,PANTHENOL,,PANTHENOL,PANTHENOL,PANTHENOL,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001339-005,P001339,S00267,POTASSIUM L-ASPARTATE ,POTASSIUM L-ASPARTATE,,POTASSIUM L-ASPARTATE,POTASSIUM L-ASPARTATE,POTASSIUM L-ASPARTATE,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001340-001,P001340,S00031,BERBERINE SULFATE,BERBERINE SULFATE,,BERBERINE SULFATE,BERBERINE SULFATE,BERBERINE SULFATE,Berberine Sulfate Hydrate,0.100000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
