product_id,license_number,chinese_name,english_name,dosage_form_raw,dosage_form_normalized,route_raw,route_normalized,ophthalmic_inclusion_evidence,legal_category,therapeutic_class,applicant,manufacturer,indication_raw,license_status,license_expiry_date,status_checked_at,default_include_in_search,default_include_in_statistics,preservative_free_status,preservative_free_evidence,source_id,verified_at
P000001,內衛成製字第000946號,安福明眼藥水,"SULPHRINE EYE DROP ""KINGDOM""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,成藥,待分類,景德製藥股份有限公司,景德製藥股份有限公司土城工廠,結膜炎、紅腫、視網膜炎、流淚、眼澀,註銷,1998/05/25,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000002,內衛藥製字第000491號,紅黴素眼藥膏,ILOTYCIN OPHTHALMIC OINTMENT,點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,臺灣禮來股份有限公司,臺灣禮來股份有限公司新竹廠,治眼部之細菌感染症、如瞼腺炎、急性及慢性結合膜、角膜潰瘍、沙眼感染等,註銷,2004/06/30,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000003,內衛藥製字第001635號,舒滴兒眼藥水,SUTEAR EYE LOTION,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須經醫師指示使用,待分類,東和藥品工業有限公司,溫士頓醫藥股份有限公司,結膜炎、角膜炎、淚囊炎、紫外線引起之眼炎、眼充血,屆期未展延,2004/03/01,2026-07-10,false,false,contains_preservative,TFDA 詳細處方成分列有經規則辨識之保存劑；角色仍需仿單人工複核,SRC001,2026-07-10
P000004,內衛藥製字第001722號,夏用目藥,"SUMMER EYE  DROPS ""SUN""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須經醫師指示使用,待分類,大陽製藥股份有限公司,大陽製藥股份有限公司,結膜炎、眼瞼緣炎、虹彩炎、眼角炎,註銷,1985/02/01,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000005,內衛藥製字第001905號,舒麗爽眼藥水,Shiny Eye Drops,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,醫師藥師藥劑生指示藥品,Other ophthalmologicals,麥迪森醫藥股份有限公司,麥迪森醫藥股份有限公司桃園廠,紫外線或其他光線所引起的眼炎、眼病預防、結膜炎、結膜充血、角膜炎、眼瞼緣炎、淚囊炎,有效,2027/01/25,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000006,內衛藥製字第002683號,地靈黴素眼藥膏,TERRAMYCIN OPHTHALMIC OINTMENT,點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,combinations of different antibiotics,輝瑞大藥廠股份有限公司淡水廠,輝瑞大藥廠股份有限公司淡水廠,細菌性眼部感染、砂眼,註銷,1998/04/10,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000007,內衛藥製字第003609號,鉑黴素眼用軟膏,"ACHROMYCIN EYE OINTMENT 1% ""LEDERLE""",點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,tetracycline,臺灣惠氏股份有限公司新竹廠,臺灣惠氏股份有限公司新竹廠,對四環族抗生素敏感菌所引起之眼感染症、砂眼,註銷,2008/05/17,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000008,內衛藥製字第003677號,"""台灣氰胺""立可通新黴素眼用軟膏","LEDERCORT EYE OINTMENT WITH NEOMYCIN ""LEDERLE",眼用軟膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,Corticosteroids and antiinfectives in combination,輝瑞生技股份有限公司,輝瑞生技股份有限公司新竹廠,過敏性角膜炎、結膜炎,註銷,2018/05/27,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000009,內衛藥製字第004067號,刻通眼藥水,COTONG OPTHALMIC SUSPENSION,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,cortisone,國際新藥工業股份有限公司,國際新藥工業股份有限公司,角膜炎、結膜炎、帶狀？疹性眼病、鞏膜炎,註銷,2019/02/01,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000010,內衛藥製字第004102號,金黴素眼用藥膏,AUREOMYCIN OINTMENT,點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,chlortetracycline,臺灣惠氏股份有限公司新竹廠,臺灣惠氏股份有限公司新竹廠,對四環族抗生素敏感細引致之各種眼感染症、砂眼,註銷,2008/06/04,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000011,內衛藥製字第005457號,可通明眼藥水,CORTOMIN OPHTHALMIC SUSPENSION,點眼懸液劑,ophthalmic_suspension,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,紐約化學藥品股份有限公司,人人化學製藥股份有限公司中壢廠,眼部炎症、角膜炎、結膜炎,註銷,1999/12/31,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000012,內衛藥製字第006006號,金牌大學目藥,GOLD DAIGAKU EYE LOTION,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須經醫師指示使用,待分類,大陽製藥股份有限公司,大陽製藥股份有限公司,結膜炎、角膜炎,註銷,1985/07/18,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000013,內衛藥製字第006008號,鹽酸四環素眼藥膏,"TETRACYCLINE HCL OPHTHALMIC OINTMENT ""SWISS""",點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,瑞士藥廠股份有限公司,瑞士藥廠股份有限公司,有感受性之革蘭氏陽性菌、陰性菌、大型濾過性病毒引起之眼部感染症,註銷,1986/07/18,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000014,內衛藥製字第006194號,普樂美丹眼藥膏,FLAVITAN OPHTHALMIC OINTMENT,軟膏劑,ophthalmic_ointment,由官方品名及適應症判定,ophthalmic,product_name_and_indication_explicitly_ophthalmic; TFDA license dataset SRC001,須經醫師指示使用,待分類,臺灣山之內製藥股份有限公司中壢工廠,臺灣山之內製藥股份有限公司中壢工廠,角膜炎、結膜炎、眼瞼緣炎,註銷,1986/07/21,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000015,內衛藥製字第006950號,可體松眼藥水,"CORTISONE ACETATE OPHTHALMIC SUSPENSION ""SHITEH""",點眼懸液劑,ophthalmic_suspension,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,cortisone,西德有機化學藥品股份有限公司,五福化學製藥廠有限公司,非特異性表淺性角膜炎、紅色痤瘡性角膜炎、鞏膜炎及鞏膜角膜炎、由熱力或化學火傷所引起之結膜炎、虹膜炎,註銷,2003/05/25,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000016,內衛藥製字第007347號,凌波眼藥水,LINPO-EYE LOTION,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,醫師藥師藥劑生指示藥品,"naphazoline, combinations",大安化學製藥股份有限公司,應元化學製藥股份有限公司,暫時緩解因輕微眼部&#63999;激所引起之&#63847;適、或眼睛紅、眼睛疲&#63791;,註銷,2014/05/25,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000017,內衛藥製字第007528號,黴露霜眼藥膏,MYROSONE EYE OINTMENT,點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,betamethasone and antiinfectives,五福化學製藥廠有限公司,五福化學製藥廠有限公司,泡性結膜炎、過敏性結膜炎、邊緣角膜炎、眼瞼緣炎、角結膜潰瘍、角膜炎、眼外傷、細菌性眼疾、麥粒腫及各種葡萄膜炎,註銷,1986/08/10,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000018,內衛藥製字第007529號,眼光目藥膏,YEN-KUANG TETRACYDIN OINTMENT (OPHTHALMIC),點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,tetracycline,五福化學製藥廠有限公司,五福化學製藥廠有限公司,砂眼、結膜炎、角膜潰瘍、血管翳、眼外傷、眼瞼緣炎,註銷,1986/08/10,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000019,內衛藥製字第007755號,沙龍眼藥水,SUPER SALOON EYE LOTION,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,"tetryzoline, combinations",五福化學製藥股份有限公司,五福化學製藥股份有限公司,眼晴充血（紅目）、結膜炎、角膜疾患、眼臉炎、淚囊炎,有效,2029/08/13,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000020,內衛藥製字第008611號,康速龍眼藥膏,COMPESOLON-N OPHTHALMIC OINTMENT,點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,端強實業股份有限公司三峽廠,國際新藥工業股份有限公司,眼瞼炎、結合膜炎、虹彩炎,註銷,1992/12/31,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000021,內衛藥製字第008863號,新黴素可通明眼藥水,CORTOMYCIN OPHTHALMIO SUSPENSION,點眼懸液劑,ophthalmic_suspension,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,紐約化學藥品股份有限公司,人人化學製藥股份有限公司中壢廠,結膜炎、角膜炎、過敏性眼炎、瞼緣炎,註銷,1999/12/31,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000022,內衛藥製字第009649號,"""人人""桿菌素眼軟膏","BACITRACIN OPHTHALMIC OINTMENT ""GCPC""",點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,Antibiotics,人人化學製藥股份有限公司,人人化學製藥股份有限公司,急、慢性結合膜炎、眼晴或眼瞼輕度刺痛,有效,2029/12/31,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000023,內衛藥製字第010191號,目藥水”金馬”　　　　　　　　　　　　　　　　　　　　　　　 G,LDEN HORSE EYE DROPS,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,人生製藥股份有限公司,人生製藥股份有限公司,急慢性結膜炎、眼瞼緣炎、麥粒腫、急性淚腺炎,註銷,1990/05/25,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000024,內衛藥製字第010572號,止膿敏點眼液,SINOMIN OPHTHALMIC SOLUTION,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,臺灣鹽野義製藥股份有限公司,臺灣鹽野義製藥股份有限公司六堵工廠,結膜炎、砂眼、流行性角結膜炎、眼瞼炎、眼瞼緣炎、麥粒腫、淚囊炎、虹彩炎。,屆期未展延,2008/09/30,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000025,內衛藥製字第010573號,眼科用臨得隆液,EYE RINDERON SOLUTION,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,betamethasone,臺灣鹽野義製藥股份有限公司,臺灣鹽野義製藥股份有限公司六堵工廠,眼瞼炎、結膜炎、角膜炎、鞏膜炎、虹彩炎等之炎症性眼科疾患。,註銷,2008/09/30,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000026,內衛藥製字第010694號,"""人人""眼用滴劑",GENUINE EYE DROP,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,"phenylephrine, combinations",人人化學製藥股份有限公司,臺灣派頓化學製藥股份有限公司,結膜充血、角膜炎、角膜充血,有效,2029/12/31,2026-07-10,true,true,contains_preservative,TFDA 詳細處方成分列有經規則辨識之保存劑；角色仍需仿單人工複核,SRC001,2026-07-10
P000027,內衛藥製字第011128號,"""人人""鹽酸四環素眼藥膏","TETRACYCLIN HYDROCHLORIDE OPHTHALMIC OINTMENT ""GCPC""",點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,tetracycline,人人化學製藥股份有限公司,溫士頓醫藥股份有限公司,眼部細菌傳染性炎症,註銷,2014/12/31,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000028,內衛藥製字第011133號,紐安必新眼軟膏,NEOBACIN OPHTHALMIC OINTMENT,點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,combinations of different antibiotics,人人化學製藥股份有限公司,中國生化科技股份有限公司 | 人人化學製藥股份有限公司中壢廠,急慢性結膜球、角膜潰瘍、瞼緣炎和淚囊炎,有效,2029/12/31,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000029,內衛藥製字第011135號,鹽酸氧四環素眼藥膏,OXYTETRACYCLINE POLYMYXIN B OPHTHALMIC OINTME,點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,紐約化學藥品股份有限公司,紐約化學製藥股份有限公司,主治各種眼部細菌傳染性炎症,註銷,1986/10/05,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000030,內衛藥製字第011378號,鹽酸氯四環素眼藥膏,"CHLORTETRACYCLINE HCL OPHTHALMIC OINTMENT ""N.",點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,紐約化學藥品股份有限公司,紐約化學製藥股份有限公司,眼部細菌感染性疾患,註銷,1986/10/09,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000031,內衛藥製字第011596號,氯四環素眼藥膏,"CHLORTETRACYCLINE PHTHALMIC OINTMENT ""SINTONG",點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,信東化學工業股份有限公司,信東化學工業股份有限公司,眼部濾過性病毒感染、眼部細菌性感染症,註銷,1986/10/09,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000032,內衛藥製字第011868號,鹽酸四環素眼藥膏,"TETRACYCLINE HCL OPHTHALMIC OINTMENT ""SHITEH""",軟膏劑,ophthalmic_ointment,由官方品名及適應症判定,ophthalmic,product_name_and_indication_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,西德有機化學藥品股份有限公司,西德有機化學藥品股份有限公司,砂眼、流行性角膜炎、結膜炎、淋疾性結膜炎、細菌性結膜炎、角膜潰瘍、麥粒腫、眼瞼緣炎、眼瞼膿瘍、淚囊炎、淚腺炎、角膜單性？疹,註銷,1994/05/25,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000033,內衛藥製字第012072號,瑩光眼藥水,SHINE EYE DROPS,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,醫師藥師藥劑生指示藥品,Other antiallergics,麥迪森醫藥股份有限公司,麥迪森醫藥股份有限公司桃園廠,暫時緩解因輕微眼部刺激所引起之不適、眼睛癢、眼睛疲勞,有效,2027/01/25,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000034,內衛藥製字第012342號,利視明眼藥水,LIXAMIN EYE DROPS ,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,dexamethasone and antiinfectives,麥迪森醫藥股份有限公司,麥迪森醫藥股份有限公司桃園廠,角膜炎、流行性結膜炎、淚囊炎、紫外線引起之眼炎、急慢性結膜炎、化膿性結膜炎。,有效,2027/01/25,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000035,內衛藥製字第012369號,信美爽眼藥膏,SINMESONE OPHTHALMIC OINTMENT,點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,信東化學工業股份有限公司,信東化學工業股份有限公司,眼瞼敏感症、敏感性瞼緣炎、非特異性表層角膜炎、深部角膜炎、帶炎？疹眼炎、水泡性角膜結膜炎、鞏膜角膜炎、紅彩睫狀體炎,註銷,1986/10/17,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000036,內衛藥製字第012954號,氯黴素眼藥膏,"CHLORAMPHENICOL OPHTHALMIC OINTMENT ""N.Y.""",點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,紐約化學藥品股份有限公司,紐約化學製藥股份有限公司,眼部細菌性疾患、急性結合膜炎、加答兒性結合膜炎、瞼緣結合膜炎、角膜潰瘍、繼發性淚溢症、角膜炎、急慢性沙眼、視網膜炎、淋菌性結合膜炎、眼部手術前之預防治療,註銷,1986/10/21,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000037,內衛藥製字第015139號,紅寧素眼藥膏１０公絲,"ERYSON OPHTHALMIC OINTMENT ""PRINCE""",點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,王子製藥股份有限公司,王子製藥股份有限公司,沙眼、副沙眼、包涵性之結膜炎、濾泡性之結膜炎、角膜結膜炎、角膜單純？疹、角膜炎、眼瞼炎、骨眶蜂窩織炎、眼球筋膜炎、新生嬰兒由母體帶來之眼科感染症之預防,註銷,1986/11/17,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000038,內衛藥製字第015164號,明朗目藥水,CLEAR EYE DROPS,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,厚生製藥廠股份有限公司,人生製藥股份有限公司,急慢性結膜炎、眼瞼緣炎、麥粒腫、急性淚腺炎、眼球炎,註銷,1990/05/25,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000039,內衛藥製字第015192號,明晶可寧點眼劑,MINCHINCOLIN EYE LOTION,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,醫師藥師藥劑生指示藥品,Sulfonamides,中美兄弟製藥股份有限公司,應元化學製藥股份有限公司,急慢性結膜炎、眼瞼緣炎、麥粒腫、急性淚腺炎、角膜潰瘍,有效,2029/05/25,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000040,內衛藥製字第016284號,紅絲菌素月桂硫酸丙醯眼藥膏,"ERYTHROMYCIN ESTOLATE OPHTHALMIC OINTMENT ""SW",點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,瑞士藥廠股份有限公司,瑞士藥廠股份有限公司,有感受性細菌引起之眼部感染症,註銷,1986/02/15,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000041,內衛藥製字第016430號,"""健喬""鹽酸四環素眼藥膏１％","TETRACYCLINE HCL OPHTHALMIC OINTMENT 1% ""SYNMOSA""",點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,tetracycline,健喬信元醫藥生技股份有限公司,景德製藥股份有限公司桃園廠,革蘭氏陽性、陰性細菌引起之眼部感染、如急、慢性結膜炎、瞼緣結？膜炎、急性角膜潰瘍、砂眼手術後感染之預防,有效,2028/05/25,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000042,內衛藥製字第016654號,"""應元""明美眼藥水","MING MEI EYE DROPS ""Y.Y.""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,dexamethasone and antiinfectives,應元化學製藥股份有限公司,應元化學製藥股份有限公司,角膜炎、流行性結膜炎、淚囊炎、紫外線引起之眼炎、急慢性結膜炎、化膿性結膜炎,有效,2029/05/25,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000043,內衛藥製字第016781號,寧可治眼用藥膏,NEO-CORTI OPHTHALMIC OINTMENT,軟膏劑,ophthalmic_ointment,由官方品名及適應症判定,ophthalmic,product_name_and_indication_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,hydrocortisone,中國新藥生化股份有限公司,西德有機化學藥品股份有限公司,眼科炎症,註銷,1994/05/09,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000044,內衛藥製字第016839號,新一點靈Ａ眼藥水,NEW 1-TEN-RIN-A EYE DROPS,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,醫師藥師藥劑生指示藥品,Other antiallergics,新一點靈企業股份有限公司,溫士頓醫藥股份有限公司,暫時緩解因輕微眼部刺激所引起之不適、眼睛癢、眼睛疲勞。,註銷,2022/03/01,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000045,內衛藥製字第016847號,新一點靈目藥水,NEW 1-TEN-RIN EYE DROPS,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,醫師藥師藥劑生指示藥品,Sulfonamides,新一點靈企業股份有限公司,溫士頓醫藥股份有限公司,沙眼、結膜炎、乾燥性結膜炎、結膜充血、網膜疾患、淚囊炎、眼瞼緣炎,註銷,2022/03/01,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000046,內衛藥製字第016863號,新一點靈Ｂ１２眼藥水,NEW 1-TEN-RIN B12,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,醫師藥師藥劑生指示藥品,Other ophthalmologicals,新一點靈企業股份有限公司,溫士頓醫藥股份有限公司,結膜炎、結膜充血、角膜炎、眼瞼緣炎、淚囊炎、麥粒腫,有效,2027/03/01,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000047,內衛藥輸字第000579號,特力黴素眼藥膏,TETRAFAR EYE OINTMENT,點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須經醫師指示使用,待分類,禾利行股份有限公司,TRIFAR CHLASSO,結膜炎、眼臉緣炎、角膜炎、淚囊炎、角膜潰瘍等眼部感染症,註銷,1984/05/15,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000048,內衛藥輸字第000900號,氧黴素眼用油膏,OXYTETRA EYE OINTMENT,點眼膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,南洋產業股份有限公司,DR. FRITZ BODE GMBH,急性或亞急性化膿性結膜炎,註銷,1985/03/15,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
