product_id,license_number,chinese_name,english_name,dosage_form_raw,dosage_form_normalized,route_raw,route_normalized,ophthalmic_inclusion_evidence,legal_category,therapeutic_class,applicant,manufacturer,indication_raw,license_status,license_expiry_date,status_checked_at,default_include_in_search,default_include_in_statistics,preservative_free_status,preservative_free_evidence,source_id,verified_at
P000250,衛署藥製字第029343號,"""台灣塩野義""硫酸甲酯新斯狄明點眼液０．０１％",NEOSTIGMINE METHYLSULFATE OPHTHALMIC SOLUTION (O.N.S.D.) 0.01%,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,neostigmine,久裕企業股份有限公司,杏輝藥品工業股份有限公司,眼球肌肉症狀之改善,有效,2028/12/31,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000251,衛署藥製字第029344號,毛果芸香/點眼液１％,PILOCARPINE HCL OPHTHALMIC SOLUTION (O.P.D.) 1%,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,pilocarpine,臺灣鹽野義製藥股份有限公司,臺灣鹽野義製藥股份有限公司六堵工廠,縮瞳、降低眼壓,註銷,2008/12/31,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000252,衛署藥製字第029710號,立可通新黴素眼用滴劑０．１％,LEDERCORT-NEOMYCIN EYE DROPS 0.1%,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,臺灣氰胺股份有限公司新竹新廠,臺灣氰胺股份有限公司新竹廠,過敏性、充血性之眼疾患,註銷,1999/05/26,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000253,衛署藥製字第029716號,愛目眼藥水,EYE MO EYE DROPS,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須經醫師指示使用,待分類,施德齡股份有限公司,施德齡股份有限公司,消除紅眼、刺痛、眼睛輕微發炎,註銷,1994/05/28,2026-07-10,false,false,contains_preservative,TFDA 詳細處方成分列有經規則辨識之保存劑；角色仍需仿單人工複核,SRC001,2026-07-10
P000254,衛署藥製字第029760號,"""溫士頓""佳必得點眼液","GARABETA EYE DROPS ""WINSTON""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,betamethasone and antiinfectives,溫士頓醫藥股份有限公司,溫士頓醫藥股份有限公司,結合膜炎、角膜炎、眼瞼炎、結合性角膜炎、鞏膜表面炎、淚囊炎、瞼腺炎、角膜潰瘍,有效,2029/06/05,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000255,衛署藥製字第030857號,非尼乙非林點眼液５％（鹽酸去甲羥麻黃鹼）,"""WU FU"" PHENYLEPHRINE HYDROCHLORIDE OPHTHALMIC SOLUTION 5%",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,phenylephrine,五福化學製藥股份有限公司,五福化學製藥股份有限公司,眼科手術或檢查前去充血及散腫,有效,2028/04/29,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000256,衛署藥製字第030859號,非尼乙非林點眼液１０％（鹽酸去甲　麻黃　）,"PHENYLEPRINE HYDROCHLORIDE OPHTHALMIC SOLUTION 10% ""WU FU""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,phenylephrine,五福化學製藥股份有限公司,五福化學製藥股份有限公司,眼科手術或檢查前去充血及散腫,有效,2028/04/29,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000257,衛署藥製字第030904號,"""聯邦"" 愛麗眼藥水","AI DE EYE DROPS ""UNION""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須經醫師指示使用,Other antiallergics,聯邦化學製藥股份有限公司,聯邦化學製藥股份有限公司,眼睛疲勞、結膜炎、角膜炎、眼瞼緣炎、淚囊炎、麥粒腫、紫外線或其他光線引起之眼炎,註銷,2014/05/25,2026-07-10,false,false,contains_preservative,TFDA 詳細處方成分列有經規則辨識之保存劑；角色仍需仿單人工複核,SRC001,2026-07-10
P000258,衛署藥製字第030950號,吉得明點眼液,GETAMIN EYE DROP SOLUTION,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,betamethasone and antiinfectives,西德有機化學藥品股份有限公司,五福化學製藥廠有限公司,適用於結合膜炎、角膜炎、眼瞼炎、結合性角膜炎、鞏膜表面炎、淚囊炎、瞼腺炎、角膜潰瘍,註銷,2018/06/16,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000259,衛署藥製字第030951號,帝眸樂點眼液０．５％（第莫洛）,"DEMORLO EYE DROP 0.5% (TIMOLOL) ""SHITEN""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,timolol,西德有機化學藥品股份有限公司,五福化學製藥廠有限公司,青光眼,註銷,2003/06/16,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000260,衛署藥製字第030952號,帝眸樂點眼液０．２５％（第莫洛）,"DEMOROL EYE DROP 0.25% (TIMOLMO)""SHITEH""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,timolol,西德有機化學藥品股份有限公司,五福化學製藥廠有限公司,青光眼,註銷,2003/06/16,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000261,衛署藥製字第030961號,喜芬妥點眼液１％（塞可本妥烈）,"CYPENTOL EYE DROP 1% (CYCLOPENTOLATE) ""SHITEH""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,限由醫師使用,cyclopentolate,西德有機化學藥品股份有限公司,五福化學製藥廠有限公司,放大瞳孔、睫狀肌麻痺,註銷,2003/06/22,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000262,衛署藥製字第030962號,喜芬妥點眼液２％（塞可本妥烈）,"CYPENTOL EYE DROP 2% (CYCLOPENTOLATE) ""SHITEH""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,限由醫師使用,cyclopentolate,西德有機化學藥品股份有限公司,五福化學製藥廠有限公司,放大瞳孔、睫狀肌麻,註銷,2003/06/22,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000263,衛署藥製字第030968號,佳爽眼藥水,JOYSUN EYE DROPS,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,永信藥品工業股份有限公司,永信藥品工業股份有限公司台中幼獅廠,結合膜炎、角膜炎、眼臉炎、鞏膜表面炎、淚囊炎、臉腺炎、角膜潰瘍,註銷,1998/06/24,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000264,衛署藥製字第031008號,視可定眼用懸浮液,"ZENICORTINE OPHTHALMIC SUSPENSION ""WINSTON""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,hydrocortisone and antiinfectives,溫士頓醫藥股份有限公司,溫士頓醫藥股份有限公司,眼部感染及發炎症狀、特別是微生物引起的結合膜炎、過敏性結膜炎感染、角膜結合膜炎、葡萄膜炎、鞏膜炎和上鞏膜炎、眼瞼炎,有效,2028/08/01,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000265,衛署藥製字第031025號,明康眼藥水（賜法每卓唑）,MIN KON EYE SOLUTION (SULFAMETHOXAZOLE),點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,Sulfonamides,臺灣派頓化學製藥股份有限公司,臺灣派頓化學製藥股份有限公司,結膜炎、流行性角膜炎、眼瞼炎、眼瞼緣炎、砂眼、淚腺炎,有效,2028/08/20,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000266,衛署藥製字第031198號,仁黴素點眼液３公絲（力價）/公撮（待匹克信）,"DIBEKACIN OPHTHALEIC SOLUTION 3MG (POTENCY)/ML ""MEIJI""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,Antibiotics,明治製？製藥股份有限公司,明治製菓製藥股份有限公司中壢工廠,由於ＤＩＢＥＫＡＣＩＮ感受性菌引起之下列感染症：眼瞼炎、麥粒腫、瞼板腺炎、淚囊炎、結膜炎、角膜炎,註銷,2004/01/30,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000267,衛署藥製字第031258號,"""聯邦""全特爽點眼液","GENTASONE EYE DROPS ""UNION""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,betamethasone and antiinfectives,聯邦化學製藥股份有限公司,聯邦化學製藥股份有限公司,結合膜炎、角膜炎、結合性角膜炎、瞼炎、鞏膜表面炎、淚囊炎、瞼腺炎、角膜潰瘍,註銷,2019/02/15,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000268,衛署藥製字第031840號,"""聯邦""福榮眼藥水1毫克/毫升(膚樂每爽)","FLULON EYE DROPS 1MG/ML (FLUOROMETOLONE) ""UNION""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,fluorometholone,聯邦化學製藥股份有限公司,聯邦化學製藥股份有限公司,外眼部和前眼部的炎症性疾患（眼瞼炎、結膜炎、角膜炎、虹彩炎、虹彩毛樣體炎、強膜炎、上強膜炎）,註銷,2019/10/03,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000269,衛署藥製字第032050號,硫酸阿托品點眼液１％,"ATROPINE SULPHATE OPHTHALMIC SOLUTION 1% ""WU FU""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,限由醫師使用,atropine,五福化學製藥股份有限公司,五福化學製藥股份有限公司,散瞳、睫狀肌麻痺,有效,2030/01/05,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000270,衛署藥製字第032058號,"""五福""硫酸阿托品點眼液0.5%","ATROPINE SULPHATE OPHTHALMIC SOLUTION 0.5% ""WU FU""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,限由醫師使用,atropine,五福化學製藥股份有限公司,五福化學製藥股份有限公司,散瞳、睫狀肌麻痺,有效,2030/01/09,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000271,衛署藥製字第032071號,五福阿托品點眼液２％,"ATROPINE SULPHATE OPHTHALMIC SOLUTION 2% ""WU-FU""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,限由醫師使用,atropine,五福化學製藥股份有限公司,五福化學製藥股份有限公司,散瞳、睫狀肌麻痺,有效,2030/01/15,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000272,衛署藥製字第032135號,"""五福"" 滴目露眼藥水０．５％（第莫洛）","TIMOLOL OPHTHALMIC SOLUTION 0.5% ""WU-FU""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,timolol,五福化學製藥股份有限公司,五福化學製藥股份有限公司,青光眼、降低眼壓,有效,2030/02/02,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000273,衛署藥製字第032136號,滴目露眼藥水０．２５％（第莫洛）,"TIMOLOL OPHTHALMIC SOLUTION 0.25% ""WU-FU""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,timolol,五福化學製藥股份有限公司,五福化學製藥股份有限公司,青光眼、降低眼壓,有效,2030/02/02,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000274,衛署藥製字第032282號,"""健喬"" 氯絲菌素眼藥水０．２５％","CHLORAMPHENICOL OPHTHALMIC SOLUTION 0.25% ""SYNMOSA""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,chloramphenicol,健喬信元醫藥生技股份有限公司,杏輝藥品工業股份有限公司,沙眼、葡萄球菌、鏈球菌、肺炎雙球菌、大腸桿菌等所引起之疾患,有效,2030/03/10,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000275,衛署藥製字第032283號,"""健喬"" 芸香眼藥水２％（毛果芸香生僉）","PILOCARPINE OPHTHALMIC SOLUTION 2% ""SYNMOSA""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,pilocarpine,健喬信元醫藥生技股份有限公司,景德製藥股份有限公司桃園廠,降低眼壓,有效,2030/03/10,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000276,衛署藥製字第032284號,"""健喬"" 芸香眼藥水１％（毛果芸香生僉）","PILOCARPINE OPHTHALMIC SOLUTION 1% ""Synmosa""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,pilocarpine,健喬信元醫藥生技股份有限公司,景德製藥股份有限公司桃園廠,降低眼壓,有效,2030/03/10,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000277,衛署藥製字第032497號,必朗點眼液,"BETALONE EYE DROPS ""SINPHAR""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,待分類,杏輝藥品工業股份有限公司,杏輝藥品工業股份有限公司,結合膜炎、角膜炎、瞼炎、結合性角膜炎、鞏膜表面炎、淚囊炎、瞼腺炎、角膜潰瘍,註銷,1995/04/27,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000278,衛署藥製字第032514號,特倍眼舒眼藥水,TOBEYESON OPHTHALMIC SOLUTION,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,betamethasone and antiinfectives,中美兄弟製藥股份有限公司,五福化學製藥股份有限公司,眼瞼炎、結膜炎、眼瞼結膜炎、角膜炎、角膜潰瘍、角膜實質炎、鞏膜炎、虹彩炎、虹彩毛樣體炎,有效,2030/05/01,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000279,衛署藥製字第032714號,達靈眼藥水,DAR-LING EYE DROPS,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,醫師藥師藥劑生指示藥品,Other antiallergics,曼哈頓企業有限公司,臺灣派頓化學製藥股份有限公司,眼睛癢、眼睛疲勞、暫時緩解因輕微眼部刺激所引起之不適。,有效,2028/05/16,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000280,衛署藥製字第033075號,利明健眼藥水０．２５％（第莫洛）,HIMITAN OPHTHALMIC SOLUTION 0.25%(TIMOLOL),點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,timolol,中美兄弟製藥股份有限公司,應元化學製藥股份有限公司,青光眼,有效,2030/10/02,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000281,衛署藥製字第033301號,"""西德有機"" 愛視力點眼液","EYESLLY EYE DROP ""SHITEH""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,醫師藥師藥劑生指示藥品,Other antiallergics,西德有機化學藥品股份有限公司,景德製藥股份有限公司桃園廠,暫時緩解因輕微眼部刺激所引起之不適、眼睛疲勞、眼睛癢。,有效,2030/12/03,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000282,衛署藥製字第033673號,迪多眼藥水,"DI-DOLPHIN EYE LOTION ""C.M.""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,醫師藥師藥劑生指示藥品,Other antiallergics,中美兄弟製藥股份有限公司,應元化學製藥股份有限公司,暫時緩解因輕微眼部刺激所引起之不適，眼睛癢、眼睛疲勞。,有效,2031/02/12,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000283,衛署藥製字第033738號,迪威樂（艾賽可威）眼藥膏３％,DEVIRO OPHTHALMIC OINTMENT 3% (ACYCLOVIR) ,眼用軟膏劑,ophthalmic_ointment,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,aciclovir,健喬信元醫藥生技股份有限公司,景德製藥股份有限公司桃園廠,單純皰疹性角膜炎,有效,2031/03/04,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000284,衛署藥製字第033968號,"""瑞安"" 麗明眼藥水３公絲/公撮（泰百黴素）","CLEO EYE DROP 3MG/ML (TOBRAMYCIN) ""PURZER""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,tobramycin,瑞安大藥廠股份有限公司,景德製藥股份有限公司桃園廠,眼睛感染及眼附屬器官的感染，對於一般抗生素具抗性的細菌感染症。,有效,2031/05/09,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000285,衛署藥製字第034005號,愛滴爽眼藥水,OPTISONE EYE DROP,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,betamethasone and antiinfectives,瑞安大藥廠股份有限公司,瑞安大藥廠股份有限公司觀音廠,結合膜炎、角膜炎、瞼炎、結合性角膜炎、鞏膜表面炎、淚囊炎、瞼腺炎、角膜潰瘍。,註銷,2016/05/15,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000286,衛署藥製字第034011號,"""杏輝""怡視點眼液","LENSPURE EYE DROPS ""SINPHAR""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,betamethasone and antiinfectives,杏輝藥品工業股份有限公司,杏輝藥品工業股份有限公司,結合膜炎、角膜炎、瞼炎、結合性角膜炎、鞏膜表面炎、淚囊炎、瞼腺炎、角膜潰瘍,有效,2030/04/27,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000287,衛署藥製字第034070號,"""五福"" 見達眼藥水（紫菌素）３毫克/毫升","GENTAMYCIN OPHTHALMIC SOLUTION 3MG/ML ""WU-FU""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,gentamicin,五福化學製藥股份有限公司,五福化學製藥股份有限公司,結合膜炎、眼臉炎、角膜炎、結合性角膜炎、鞏膜表面炎、淚囊炎、角膜潰瘍、臉腺炎。,有效,2031/06/12,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000288,衛署藥製字第034071號,"""五福"" 特視眼藥水（泰百黴素）３毫克/毫升","TOBRAMYCIN OPHTHALMIC SOLUTION 3MG/ML ""WU-FU""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,tobramycin,五福化學製藥股份有限公司,五福化學製藥股份有限公司,眼睛感染及眼附屬器官的感染、對於一般抗生素有抗性的細菌感染。,有效,2031/06/12,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000289,衛署藥製字第034503號,五福滴視點眼液,"ARTIFICIAL TEAR ""WU-FU""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,醫師藥師藥劑生指示藥品,artificial tears and other indifferent preparations,五福化學製藥股份有限公司,五福化學製藥股份有限公司,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。,有效,2026/11/05,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000290,衛署藥製字第034578號,浩視美視液,"OXLEX LENS FRESH SOLUTION ""WU FU""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須經醫師指示使用,待分類,五福化學製藥廠有限公司,五福化學製藥廠有限公司,人工淚液。,註銷,1996/11/15,2026-07-10,false,false,contains_preservative,TFDA 詳細處方成分列有經規則辨識之保存劑；角色仍需仿單人工複核,SRC001,2026-07-10
P000291,衛署藥製字第034643號,"""派頓""健得隆眼藥水","GENDERON OPHTHALMIC SOLUTION ""PATRON""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,betamethasone and antiinfectives,臺灣派頓化學製藥股份有限公司,臺灣派頓化學製藥股份有限公司,適用於結合膜炎、角膜炎、眼瞼炎、結合性角膜炎、鞏膜表面炎、　　　　　淚囊炎、瞼腺炎、角膜潰瘍。,有效,2026/12/11,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000292,衛署藥製字第034957號,福視容0.1%點眼液,FULONE 0.1% EYE DROPS (FLUOROMETHOLONE),點眼懸液劑,ophthalmic_suspension,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,fluorometholone,麥迪森醫藥股份有限公司,麥迪森醫藥股份有限公司桃園廠,外眼部及前眼部之炎症性疾患。,有效,2027/02/24,2026-07-10,true,true,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000293,衛署藥製字第035057號,貝達杏眼藥水3毫克/公撮,BETTERCIN EYE DROPS 3MG/ML,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,gentamicin,美西製藥有限公司,臺灣派頓化學製藥股份有限公司,結膜炎、角膜炎、眼瞼緣炎、虹彩毛樣體炎、麥粒腫、淚囊炎。,註銷,2022/03/27,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000294,衛署藥製字第035071號,貝達松眼藥水,BETTERSONE EYE DROPS,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,betamethasone and antiinfectives,美西製藥有限公司,臺灣派頓化學製藥股份有限公司,結合膜炎、角膜炎、眼瞼炎、結合性角膜炎、鞏膜表面炎、淚囊炎、瞼腺炎、角膜潰瘍。,註銷,2022/04/02,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000295,衛署藥製字第035419號,"""大豐""滋潤眼藥水","WET EYE DROPS ""T.F.""",點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,醫師藥師藥劑生指示藥品,"naphazoline, combinations",大豐製藥股份有限公司,大豐製藥股份有限公司,暫時緩解因輕微眼部刺激所引起之不適、或眼睛紅、眼睛疲勞,註銷,2017/06/29,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
P000296,衛署藥製字第035437號,麗舒目眼藥水,NEODEX EYE SOLUTION,點眼液劑,ophthalmic_solution,由官方劑型判定,ophthalmic,dosage_form_explicitly_ophthalmic; TFDA license dataset SRC001,須由醫師處方使用,dexamethasone and antiinfectives,瑞安大藥廠股份有限公司,瑞安大藥廠股份有限公司觀音廠,結膜炎、角膜炎、眼瞼緣炎、淚囊炎。,註銷,2017/07/01,2026-07-10,false,false,unknown,官方開放欄位未明確證實無保存劑；未列出保存劑不得推定為無保存劑,SRC001,2026-07-10
