material_a,material_b,product_count,percent_of_577
三七,川椒,2,0.347
三七,川烏,2,0.347
三七,牡丹皮,2,0.347
三七,獨活,2,0.347
三七,玄參,2,0.347
三七,生地黃,2,0.347
三七,羌活,2,0.347
三七,艾草,2,0.347
三七,草烏,2,0.347
三七,金不換,2,0.347
三七,鐵線透骨草,2,0.347
三七,防風,2,0.347
乳香,乾薑,2,0.347
乳香,兒茶,2,0.347
乳香,土鱉蟲,2,0.347
乳香,大風子,2,0.347
乳香,桂枝,2,0.347
乳香,炮附子,2,0.347
乳香,田七(川七),2,0.347
乳香,白殭蠶,2,0.347
乳香,白膠香(明者),2,0.347
乳香,藥用炭,2,0.347
乳香,豬牙皂角(去皮弦),2,0.347
乳香,黃丹,2,0.347
乾薑,沒藥,2,0.347
乾薑,白芷,2,0.347
乾薑,肉桂,2,0.347
五加皮,炮附子,2,0.347
人工麝香,兒茶,2,0.347
人工麝香,土鱉蟲,2,0.347
何首烏,大風子,2,0.347
何首烏,白殭蠶,2,0.347
何首烏,花椒,2,0.347
兒茶,沒藥,2,0.347
冬青油,草烏,2,0.347
升麻,鶴虱,2,0.347
半夏,大風子,2,0.347
半夏,天南星,2,0.347
半夏,炮附子,2,0.347
半夏,白殭蠶,2,0.347
半夏,花椒,2,0.347
厚朴,大黃,2,0.347
厚朴,天南星,2,0.347
厚朴,甘草,2,0.347
厚朴,蒼朮,2,0.347
厚朴,薑黃,2,0.347
厚朴,豬牙皂,2,0.347
厚朴,陳皮,2,0.347
吳茱萸,當歸,2,0.347
土木鼈,白及,2,0.347
土鱉蟲,沒藥,2,0.347
大楓子,花椒,2,0.347
大楓子,蟬退,2,0.347
大風子,大黃,2,0.347
大風子,川椒,2,0.347
大風子,川烏,2,0.347
大風子,木鼈子,2,0.347
大風子,沒藥,2,0.347
大風子,甘草,2,0.347
大風子,當歸,2,0.347
大風子,白芷,2,0.347
大風子,秦艽,2,0.347
大風子,紅花,2,0.347
大風子,細辛,2,0.347
大風子,羌活,2,0.347
大風子,草烏,2,0.347
大風子,荊芥,2,0.347
大風子,蒼朮,2,0.347
大風子,蛇床子,2,0.347
大風子,蟬退,2,0.347
大風子,赤芍,2,0.347
大風子,連翹,2,0.347
大風子,金銀花,2,0.347
大風子,防風,2,0.347
大風子,骨碎補,2,0.347
大風子,黃柏,2,0.347
大風子,黃芩,2,0.347
大黃,木瓜,2,0.347
大黃,木虌子,2,0.347
大黃,桂枝,2,0.347
大黃,梅片,2,0.347
大黃,活性炭,2,0.347
大黃,花椒,2,0.347
大黃,薑黃,2,0.347
大黃,附子,2,0.347
天南星,川椒,2,0.347
天南星,木鼈子,2,0.347
天南星,當歸,2,0.347
天南星,白殭蠶,2,0.347
天南星,細辛,2,0.347
天南星,羌活,2,0.347
天南星,薑黃,2,0.347
天南星,防風,2,0.347
天南星,陳皮,2,0.347
天南星,黃柏,2,0.347
威靈仙,山梨醇,2,0.347
威靈仙,檸檬酸,2,0.347
威靈仙,田七(川七),2,0.347
威靈仙,白陶土,2,0.347
威靈仙,羧甲基纖維素-1380,2,0.347
威靈仙,羧甲基纖維素-2200,2,0.347
山梔子,麝香酮,2,0.347
山梨醇,川七,2,0.347
山梨醇,木鼈子,2,0.347
山梨醇,杏仁,2,0.347
山梨醇,柳枝,2,0.347
山梨醇,玄參,2,0.347
山梨醇,當歸,2,0.347
山梨醇,白芷,2,0.347
山梨醇,草烏,2,0.347
山梨醇,蓖麻子,2,0.347
山梨醇,豬牙皂角,2,0.347
川七,檸檬酸,2,0.347
川七,白陶土,2,0.347
川七,羧甲基纖維素-1380,2,0.347
川七,羧甲基纖維素-2200,2,0.347
川七,黃臘,2,0.347
川椒,白殭蠶,2,0.347
川椒,鶴虱,2,0.347
川烏,桂枝,2,0.347
川烏,白殭蠶,2,0.347
川烏,花椒,2,0.347
川烏,黃丹,2,0.347
川芎,活性炭,2,0.347
川芎,炮附子,2,0.347
川芎,薄荷,2,0.347
川芎,豬牙皂,2,0.347
木瓜,當歸,2,0.347
木瓜,白芷,2,0.347
木瓜,肉桂,2,0.347
木瓜,赤芍,2,0.347
木虌子,柳枝,2,0.347
木虌子,槐枝,2,0.347
木虌子,烏藥,2,0.347
木虌子,獨活,2,0.347
木虌子,玄參,2,0.347
木虌子,甘草,2,0.347
木虌子,白及,2,0.347
木虌子,羌活,2,0.347
木虌子,肉桂,2,0.347
木虌子,苦參,2,0.347
木虌子,草烏,2,0.347
木虌子,赤芍,2,0.347
木香,炮附子,2,0.347
木香,白芷,2,0.347
木鼈子,桂枝,2,0.347
木鼈子,檸檬酸,2,0.347
木鼈子,田七(川七),2,0.347
木鼈子,白陶土,2,0.347
木鼈子,羧甲基纖維素-1380,2,0.347
木鼈子,羧甲基纖維素-2200,2,0.347
木鼈子,花椒,2,0.347
木鼈子,豬牙皂,2,0.347
杏仁,檸檬酸,2,0.347
杏仁,白陶土,2,0.347
杏仁,藥用炭,2,0.347
柳枝,檸檬酸,2,0.347
柳枝,田七(川七),2,0.347
柳枝,白陶土,2,0.347
柳枝,羧甲基纖維素-1380,2,0.347
柳枝,羧甲基纖維素-2200,2,0.347
柳枝,豬牙皂,2,0.347
桂枝,沒藥,2,0.347
桂枝,當歸,2,0.347
桂枝,白及,2,0.347
桂枝,白芷,2,0.347
桂枝,白蘞,2,0.347
桂枝,草烏,2,0.347
桂枝,赤芍,2,0.347
梅片,獨活,2,0.347
梅片,生地黃,2,0.347
梅片,白及,2,0.347
梅片,白蘞,2,0.347
梅片,肉桂,2,0.347
梅片,苦參,2,0.347
梅片,薄荷,2,0.347
槐枝,薄荷,2,0.347
槐枝,豬牙皂,2,0.347
檸檬酸,玄參,2,0.347
檸檬酸,當歸,2,0.347
檸檬酸,白芷,2,0.347
檸檬酸,草烏,2,0.347
檸檬酸,蓖麻子,2,0.347
檸檬酸,豬牙皂角,2,0.347
沒藥,炮附子,2,0.347
沒藥,田七(川七),2,0.347
沒藥,白殭蠶,2,0.347
沒藥,白膠香(明者),2,0.347
沒藥,白蘝,2,0.347
沒藥,藥用炭,2,0.347
沒藥,豬牙皂角(去皮弦),2,0.347
沒藥,黃丹,2,0.347
活性炭,玄參,2,0.347
活性炭,生地黃,2,0.347
活性炭,血餘,2,0.347
活性炭,阿魏,2,0.347
海螵蛸,豬牙皂,2,0.347
炮附子,瓜兒血竭,2,0.347
炮附子,當歸,2,0.347
炮附子,石斛,2,0.347
炮附子,石菖蒲,2,0.347
炮附子,秦艽,2,0.347
炮附子,紅花,2,0.347
炮附子,肉桂,2,0.347
炮附子,自然銅,2,0.347
炮附子,蒼朮,2,0.347
炮附子,蛇床子,2,0.347
炮附子,赤芍,2,0.347
炮附子,骨碎補,2,0.347
炮附子,鹿茸,2,0.347
烏藥,黃丹,2,0.347
牛膝,瓜兒血竭,2,0.347
牡丹皮,鶴虱,2,0.347
獨活,防風,2,0.347
獨活,黃丹,2,0.347
玄參,白膠香(明者),2,0.347
玄參,白陶土,2,0.347
玄參,藥用炭,2,0.347
玄參,豬牙皂角(去皮弦),2,0.347
甘草,白殭蠶,2,0.347
甘草,花椒,2,0.347
甘草,薑黃,2,0.347
甘草,陳皮,2,0.347
甘草,鶴虱,2,0.347
甘草,黃丹,2,0.347
生南星,花椒,2,0.347
生川烏,生草烏,2,0.347
生川烏,白芷,2,0.347
生川烏,肉桂,2,0.347
生梔子,麝香酮,2,0.347
生草烏,白芷,2,0.347
生草烏,肉桂,2,0.347
田七(川七),蓖麻子,2,0.347
當歸,白陶土,2,0.347
當歸,花椒,2,0.347
當歸,蓮鬚葉蔥,2,0.347
當歸,藥用炭,2,0.347
當歸,連鬚葉葱,2,0.347
當歸尾,白膠香(明者),2,0.347
當歸尾,豬牙皂,2,0.347
當歸尾,豬牙皂角(去皮弦),2,0.347
白千層油,辣椒油,2,0.347
白及,白蘝,2,0.347
白及,豬牙皂,2,0.347
白殭蠶,秦艽,2,0.347
白殭蠶,紅花,2,0.347
白殭蠶,草烏,2,0.347
白殭蠶,荊芥,2,0.347
白殭蠶,蛇床子,2,0.347
白殭蠶,赤芍,2,0.347
白殭蠶,連翹,2,0.347
白殭蠶,金銀花,2,0.347
白殭蠶,骨碎補,2,0.347
白殭蠶,黃柏,2,0.347
白殭蠶,黃芩,2,0.347
白腊,辣椒,2,0.347
白膠香,藥用炭,2,0.347
白膠香,豬牙皂,2,0.347
白膠香,鼈甲,2,0.347
白膠香(明者),白芷,2,0.347
白膠香(明者),豬牙皂角(去皮弦),2,0.347
白芷,白陶土,2,0.347
白芷,花椒,2,0.347
白芷,薑黃,2,0.347
白芷,藥用炭,2,0.347
白芷,豬牙皂角(去皮弦),2,0.347
白芷,附子,2,0.347
白蘞,豬牙皂,2,0.347
白陶土,草烏,2,0.347
白陶土,蓖麻子,2,0.347
白陶土,豬牙皂角,2,0.347
皂莢,鱉甲,2,0.347
秦艽,花椒,2,0.347
紅花,花椒,2,0.347
細辛,花椒,2,0.347
羌活,花椒,2,0.347
羌活,黃丹,2,0.347
羧甲基纖維素-1380,蓖麻子,2,0.347
羧甲基纖維素-2200,蓖麻子,2,0.347
肉桂,荊芥,2,0.347
艾草,鶴虱,2,0.347
花椒,草烏,2,0.347
花椒,荊芥,2,0.347
花椒,蒼朮,2,0.347
花椒,蛇床子,2,0.347
花椒,赤芍,2,0.347
花椒,連翹,2,0.347
花椒,金銀花,2,0.347
花椒,防風,2,0.347
花椒,骨碎補,2,0.347
花椒,黃柏,2,0.347
花椒,黃芩,2,0.347
苦參,豬牙皂,2,0.347
苦參,鶴虱,2,0.347
蒼朮,薑黃,2,0.347
蒼朮,陳皮,2,0.347
薄荷,辣椒,2,0.347
薑黃,陳皮,2,0.347
藥用炭,豬牙皂角,2,0.347
藥用炭,連鬚葉蔥,2,0.347
蜂臘,辣椒,2,0.347
豬牙皂,黃柏,2,0.347
豬牙皂,黃芩,2,0.347
豬牙皂,黃連,2,0.347
豬牙皂,鼈甲,2,0.347
豬牙皂,龍骨,2,0.347
赤芍,鶴虱,2,0.347
赤芍,黃丹,2,0.347
金不換,鶴虱,2,0.347
鐵線透骨草,鶴虱,2,0.347
防風,附子,2,0.347
防風,鶴虱,2,0.347
