product_id,indication_id,source_id
oral_liquid_00181,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00182,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00183,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00184,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00185,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00186,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00187,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00188,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00189,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00190,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00191,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00192,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00193,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00194,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00195,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00196,ind_1_2,tfda_open_data_info37_cached_20260711
oral_liquid_00197,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00198,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00199,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00200,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00201,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00202,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00203,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00204,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00205,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00206,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00207,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00208,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00209,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00210,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00211,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00212,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00213,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00214,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00215,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00216,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00217,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00218,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00219,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00220,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00221,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00222,ind_1_2_1_complex_partial_seizure_simple_or_complex_partial_seizure_with_secondary_generalization_2_primary_generalized_tonic_clonic_seizures_pgtcs_idiopathic_generalized_epilepsy,tfda_open_data_info37_cached_20260711
oral_liquid_00223,ind_6_11_20,tfda_open_data_info37_cached_20260711
oral_liquid_00224,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00225,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00226,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00227,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00228,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00229,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00230,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00231,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00232,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00233,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00234,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00235,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00236,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00237,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00238,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00239,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00240,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00241,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00242,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00243,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00244,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00245,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00246,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00247,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00248,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00249,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00250,ind_meniere_s,tfda_open_data_info37_cached_20260711
oral_liquid_00251,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00252,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00253,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00254,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00255,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00256,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00257,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00258,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00259,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00260,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00261,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00262,ind_fibromyalgia,tfda_open_data_info37_cached_20260711
oral_liquid_00263,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00264,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00265,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00266,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00267,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00268,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00269,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00270,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00271,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00272,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00273,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00274,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00275,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00276,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00277,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00278,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00279,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00280,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00281,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00282,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00283,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00284,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00285,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00286,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00287,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00288,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00289,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00290,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00291,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00292,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00293,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00294,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00295,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00296,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00297,ind_unknown,tfda_open_data_info37_cached_20260711
