product_id,substance_id,raw_name,normalized_name,base_substance_group,strength_raw,numerator_value,numerator_unit,denominator_value,denominator_unit,display_concentration,normalized_value_per_ml,concentration_normalized,normalization_status,concentration_status,parsing_rule,confidence,role,confirmation_status,source_id
oral_liquid_00205,sub_tfda_8810200400,RIBOFLAVIN (VIT B2),riboflavin (vit b2),riboflavin (vit b2),EACH ML CONTAINS: RIBOFLAVIN (VIT B2) 0.050000 MG,0.05,mg,1,mL,0.05 mg/mL,0.05,0.05 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00205,sub_tfda_8810600100,PYRIDOXINE(VITAMIN B6),pyridoxine(vitamin b6),pyridoxine(vitamin b6),EACH ML CONTAINS: PYRIDOXINE(VITAMIN B6) 0.020000 MG,0.02,mg,1,mL,0.02 mg/mL,0.02,0.02 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00205,sub_tfda_8810000300,NIACINAMIDE (NICOTINAMIDE),niacinamide (nicotinamide),niacinamide (nicotinamide),EACH ML CONTAINS: NIACINAMIDE (NICOTINAMIDE) 0.300000 MG,0.3,mg,1,mL,0.3 mg/mL,0.3,0.3 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00206,sub_tfda_2808800110,CODEINE PHOSPHATE,codeine phosphate,codeine phosphate,EACH 20ML CONTAINS: CODEINE PHOSPHATE 4 MG,4,mg,20,mL,4 mg/20 mL,0.2,0.2 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00206,sub_tfda_1212002310,PHENYLEPHRINE HCL,phenylephrine hcl,phenylephrine hcl,EACH 20ML CONTAINS: PHENYLEPHRINE HCL 10 MG,10,mg,20,mL,10 mg/20 mL,0.5,0.5 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00206,sub_tfda_0400003410,PYRILAMINE MALEATE (MEPYRAMINE MALEATE),pyrilamine maleate (mepyramine maleate),pyrilamine maleate (mepyramine maleate),EACH 20ML CONTAINS: PYRILAMINE MALEATE (MEPYRAMINE MALEATE) 40 MG,40,mg,20,mL,40 mg/20 mL,2,2 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00206,sub_tfda_4004000200,AMMONIUM CHLORIDE,ammonium chloride,ammonium chloride,EACH 20ML CONTAINS: AMMONIUM CHLORIDE 140 MG,140,mg,20,mL,140 mg/20 mL,7,7 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00206,sub_tfda_4800002800,POTASSIUM GUAIACOLSULFONATE,potassium guaiacolsulfonate,potassium guaiacolsulfonate,EACH 20ML CONTAINS: POTASSIUM GUAIACOLSULFONATE 140 MG,140,mg,20,mL,140 mg/20 mL,7,7 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00207,sub_tfda_4020100000,AMINO ACID,amino acid,amino acid,EACH ML CONTAINS: AMINO ACID (MIXTURE SOLN)0.95 MG,0.95,mg,1,mL,0.95 mg/mL,0.95,0.95 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00207,sub_tfda_8810100500,THIAMINE (VITAMIN B1),thiamine (vitamin b1),thiamine (vitamin b1),EACH ML CONTAINS: THIAMINE (VITAMIN B1) 0.100000 MG,0.1,mg,1,mL,0.1 mg/mL,0.1,0.1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00207,sub_tfda_8810200400,RIBOFLAVIN (VIT B2),riboflavin (vit b2),riboflavin (vit b2),EACH ML CONTAINS: RIBOFLAVIN (VIT B2) 0.050000 MG,0.05,mg,1,mL,0.05 mg/mL,0.05,0.05 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00207,sub_tfda_8810600100,PYRIDOXINE(VITAMIN B6),pyridoxine(vitamin b6),pyridoxine(vitamin b6),EACH ML CONTAINS: PYRIDOXINE(VITAMIN B6) 0.020000 MG,0.02,mg,1,mL,0.02 mg/mL,0.02,0.02 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00207,sub_tfda_8810000300,NIACINAMIDE (NICOTINAMIDE),niacinamide (nicotinamide),niacinamide (nicotinamide),EACH ML CONTAINS: NIACINAMIDE (NICOTINAMIDE) 0.300000 MG,0.3,mg,1,mL,0.3 mg/mL,0.3,0.3 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00207,sub_tfda_3668001600,SODIUM IODIDE,sodium iodide,sodium iodide,EACH ML CONTAINS: SODIUM IODIDE 0.120000 MG,0.12,mg,1,mL,0.12 mg/mL,0.12,0.12 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00208,sub_tfda_4020100452,ASPARTATE POTASSIUM MAGNESIUM L- ( EQ TO MAGNESIUM POTASSIUM L-ASPARTATE),aspartate potassium magnesium l- ( eq to magnesium potassium l-aspartate),aspartate potassium magnesium l- ( eq to magnesium potassium l-aspartate),EACH ML CONTAINS: ASPARTATE POTASSIUM MAGNESIUM L- ( EQ TO MAGNESIUM POTASSIUM L-ASPARTATE) 5.000000 MG,5,mg,1,mL,5 mg/mL,5,5 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00208,sub_tfda_8810100900,THIAMINE HYDROCHLORIDE,thiamine hydrochloride,thiamine hydrochloride,EACH ML CONTAINS: THIAMINE HYDROCHLORIDE 0.100000 MG,0.1,mg,1,mL,0.1 mg/mL,0.1,0.1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00208,sub_tfda_8810200600,RIBOFLAVIN PHOSPHATE,riboflavin phosphate,riboflavin phosphate,EACH ML CONTAINS: RIBOFLAVIN PHOSPHATE 0.050000 MG,0.05,mg,1,mL,0.05 mg/mL,0.05,0.05 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00208,sub_tfda_8810600100,PYRIDOXINE(VITAMIN B6),pyridoxine(vitamin b6),pyridoxine(vitamin b6),EACH ML CONTAINS: PYRIDOXINE(VITAMIN B6) 0.050000 MG,0.05,mg,1,mL,0.05 mg/mL,0.05,0.05 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00208,sub_tfda_8811200300,CYANOCOBALAMIN (VIT B12),cyanocobalamin (vit b12),cyanocobalamin (vit b12),EACH ML CONTAINS: CYANOCOBALAMIN (VIT B12) 0.050000 MCG,0.05,mcg,1,mL,0.05 mcg/mL,0.05,0.05 mcg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00208,sub_tfda_8812300300,SODIUM PANTOTHENATE,sodium pantothenate,sodium pantothenate,EACH ML CONTAINS: SODIUM PANTOTHENATE 0.100000 MG,0.1,mg,1,mL,0.1 mg/mL,0.1,0.1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00208,sub_tfda_8810000300,NIACINAMIDE (NICOTINAMIDE),niacinamide (nicotinamide),niacinamide (nicotinamide),EACH ML CONTAINS: NIACINAMIDE (NICOTINAMIDE) 0.200000 MG,0.2,mg,1,mL,0.2 mg/mL,0.2,0.2 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00209,sub_tfda_1212001813,DL-METHYLEPHEDRINE HCL,dl-methylephedrine hcl,dl-methylephedrine hcl,EACH 25ML CONTAINS: DL-METHYLEPHEDRINE HCL 12.5 MG,12.5,mg,25,mL,12.5 mg/25 mL,0.5,0.5 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00209,sub_tfda_1212001710,METHOXYPHENAMINE HCL,methoxyphenamine hcl,methoxyphenamine hcl,EACH 25ML CONTAINS: METHOXYPHENAMINE HCL 5 MG,5,mg,25,mL,5 mg/25 mL,0.2,0.2 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00209,sub_tfda_4800001420,GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN),guaiacol glyceryl ether (eq to guaifenesin),guaiacol glyceryl ether (eq to guaifenesin),EACH 25ML CONTAINS: GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN) 50 MG,50,mg,25,mL,50 mg/25 mL,2,2 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00209,sub_tfda_0400000810,CHLORPHENIRAMINE MALEATE,chlorpheniramine maleate,chlorpheniramine maleate,EACH 25ML CONTAINS: CHLORPHENIRAMINE MALEATE 2 MG,2,mg,25,mL,2 mg/25 mL,0.08,0.08 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00209,sub_tfda_8600000800,DYPHYLLINE,dyphylline,dyphylline,EACH 25ML CONTAINS: DYPHYLLINE 15 MG,15,mg,25,mL,15 mg/25 mL,0.6,0.6 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00209,sub_tfda_2820000400,CAFFEINE,caffeine,caffeine,EACH 25ML CONTAINS: CAFFEINE 25 MG,25,mg,25,mL,25 mg/25 mL,1,1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00209,sub_tfda_9200000900,TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),taurine (eq to 2-aminoethane sulfonic acid),taurine (eq to 2-aminoethane sulfonic acid),EACH 25ML CONTAINS: TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID) 50 MG,50,mg,25,mL,50 mg/25 mL,2,2 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00209,sub_tfda_8810100500,THIAMINE (VITAMIN B1),thiamine (vitamin b1),thiamine (vitamin b1),EACH 25ML CONTAINS: THIAMINE (VITAMIN B1) 5 MG,5,mg,25,mL,5 mg/25 mL,0.2,0.2 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00209,sub_tfda_9200004401,GLYCYRRHIZA EXTRACT,glycyrrhiza extract,glycyrrhiza extract,EACH 25ML CONTAINS: GLYCYRRHIZA EXTRACT 2 MG,2,mg,25,mL,2 mg/25 mL,0.08,0.08 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00210,sub_tfda_0400001610,DIPHENHYDRAMINE HCL,diphenhydramine hcl,diphenhydramine hcl,EACH 100ML CONTAINS: DIPHENHYDRAMINE HCL 0.15 GM,0.15,g,100,mL,0.15 g/100 mL,0.0015,0.0015 g/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00210,sub_tfda_4004000200,AMMONIUM CHLORIDE,ammonium chloride,ammonium chloride,EACH 100ML CONTAINS: AMMONIUM CHLORIDE 2.15 GM,2.15,g,100,mL,2.15 g/100 mL,0.0215,0.0215 g/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00211,sub_tfda_4800003901,PRUNUS YEDOEUSIS EXTRACT,prunus yedoeusis extract,prunus yedoeusis extract,EACH ML CONTAINS: PRUNUS YEDOEUSIS EXTRACT 126 MG,126,mg,1,mL,126 mg/mL,126,126 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00211,sub_tfda_2808800110,CODEINE PHOSPHATE,codeine phosphate,codeine phosphate,EACH ML CONTAINS: CODEINE PHOSPHATE 2 MG,2,mg,1,mL,2 mg/mL,2,2 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00212,sub_tfda_4020101312,LYSINE L- HCL ( EQ TO L-LYSINE HCL),lysine l- hcl ( eq to l-lysine hcl),lysine l- hcl ( eq to l-lysine hcl),EACH ML CONTAINS: LYSINE L- HCL ( EQ TO L-LYSINE HCL) 8.000000 MG,8,mg,1,mL,8 mg/mL,8,8 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00212,sub_tfda_4020100702,GLUTAMIC ACID L-,glutamic acid l-,glutamic acid l-,EACH ML CONTAINS: GLUTAMIC ACID L- 0.500000 MG,0.5,mg,1,mL,0.5 mg/mL,0.5,0.5 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00212,sub_tfda_6824000200,CALCIUM LACTATE,calcium lactate,calcium lactate,EACH ML CONTAINS: CALCIUM LACTATE 2.000000 MG,2,mg,1,mL,2 mg/mL,2,2 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00212,sub_tfda_4020002100,GALACTOSE,galactose,galactose,EACH ML CONTAINS: GALACTOSE 5.000000 MG,5,mg,1,mL,5 mg/mL,5,5 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00212,sub_tfda_8810100900,THIAMINE HYDROCHLORIDE,thiamine hydrochloride,thiamine hydrochloride,EACH ML CONTAINS: THIAMINE HYDROCHLORIDE 0.150000 MG,0.15,mg,1,mL,0.15 mg/mL,0.15,0.15 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00212,sub_tfda_8810200400,RIBOFLAVIN (VIT B2),riboflavin (vit b2),riboflavin (vit b2),EACH ML CONTAINS: RIBOFLAVIN (VIT B2) 0.100000 MG,0.1,mg,1,mL,0.1 mg/mL,0.1,0.1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00212,sub_tfda_8810600100,PYRIDOXINE(VITAMIN B6),pyridoxine(vitamin b6),pyridoxine(vitamin b6),EACH ML CONTAINS: PYRIDOXINE(VITAMIN B6) 0.030000 MG,0.03,mg,1,mL,0.03 mg/mL,0.03,0.03 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00212,sub_tfda_8811200300,CYANOCOBALAMIN (VIT B12),cyanocobalamin (vit b12),cyanocobalamin (vit b12),EACH ML CONTAINS: CYANOCOBALAMIN (VIT B12) 0.200000 MCG,0.2,mcg,1,mL,0.2 mcg/mL,0.2,0.2 mcg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00212,sub_tfda_8816000100,ASCORBIC ACID (VIT C),ascorbic acid (vit c),ascorbic acid (vit c),EACH ML CONTAINS: ASCORBIC ACID (VIT C) 2.000000 MG,2,mg,1,mL,2 mg/mL,2,2 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00212,sub_tfda_8810000300,NIACINAMIDE (NICOTINAMIDE),niacinamide (nicotinamide),niacinamide (nicotinamide),EACH ML CONTAINS: NIACINAMIDE (NICOTINAMIDE) 0.500000 MG,0.5,mg,1,mL,0.5 mg/mL,0.5,0.5 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00212,sub_tfda_8812300200,PANTOTHENATE CALCIUM,pantothenate calcium,pantothenate calcium,EACH ML CONTAINS: PANTOTHENATE CALCIUM 0.200000 MG,0.2,mg,1,mL,0.2 mg/mL,0.2,0.2 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00213,sub_tfda_4800003901,PRUNUS YEDOEUSIS EXTRACT,prunus yedoeusis extract,prunus yedoeusis extract,EACH ML CONTAINS: PRUNUS YEDOEUSIS EXTRACT 257 MG,257,mg,1,mL,257 mg/mL,257,257 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00214,sub_tfda_2808800110,CODEINE PHOSPHATE,codeine phosphate,codeine phosphate,EACH 20ML CONTAINS: CODEINE PHOSPHATE 15 MG,15,mg,20,mL,15 mg/20 mL,0.75,0.75 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00214,sub_tfda_4004000200,AMMONIUM CHLORIDE,ammonium chloride,ammonium chloride,EACH 20ML CONTAINS: AMMONIUM CHLORIDE 140 MG,140,mg,20,mL,140 mg/20 mL,7,7 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00214,sub_tfda_4800002800,POTASSIUM GUAIACOLSULFONATE,potassium guaiacolsulfonate,potassium guaiacolsulfonate,EACH 20ML CONTAINS: POTASSIUM GUAIACOLSULFONATE 140 MG,140,mg,20,mL,140 mg/20 mL,7,7 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00214,sub_tfda_1212002310,PHENYLEPHRINE HCL,phenylephrine hcl,phenylephrine hcl,EACH 20ML CONTAINS: PHENYLEPHRINE HCL 10 MG,10,mg,20,mL,10 mg/20 mL,0.5,0.5 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00214,sub_tfda_0400003410,PYRILAMINE MALEATE (MEPYRAMINE MALEATE),pyrilamine maleate (mepyramine maleate),pyrilamine maleate (mepyramine maleate),EACH 20ML CONTAINS: PYRILAMINE MALEATE (MEPYRAMINE MALEATE) 40 MG,40,mg,20,mL,40 mg/20 mL,2,2 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00215,sub_tfda_4800001010,DEXTROMETHORPHAN HBR,dextromethorphan hbr,dextromethorphan hbr,EACH ML CONTAINS: DEXTROMETHORPHAN HBR 2.5 MG,2.5,mg,1,mL,2.5 mg/mL,2.5,2.5 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00215,sub_tfda_4800003700,POTASSIUM CRESOLSULFONATE,potassium cresolsulfonate,potassium cresolsulfonate,EACH ML CONTAINS: POTASSIUM CRESOLSULFONATE 15 MG,15,mg,1,mL,15 mg/mL,15,15 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00216,sub_tfda_8820000213,TOCOPHEROL ACETATE ALPHA DL-,tocopherol acetate alpha dl-,tocopherol acetate alpha dl-,EACH 100ML CONTAINS: TOCOPHEROL ACETATE ALPHA DL- 100 MG,100,mg,100,mL,100 mg/100 mL,1,1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00216,sub_tfda_9200000900,TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),taurine (eq to 2-aminoethane sulfonic acid),taurine (eq to 2-aminoethane sulfonic acid),EACH 100ML CONTAINS: TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID) 100 MG,100,mg,100,mL,100 mg/100 mL,1,1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00216,sub_tfda_8816000100,ASCORBIC ACID (VIT C),ascorbic acid (vit c),ascorbic acid (vit c),EACH 100ML CONTAINS: ASCORBIC ACID (VIT C) 100 MG,100,mg,100,mL,100 mg/100 mL,1,1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00216,sub_tfda_8804000100,VITAMIN A,vitamin a,vitamin a,EACH 100ML CONTAINS: VITAMIN A 1000 I.U.,1000,IU,100,mL,1000 IU/100 mL,10,10 IU/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00216,sub_tfda_8810100900,THIAMINE HYDROCHLORIDE,thiamine hydrochloride,thiamine hydrochloride,EACH 100ML CONTAINS: THIAMINE HYDROCHLORIDE 10 MG,10,mg,100,mL,10 mg/100 mL,0.1,0.1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00216,sub_tfda_8810600300,PYRIDOXINE HCL,pyridoxine hcl,pyridoxine hcl,EACH 100ML CONTAINS: PYRIDOXINE HCL 2 MG,2,mg,100,mL,2 mg/100 mL,0.02,0.02 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00216,sub_tfda_8810000200,NIACIN (NICOTINIC ACID),niacin (nicotinic acid),niacin (nicotinic acid),EACH 100ML CONTAINS: NIACIN (NICOTINIC ACID) 10 MG,10,mg,100,mL,10 mg/100 mL,0.1,0.1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00216,sub_tfda_8416000700,PANTHENOL,panthenol,panthenol,EACH 100ML CONTAINS: PANTHENOL 30 MG,30,mg,100,mL,30 mg/100 mL,0.3,0.3 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00216,sub_tfda_9200004001,GINSENG EXTRACT,ginseng extract,ginseng extract,EACH 100ML CONTAINS: GINSENG EXTRACT 10 MG,10,mg,100,mL,10 mg/100 mL,0.1,0.1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00216,sub_tfda_2824000200,BEZOAR ORIENTALE,bezoar orientale,bezoar orientale,EACH 100ML CONTAINS: BEZOAR ORIENTALE (EXTRACT) 2 MG,0,mg,100,mL,0 mg/100 mL,0,0 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00217,sub_tfda_9200004002,GINSENG LIQUID EXTRACT,ginseng liquid extract,ginseng liquid extract,EACH ML CONTAINS: GINSENG LIQUID EXTRACT 1.000000 MG,1,mg,1,mL,1 mg/mL,1,1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00217,sub_tfda_9200028501,LIQUSTICUM EXTRACT,liqusticum extract,liqusticum extract,EACH ML CONTAINS: LIQUSTICUM EXTRACT 0.750000 MG,0.75,mg,1,mL,0.75 mg/mL,0.75,0.75 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00217,sub_tfda_9200000900,TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),taurine (eq to 2-aminoethane sulfonic acid),taurine (eq to 2-aminoethane sulfonic acid),EACH ML CONTAINS: TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID) 25.000000 MG,25,mg,1,mL,25 mg/mL,25,25 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00217,sub_tfda_8810101001,THIAMINE MONONITRATE,thiamine mononitrate,thiamine mononitrate,EACH ML CONTAINS: THIAMINE MONONITRATE 1.000000 MG,1,mg,1,mL,1 mg/mL,1,1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00217,sub_tfda_8810200400,RIBOFLAVIN (VIT B2),riboflavin (vit b2),riboflavin (vit b2),EACH ML CONTAINS: RIBOFLAVIN (VIT B2) 0.100000 MG,0.1,mg,1,mL,0.1 mg/mL,0.1,0.1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00217,sub_tfda_8810600300,PYRIDOXINE HCL,pyridoxine hcl,pyridoxine hcl,EACH ML CONTAINS: PYRIDOXINE HCL 0.250000 MG,0.25,mg,1,mL,0.25 mg/mL,0.25,0.25 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00217,sub_tfda_8811200300,CYANOCOBALAMIN (VIT B12),cyanocobalamin (vit b12),cyanocobalamin (vit b12),EACH ML CONTAINS: CYANOCOBALAMIN (VIT B12) 0.050000 MCG,0.05,mcg,1,mL,0.05 mcg/mL,0.05,0.05 mcg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00217,sub_tfda_8816000100,ASCORBIC ACID (VIT C),ascorbic acid (vit c),ascorbic acid (vit c),EACH ML CONTAINS: ASCORBIC ACID (VIT C) 5.000000 MG,5,mg,1,mL,5 mg/mL,5,5 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00217,sub_tfda_8810000300,NIACINAMIDE (NICOTINAMIDE),niacinamide (nicotinamide),niacinamide (nicotinamide),EACH ML CONTAINS: NIACINAMIDE (NICOTINAMIDE) 1.000000 MG,1,mg,1,mL,1 mg/mL,1,1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00217,sub_tfda_8812300200,PANTOTHENATE CALCIUM,pantothenate calcium,pantothenate calcium,EACH ML CONTAINS: PANTOTHENATE CALCIUM 1.000000 MG,1,mg,1,mL,1 mg/mL,1,1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
oral_liquid_00217,sub_tfda_8813000100,INOSITOL (MESO-INOSITOL),inositol (meso-inositol),inositol (meso-inositol),EACH ML CONTAINS: INOSITOL (MESO-INOSITOL) 1.000000 MG,1,mg,1,mL,1 mg/mL,1,1 mg/mL,parsed_per_ml,parsed,explicit_volume_basis,high,active,confirmed,tfda_open_data_info43_cached_20260711
