indication_id,indication_raw,indication_normalized,source_id,verified_at
ind_unknown,由黴菌(多數念珠球菌毛滴蟲屬)所引起之白帶、陰道炎。,由黴菌(多數念珠球菌毛滴蟲屬)所引起之白帶、陰道炎。,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
