review_id,license_number,product_id,issue_type,raw_value,standard_value,source,reason
review_leaflet_0109,衛署藥製字第037287號,eye_formal_249,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0110,衛部藥輸字第026129號,eye_formal_254,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0111,衛署藥製字第001114號,eye_formal_260,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0112,衛署藥製字第020694號,eye_formal_261,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0113,衛署藥製字第004975號,eye_formal_263,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0114,衛署藥輸字第024871號,eye_formal_264,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0115,衛署藥製字第036416號,eye_formal_265,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0116,衛署藥輸字第025668號,eye_formal_271,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0117,衛署藥製字第036634號,eye_formal_277,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0118,衛部藥輸字第027369號,eye_formal_279,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0119,衛署藥製字第029760號,eye_formal_280,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0120,衛署藥製字第034643號,eye_formal_283,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0121,衛部藥製字第058779號,eye_formal_294,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0122,衛部藥製字第060999號,eye_formal_295,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0123,衛署藥輸字第025973號,eye_formal_299,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0124,內衛藥製字第016863號,eye_formal_309,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0125,衛署藥輸字第025644號,eye_formal_311,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0126,衛署藥輸字第025660號,eye_formal_312,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0127,衛署藥輸字第025666號,eye_formal_313,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0128,衛署藥製字第048752號,eye_formal_314,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0129,衛署藥輸字第024644號,eye_formal_316,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0130,衛署藥輸字第023466號,eye_formal_317,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0131,衛署藥輸字第025767號,eye_formal_318,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0132,衛署藥輸字第025769號,eye_formal_319,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0133,衛署藥輸字第023532號,eye_formal_320,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0134,衛署藥輸字第023553號,eye_formal_323,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0135,衛署藥輸字第025827號,eye_formal_324,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0136,衛署藥製字第041642號,eye_formal_325,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0137,衛署藥製字第004068號,eye_formal_329,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0138,衛署藥製字第014321號,eye_formal_330,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0139,衛署藥製字第022473號,eye_formal_331,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0140,衛署藥製字第038238號,eye_formal_333,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0141,衛署藥製字第038508號,eye_formal_335,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0142,衛部藥輸字第027502號,eye_formal_336,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0143,衛部藥輸字第028596號,eye_formal_337,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0144,衛部藥輸字第027549號,eye_formal_338,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0145,衛部藥製字第061569號,eye_formal_339,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0146,衛部藥製字第061570號,eye_formal_340,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0147,衛部藥輸字第027567號,eye_formal_341,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0148,衛部藥輸字第027573號,eye_formal_342,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0149,衛部藥輸字第027587號,eye_formal_343,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0150,衛部藥輸字第027589號,eye_formal_344,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0151,衛部藥輸字第027633號,eye_formal_345,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0152,衛署藥製字第050092號,eye_formal_346,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0153,衛部藥輸字第027670號,eye_formal_347,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0154,衛署藥製字第016100號,eye_formal_349,leaflet_or_optional_data_unavailable,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted,,enrichment review,cached official TFDA leaflet file is not a renderable PDF or is an HTML/error response; no redownload attempted
review_leaflet_0155,衛署藥輸字第022362號,eye_formal_001,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0156,衛署藥輸字第023814號,eye_formal_002,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0157,衛署藥製字第057143號,eye_formal_005,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0158,衛署藥製字第039964號,eye_formal_006,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0159,衛署藥製字第055260號,eye_formal_007,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0160,衛署藥輸字第024011號,eye_formal_008,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0161,衛署藥製字第049561號,eye_formal_012,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0162,衛署藥製字第044245號,eye_formal_013,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0163,衛部藥製字第061872號,eye_formal_015,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0164,衛署藥輸字第023337號,eye_formal_016,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0165,衛部藥輸字第026260號,eye_formal_019,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0166,衛署藥製字第035597號,eye_formal_020,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0167,衛部藥製字第060272號,eye_formal_021,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0168,衛署藥輸字第005728號,eye_formal_022,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0169,衛署藥製字第003871號,eye_formal_026,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0170,衛署藥輸字第016894號,eye_formal_027,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0171,衛署藥製字第022198號,eye_formal_028,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0172,衛部藥輸字第026371號,eye_formal_029,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0173,衛部藥輸字第027112號,eye_formal_030,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0174,衛署藥輸字第025042號,eye_formal_032,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0175,衛署藥輸字第020121號,eye_formal_034,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0176,衛部藥製字第060876號,eye_formal_035,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0177,衛部藥輸字第028362號,eye_formal_036,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0178,衛部藥製字第058636號,eye_formal_037,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0179,衛署藥製字第049328號,eye_formal_039,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0180,衛部藥輸字第027825號,eye_formal_041,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0181,衛署藥輸字第025377號,eye_formal_042,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0182,衛署藥輸字第016711號,eye_formal_043,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0183,衛署藥製字第037924號,eye_formal_044,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0184,衛部藥輸字第028400號,eye_formal_047,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0185,衛署藥製字第042870號,eye_formal_048,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0186,衛部藥製字第062099號,eye_formal_049,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0187,內衛藥製字第009649號,eye_formal_050,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0188,衛署藥製字第033738號,eye_formal_055,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0189,衛署藥輸字第021628號,eye_formal_057,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0190,衛署藥製字第055951號,eye_formal_063,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0191,衛部藥輸字第027403號,eye_formal_066,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0192,衛署藥輸字第022107號,eye_formal_067,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0193,衛署藥輸字第023695號,eye_formal_068,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0194,衛署藥製字第035600號,eye_formal_070,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0195,衛署藥製字第003948號,eye_formal_071,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0196,衛署藥製字第030857號,eye_formal_072,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0197,衛署藥輸字第023228號,eye_formal_073,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0198,衛部藥輸字第026926號,eye_formal_074,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0199,衛署藥製字第057329號,eye_formal_075,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0200,衛署藥輸字第024264號,eye_formal_076,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0201,衛部藥輸字第026743號,eye_formal_077,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0202,衛部藥輸字第026678號,eye_formal_081,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0203,衛署藥輸字第025294號,eye_formal_082,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0204,衛署藥輸字第022372號,eye_formal_084,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0205,衛署藥輸字第024398號,eye_formal_085,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0206,衛署藥輸字第017091號,eye_formal_089,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0207,衛署藥製字第045145號,eye_formal_096,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0208,衛署藥製字第005117號,eye_formal_098,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0209,衛署藥製字第049620號,eye_formal_101,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0210,衛部藥製字第060862號,eye_formal_102,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
