category_id,indication_category,ingredient_id,ingredient_inn,ingredient_zh,product_count,active_product_count,category_product_count,ingredient_total_product_count,within_category_rate,category_share_of_ingredient,association_score,product_names,license_numbers
CAT01,肌肉骨骼疼痛與發炎,ING0003,Menthol,,124,53,281,124,0.4413,1.0000,66.4,"撒隆巴斯;巴士;嘉伊娜巴斯;撒隆濕布;涼涼涼鎮痛藥布;白金膏;奧林巴斯;""人生""舒寧巴斯;痛穩好藥布;歡喜巴斯;金龍膏;""正光"" 巴斯藥膠布;悅心巴斯膏布;濕痛膏布;除痠痛膏布;濕痛藥膏布;樂樂鎮痛藥膏布;金龍藥膏布;〝三陽〞金系羔藥布;大維好安巴斯;濕痛布;大維貼痠痛藥布;""德山"" 免酸痛藥膠布;""德山""鎮痛藥膠布;""德山""青皮藥膠布;耐斯藥膠布;""德山""象印膏藥膠布;疼痛膏;三陽朝日膏;人生舒冷巴佈膏;舒痛巴佈膏〝葡萄王〞;虎標永安堂萬金油（紅）;虎標永安堂萬金油（白）;抗痛寧舒布;曼秀雷敦鎮痛水性藥膠布;虎標水性鎮痛藥布;""得生""舒痛藥布;""得生""剋百痛藥布;""得生"" 滅痠痛藥布;""真富""薄荷膏藥膠布;鐵甲貼布;""三陽"" 痠痛萬金膏;""三陽"" 痠痛金絲膏藥布;""葡萄王"" 百克斯膏布;""陽生"" 鎮痛膏布;舒百達藥膠布;寶安藥膠布;舒可達藥膠布;舒必達藥膠布;""德山""祛酸痛藥膠布;""德山""祛風濕藥膠布;貼可藥膠布;美帝喜布藥膠布;""得生""安可巴斯;易貼巴佈膏;巴巴痛;舒爾痛;溫貼喜布;生春痠痛寧藥膠布;萬應紅花溫感藥布;""港香蘭""撲來貼藥布;巴貼斯巴佈膏藥膠布;巴斯達巴佈膏藥膠布;貼可藥布;美帝喜布藥布;""得生""酸痛貼布;救筋酸痛布;福貼藥布;""生春""貼酸明痠痛布;樂貼藥布;""得生""滅痛藥布;抗痛舒佈藥膠布;貼利康水性藥布;貼可喜布;曼秀雷敦熱力鎮痛藥膠布;透骨痠痛布;救痛藥布;德國薄荷標消炎膏;虎標鎮痛藥布;""德山""筋來爽藥膠布;""人生""舒佈巴斯;""德山"" 舒痠痛藥布;奔肌滲透止痛貼;三箭水性鎮痛藥膏布;""漁人"" 療痛貼藥膠布;〝近江兄弟〞萬痛安酸痛貼布;""得生"" 貼立舒喜布;〝護民〞緩痛貼藥膠布;〝德山〞運動巴斯藥膠布;〝國品〞療舒貼藥膠布;”得生”易貼巴佈膏貼布;“得生”溫利賀藥膠布;脫酸寧透明藥布;脫酸寧藥膠布;三共藥布劑;敵疼貼布;脫酸寧涼藥布;痛貼貼貼片劑;脫酸寧Ａ藥布;快舒服－優貼布劑;日本三笠藥膠布Ｇ;日本三笠溫感藥膠布;善必克貼布劑;藤澤藥膠布;日本祐德巴斯貼布劑;脫酸寧濕布Ａ貼片劑;大正愛舒酸痛貼布;""大協"" 紓得好貼布;撒隆適布;吉品貼布;脫酸寧濕布;撒隆適布肌兒帕奇貼片;速達酸痛貼布;脫酸寧藥布;痛貼貼溫感貼片劑;撒隆巴斯舒適貼;""得生""水楊酸甲酯藥膠布 10%;曼秀雷敦熱力酸痛藥布;""得生""治痠痛貼布5%",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第003051號;衛署成製字第003240號;衛署成製字第003332號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第003972號;衛署成製字第004085號;衛署成製字第004090號;衛署成製字第004121號;衛署成製字第004124號;衛署成製字第004148號;衛署成製字第004211號;衛署成製字第004218號;衛署成製字第004545號;衛署成製字第005641號;衛署成製字第005666號;衛署成製字第005667號;衛署成製字第005700號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第005910號;衛署成製字第006647號;衛署成製字第007361號;衛署成製字第007868號;衛署成製字第008494號;衛署成製字第009015號;衛署成製字第009355號;衛署成製字第009356號;衛署成製字第010319號;衛署成製字第010389號;衛署成製字第011076號;衛署成製字第011077號;衛署成製字第011644號;衛署成製字第013194號;衛署成製字第015313號;衛署成輸字第000001號;衛署藥製字第011334號;衛署藥製字第017039號;衛署藥製字第019363號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第028231號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第032919號;衛署藥製字第032920號;衛署藥製字第033155號;衛署藥製字第033156號;衛署藥製字第034095號;衛署藥製字第034140號;衛署藥製字第035217號;衛署藥製字第035322號;衛署藥製字第035323號;衛署藥製字第035703號;衛署藥製字第037282號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038310號;衛署藥製字第038322號;衛署藥製字第039767號;衛署藥製字第039768號;衛署藥製字第039881號;衛署藥製字第040204號;衛署藥製字第040515號;衛署藥製字第040571號;衛署藥製字第040929號;衛署藥製字第042882號;衛署藥製字第043030號;衛署藥製字第043430號;衛署藥製字第043734號;衛署藥製字第045173號;衛署藥製字第047605號;衛署藥製字第047842號;衛署藥製字第048163號;衛署藥製字第048748號;衛署藥製字第049007號;衛署藥製字第049355號;衛署藥製字第049460號;衛署藥製字第049614號;衛署藥製字第049675號;衛署藥製字第051025號;衛署藥輸字第018206號;衛署藥輸字第018359號;衛署藥輸字第018475號;衛署藥輸字第018494號;衛署藥輸字第018627號;衛署藥輸字第018861號;衛署藥輸字第019083號;衛署藥輸字第019142號;衛署藥輸字第019787號;衛署藥輸字第019788號;衛署藥輸字第020500號;衛署藥輸字第020565號;衛署藥輸字第020601號;衛署藥輸字第020734號;衛署藥輸字第021138號;衛署藥輸字第022068號;衛署藥輸字第022347號;衛署藥輸字第022519號;衛署藥輸字第022601號;衛署藥輸字第023451號;衛署藥輸字第023545號;衛署藥輸字第024182號;衛署藥輸字第024682號;衛署藥輸字第024683號;衛署藥輸字第025000號;衛署藥輸字第025157號;衛部藥製字第058105號;衛部藥製字第059851號;衛部藥製字第059893號
CAT01,肌肉骨骼疼痛與發炎,ING0002,Camphor,,119,51,281,119,0.4235,1.0000,65.1,"撒隆巴斯;巴士;嘉伊娜巴斯;撒隆濕布;涼涼涼鎮痛藥布;白金膏;""人生""舒寧巴斯;歡喜巴斯;金龍膏;""正光"" 巴斯藥膠布;百珍膏布;悅心巴斯膏布;濕痛膏布;除痠痛膏布;濕痛藥膏布;樂樂鎮痛藥膏布;〝三陽〞金系羔藥布;黃金膏;大維好安巴斯;濕痛布;大維貼痠痛藥布;""德山"" 免酸痛藥膠布;""德山""鎮痛藥膠布;""德山""青皮藥膠布;耐斯藥膠布;""德山""象印膏藥膠布;疼痛膏;三陽朝日膏;人生舒冷巴佈膏;人生溫感巴佈膏;舒痛巴佈膏〝葡萄王〞;虎標永安堂萬金油（紅）;虎標永安堂萬金油（白）;熱龍巴布;抗痛寧舒布;曼秀雷敦鎮痛水性藥膠布;虎標水性鎮痛藥布;""得生""舒痛藥布;""得生""剋百痛藥布;""得生"" 滅痠痛藥布;""真富""薄荷膏藥膠布;鐵甲貼布;""三陽"" 痠痛萬金膏;""三陽"" 痠痛金絲膏藥布;""葡萄王"" 百克斯膏布;""陽生"" 鎮痛膏布;貼溫藥膏布;舒百達藥膠布;寶安藥膠布;舒可達藥膠布;舒必達藥膠布;""德山""祛酸痛藥膠布;""德山""祛風濕藥膠布;貼可藥膠布;美帝喜布藥膠布;""得生""安可巴斯;易貼巴佈膏;巴巴痛;舒爾痛;溫貼喜布;生春痠痛寧藥膠布;萬應紅花溫感藥布;巴貼斯巴佈膏藥膠布;巴斯達巴佈膏藥膠布;貼可藥布;美帝喜布藥布;""得生""酸痛貼布;救筋酸痛布;福貼藥布;""生春""貼酸明痠痛布;樂貼藥布;""得生""滅痛藥布;抗痛舒佈藥膠布;貼利康溫感藥布;貼利康水性藥布;貼可喜布;透骨痠痛布;救痛藥布;德國薄荷標消炎膏;虎標鎮痛藥布;""德山""筋來爽藥膠布;""人生""舒佈巴斯;""德山"" 舒痠痛藥布;奔肌滲透止痛貼;三箭水性鎮痛藥膏布;""漁人"" 療痛貼藥膠布;〝近江兄弟〞萬痛安酸痛貼布;""得生"" 貼立舒喜布;溫賀喜布;〝美善滅酸疼〞溫感貼布;〝護民〞緩痛貼藥膠布;〝德山〞運動巴斯藥膠布;〝國品〞療舒貼藥膠布;”得生”易貼巴佈膏貼布;“德山”邁疼溫感貼布;脫酸寧透明藥布;脫酸寧藥膠布;敵疼貼布;膚克舒貼布;脫酸寧涼藥布;好克斯貼布;痛貼貼貼片劑;脫酸寧Ａ藥布;快舒服－優貼布劑;日本三笠藥膠布Ｇ;日本三笠溫感藥膠布;善必克貼布劑;藤澤藥膠布;熱克百疼貼布劑;""大協"" 紓得好貼布;撒隆適布;吉品貼布;撒隆適布肌兒帕奇貼片;速達酸痛貼布;脫酸寧藥布;痛貼貼溫感貼片劑;溫感喜布",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第003836號;衛署成製字第003972號;衛署成製字第004085號;衛署成製字第004090號;衛署成製字第004121號;衛署成製字第004148號;衛署成製字第004218號;衛署成製字第004435號;衛署成製字第004545號;衛署成製字第005641號;衛署成製字第005666號;衛署成製字第005667號;衛署成製字第005700號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第005910號;衛署成製字第006647號;衛署成製字第007361號;衛署成製字第007868號;衛署成製字第008368號;衛署成製字第009015號;衛署成製字第009355號;衛署成製字第009356號;衛署成製字第009438號;衛署成製字第010319號;衛署成製字第010389號;衛署成製字第011076號;衛署成製字第011077號;衛署成製字第011644號;衛署成製字第013194號;衛署成製字第015313號;衛署成輸字第000001號;衛署藥製字第011334號;衛署藥製字第017039號;衛署藥製字第019363號;衛署藥製字第021345號;衛署藥製字第022623號;衛署藥製字第022741號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第028231號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第032919號;衛署藥製字第032920號;衛署藥製字第033155號;衛署藥製字第033156號;衛署藥製字第034095號;衛署藥製字第034140號;衛署藥製字第035217號;衛署藥製字第035323號;衛署藥製字第035703號;衛署藥製字第037282號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038310號;衛署藥製字第038322號;衛署藥製字第039767號;衛署藥製字第039768號;衛署藥製字第039800號;衛署藥製字第039881號;衛署藥製字第040204號;衛署藥製字第040571號;衛署藥製字第040929號;衛署藥製字第042882號;衛署藥製字第043030號;衛署藥製字第043430號;衛署藥製字第043734號;衛署藥製字第045173號;衛署藥製字第047605號;衛署藥製字第047842號;衛署藥製字第048163號;衛署藥製字第048748號;衛署藥製字第049007號;衛署藥製字第049141號;衛署藥製字第049171號;衛署藥製字第049355號;衛署藥製字第049460號;衛署藥製字第049614號;衛署藥製字第049675號;衛署藥製字第050257號;衛署藥輸字第018206號;衛署藥輸字第018359號;衛署藥輸字第018494號;衛署藥輸字第018582號;衛署藥輸字第018627號;衛署藥輸字第018709號;衛署藥輸字第018861號;衛署藥輸字第019083號;衛署藥輸字第019142號;衛署藥輸字第019787號;衛署藥輸字第019788號;衛署藥輸字第020500號;衛署藥輸字第020565號;衛署藥輸字第021384號;衛署藥輸字第022068號;衛署藥輸字第022347號;衛署藥輸字第022519號;衛署藥輸字第023545號;衛署藥輸字第024182號;衛署藥輸字第024682號;衛署藥輸字第024683號;衛署藥輸字第025000號;衛部藥製字第059290號
CAT01,肌肉骨骼疼痛與發炎,ING0007,Methyl salicylate,,94,35,281,94,0.3345,1.0000,57.8,"撒隆巴斯;巴士;嘉伊娜巴斯;撒隆濕布;涼涼涼鎮痛藥布;白金膏;奧林巴斯;""人生""舒寧巴斯;痛穩好藥布;歡喜巴斯;金龍膏;""正光"" 巴斯藥膠布;百珍膏布;悅心巴斯膏布;濕痛膏布;除痠痛膏布;濕痛藥膏布;樂樂鎮痛藥膏布;〝三陽〞金系羔藥布;黃金膏;大維好安巴斯;治痛巴斯藥膠布;濕痛布;大維貼痠痛藥布;""德山"" 免酸痛藥膠布;""德山""鎮痛藥膠布;""德山""青皮藥膠布;""德山""象印膏藥膠布;三陽朝日膏;舒痛巴佈膏〝葡萄王〞;抗痛寧舒布;虎標水性鎮痛藥布;""得生""舒痛藥布;""得生""剋百痛藥布;""得生"" 滅痠痛藥布;""真富""薄荷膏藥膠布;撒隆巴斯－益;""三陽"" 痠痛萬金膏;""三陽"" 痠痛金絲膏藥布;""葡萄王"" 百克斯膏布;""陽生"" 鎮痛膏布;貼溫藥膏布;舒百達藥膠布;寶安藥膠布;舒可達藥膠布;舒必達藥膠布;""德山""祛酸痛藥膠布;""德山""祛風濕藥膠布;貼可藥膠布;美帝喜布藥膠布;""得生""安可巴斯;易貼巴佈膏;舒爾痛;溫貼喜布;生春痠痛寧藥膠布;萬應紅花溫感藥布;""港香蘭""撲來貼藥布;巴貼斯巴佈膏藥膠布;巴斯達巴佈膏藥膠布;貼可藥布;美帝喜布藥布;""得生""酸痛貼布;救筋酸痛布;福貼藥布;樂貼藥布;""得生""滅痛藥布;貼利康水性藥布;透骨痠痛布;""人生""舒佈巴斯;奔肌滲透止痛貼;〝近江兄弟〞萬痛安酸痛貼布;溫賀喜布;〝德山〞運動巴斯藥膠布;”得生”易貼巴佈膏貼布;脫酸寧藥膠布;敵疼貼布;好克斯貼布;痛貼貼貼片劑;脫酸寧Ａ藥布;快舒服－優貼布劑;貼布;日本三笠溫感藥膠布;熱克百疼貼布劑;速達酸痛貼布;脫酸寧藥布;痛貼貼溫感貼片劑;撒隆巴斯舒適貼;""得生""水楊酸甲酯藥膠布 10%;溫感喜布",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第003051號;衛署成製字第003240號;衛署成製字第003332號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第003836號;衛署成製字第003972號;衛署成製字第004085號;衛署成製字第004090號;衛署成製字第004121號;衛署成製字第004124號;衛署成製字第004148號;衛署成製字第004218號;衛署成製字第004435號;衛署成製字第004545號;衛署成製字第005229號;衛署成製字第005641號;衛署成製字第005666號;衛署成製字第005667號;衛署成製字第005700號;衛署成製字第005716號;衛署成製字第005910號;衛署成製字第007361號;衛署成製字第008493號;衛署成製字第008494號;衛署成製字第009015號;衛署成製字第010319號;衛署成製字第011076號;衛署成製字第011077號;衛署成製字第011644號;衛署成製字第013194號;衛署成製字第015313號;衛署藥製字第008962號;衛署藥製字第011334號;衛署藥製字第017039號;衛署藥製字第019363號;衛署藥製字第021345號;衛署藥製字第022623號;衛署藥製字第022741號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第028231號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第032919號;衛署藥製字第032920號;衛署藥製字第033156號;衛署藥製字第034095號;衛署藥製字第034140號;衛署藥製字第035217號;衛署藥製字第035322號;衛署藥製字第035323號;衛署藥製字第035703號;衛署藥製字第037282號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038322號;衛署藥製字第039767號;衛署藥製字第039881號;衛署藥製字第040571號;衛署藥製字第043734號;衛署藥製字第047605號;衛署藥製字第048748號;衛署藥製字第049141號;衛署藥製字第049460號;衛署藥製字第049675號;衛署藥輸字第018359號;衛署藥輸字第018494號;衛署藥輸字第018709號;衛署藥輸字第018861號;衛署藥輸字第019083號;衛署藥輸字第019142號;衛署藥輸字第019143號;衛署藥輸字第019788號;衛署藥輸字第021384號;衛署藥輸字第024182號;衛署藥輸字第024682號;衛署藥輸字第024683號;衛署藥輸字第025000號;衛署藥輸字第025157號;衛部藥製字第058105號;衛部藥製字第059290號
CAT01,肌肉骨骼疼痛與發炎,ING0017,Glycol Salicylate,,44,23,281,44,0.1566,1.0000,39.6,"歡喜巴斯;人生舒冷巴佈膏;人生溫感巴佈膏;熱龍巴布;""德山""祛酸痛藥膠布;貼可藥膠布;美帝喜布藥膠布;舒爾痛;生春痠痛寧藥膠布;""港香蘭""撲來貼藥布;貼可藥布;美帝喜布藥布;救筋酸痛布;福貼藥布;""生春""貼酸明痠痛布;樂貼藥布;抗痛舒佈藥膠布;貼利康溫感藥布;貼可喜布;曼秀雷敦熱力鎮痛藥膠布;透骨痠痛布;救痛藥布;德國薄荷標消炎膏;曼秀雷敦熱力鎮痛水性藥膠布溫熱感;""德山""筋來爽藥膠布;三箭水性鎮痛藥膏布;""漁人"" 療痛貼藥膠布;〝美善滅酸疼〞溫感貼布;〝護民〞緩痛貼藥膠布;〝國品〞療舒貼藥膠布;“德山”邁疼溫感貼布;脫酸寧透明藥布;三共藥布劑;脫酸寧Ａ藥布;日本三笠藥膠布Ｇ;善必克貼布劑;日本祐德巴斯貼布劑;脫酸寧濕布Ａ貼片劑;大正愛舒酸痛貼布;撒隆適布;脫酸寧濕布;撒隆適布肌兒帕奇貼片;曼秀雷敦熱力酸痛藥布",衛署成製字第003380號;衛署成製字第007868號;衛署成製字第008368號;衛署成製字第009438號;衛署藥製字第027581號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第033156號;衛署藥製字第034140號;衛署藥製字第035322號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038310號;衛署藥製字第038322號;衛署藥製字第039768號;衛署藥製字第039800號;衛署藥製字第040204號;衛署藥製字第040515號;衛署藥製字第040571號;衛署藥製字第040929號;衛署藥製字第042882號;衛署藥製字第043198號;衛署藥製字第043430號;衛署藥製字第047842號;衛署藥製字第048163號;衛署藥製字第049171號;衛署藥製字第049355號;衛署藥製字第049614號;衛署藥製字第050257號;衛署藥輸字第018206號;衛署藥輸字第018475號;衛署藥輸字第019083號;衛署藥輸字第019787號;衛署藥輸字第020500號;衛署藥輸字第020601號;衛署藥輸字第020734號;衛署藥輸字第021138號;衛署藥輸字第022347號;衛署藥輸字第022601號;衛署藥輸字第023451號;衛署藥輸字第023545號;衛部藥製字第059851號
CAT01,肌肉骨骼疼痛與發炎,ING0026,Capsicum,,37,15,281,37,0.1317,1.0000,36.3,"治痛巴斯藥膠布;人生溫感巴佈膏;熱龍巴布;辣椒膏;撒隆辣椒膏;朝日辣椒膏;貼溫藥膏布;辣椒膏３％;""德山""辣椒藥膠布;蕃椒膏貼藥布;溫貼喜布;救痛藥布;萬應紅花溫感藥布;紅椒金國德辣椒膏;""得生""辣椒膏;貼利康溫感藥布;貼利康水性藥布;曼秀雷敦熱力鎮痛水性藥膠布溫熱感;""得生"" 辣椒治痛藥布;德國辣椒標風濕膏藥(溫和);德國辣椒標風濕膏藥;溫賀喜布;〝美善滅酸疼〞溫感貼布;“德山”溫感辣椒膏藥膠布;“德山”邁疼溫感貼布;鴻林辣椒膏;德國辣椒標風濕膏藥（溫和）;熱克百疼貼布劑;溫感喜布",衛署成製字第005229號;衛署成製字第008368號;衛署成製字第008493號;衛署成製字第009438號;衛署藥製字第003950號;衛署藥製字第008581號;衛署藥製字第012064號;衛署藥製字第013430號;衛署藥製字第020099號;衛署藥製字第022623號;衛署藥製字第023549號;衛署藥製字第029185號;衛署藥製字第033469號;衛署藥製字第034095號;衛署藥製字第034797號;衛署藥製字第035217號;衛署藥製字第036547號;衛署藥製字第037282號;衛署藥製字第037296號;衛署藥製字第039531號;衛署藥製字第039800號;衛署藥製字第039881號;衛署藥製字第043198號;衛署藥製字第043701號;衛署藥製字第046464號;衛署藥製字第046467號;衛署藥製字第049141號;衛署藥製字第049171號;衛署藥製字第049771號;衛署藥製字第050257號;衛署藥製字第052578號;衛署藥輸字第016216號;衛署藥輸字第016994號;衛署藥輸字第018673號;衛署藥輸字第018674號;衛署藥輸字第021384號;衛部藥製字第059290號
CAT01,肌肉骨骼疼痛與發炎,ING0051,Indomethacin,,35,20,281,35,0.1246,1.0000,35.3,"運動藥膠布;克痛運動藥膠布５公絲/公克（引朵美酒辛）〝葡萄王〞;歐可藥布（  美酒辛）;“得生”痠痛水性藥布;“協宏”克異痛貼布;""真富""痛得貼藥膠布;虎標酸痛藥布７０毫克（吲哚 美洒辛）;""人生""炎都好酸痛藥布８０公絲（吲哚美洒辛）;""人生""炎多滅酸痛藥布７５公絲（吲哚美洒辛）;""人生""治酸痛藥布;""真富"" 貼痠痛水性藥布85毫克（吲哚美洒辛）;〝中美〞萬痛寧酸痛藥布;〝漁人〞酸痛藥布70公絲(引朵美洒辛);""德山""酸痛藥布５公絲/公克;〝得生〞珍好貼藥布;歐可抗痛藥布;""得生"" 順好貼藥布(吲哚美洒辛);""德山"" 酸痛藥布85毫克;""中美""舒筋樂酸痛藥布70毫克;美善滅酸疼貼布;""國品"" 邁酸痛藥膠布70毫克;漁人酸痛藥布 85 毫克;〝派頓〞筋舒樂藥膠布;〝護民〞酸痛藥布 85 毫克;“得生”溫利賀藥膠布;歐業酸痛藥布;歐可藥膠布(口引口朵美洒辛);愛敏絆貼片劑;克百疼貼片劑;愛斯貼布;速達優力酸痛貼布;金壕酸痛貼布;日方酸痛貼布;欣巴斯酸痛貼布;冠保酸痛貼布",衛署藥製字第035005號;衛署藥製字第035872號;衛署藥製字第035982號;衛署藥製字第037294號;衛署藥製字第038608號;衛署藥製字第039310號;衛署藥製字第041829號;衛署藥製字第042024號;衛署藥製字第042027號;衛署藥製字第042252號;衛署藥製字第042496號;衛署藥製字第042497號;衛署藥製字第042651號;衛署藥製字第043315號;衛署藥製字第043396號;衛署藥製字第043894號;衛署藥製字第047720號;衛署藥製字第047943號;衛署藥製字第047948號;衛署藥製字第048192號;衛署藥製字第048328號;衛署藥製字第048928號;衛署藥製字第049006號;衛署藥製字第049081號;衛署藥製字第051025號;衛署藥製字第055580號;衛署藥製字第057154號;衛署藥輸字第019697號;衛署藥輸字第021213號;衛署藥輸字第023119號;衛署藥輸字第024063號;衛署藥輸字第024197號;衛署藥輸字第024788號;衛署藥輸字第025009號;衛署藥輸字第025094號
CAT01,肌肉骨骼疼痛與發炎,ING0055,Ketoprofen,,34,29,281,34,0.1210,1.0000,34.8,"""中菱"" 袪痛藥膠布;均隆驅風油消炎鎮痛水性貼布（可多普洛菲）;痛貼貼醫療水性貼布;貼痠克痛藥膠布〝生春〞;〝得生〞舒寧莫痛藥布（可多普洛菲）;科痛藥布〝三陽〞;""生春"" 貼痠克痛貼布 (可多普洛菲);""護民"" 舒痛炎藥膠布;""真富""舒康藥膠布;""西德有機"" 立止炎痛水性藥布;康適貼克痛藥布;""人生"" 克痛分酸痛藥膠布;""立康生物科技"" 安痠痛藥膠布(可多普洛菲);〝國品〞切痛寧藥膠布;舒痛安藥膠布;〝德山〞平痛寧藥膠布;“八福”可安炎藥膠布;曼秀雷敦舒效消炎水性藥膠布;達痛平藥膠布;""國品""可多普洛菲藥膠布;“得生”剋痛普洛藥膠布;""得生""濟痛藥布 (可多普洛菲);""得生""剋力痛藥膠布;曼秀雷敦舒效消炎藥膠布;剋吾痛痠痛布;痛免苦　貼片;關健痠痛貼布;舒痛寧貼布;克痛藥膠布30毫克;克洛分舒痛藥膠布;""得生""剋痛藥布(油性基劑);易利氣酸痛藥布;脫酸寧酸痛藥布;掘他痛痠痛藥膠布",衛署藥製字第039389號;衛署藥製字第039712號;衛署藥製字第042591號;衛署藥製字第043220號;衛署藥製字第044026號;衛署藥製字第044246號;衛署藥製字第045598號;衛署藥製字第045916號;衛署藥製字第045992號;衛署藥製字第047507號;衛署藥製字第047891號;衛署藥製字第048000號;衛署藥製字第048164號;衛署藥製字第048704號;衛署藥製字第048767號;衛署藥製字第048874號;衛署藥製字第049027號;衛署藥製字第049567號;衛署藥製字第049837號;衛署藥製字第051035號;衛署藥製字第052108號;衛署藥製字第056758號;衛署藥製字第057144號;衛署藥製字第057146號;衛署藥輸字第022429號;衛署藥輸字第023011號;衛署藥輸字第023826號;衛署藥輸字第024236號;衛署藥輸字第025673號;衛部藥製字第058260號;衛部藥製字第059301號;衛部藥輸字第028413號;衛部藥輸字第028610號;衛部藥輸字第028640號
CAT01,肌肉骨骼疼痛與發炎,ING0005,Thymol,,29,5,281,29,0.1032,1.0000,32.1,"撒隆巴斯;巴士;嘉伊娜巴斯;撒隆濕布;白金膏;""人生""舒寧巴斯;歡喜巴斯;""正光"" 巴斯藥膠布;悅心巴斯膏布;除痠痛膏布;濕痛藥膏布;樂樂鎮痛藥膏布;金龍藥膏布;〝三陽〞金系羔藥布;黃金膏;大維好安巴斯;濕痛布;大維貼痠痛藥布;""德山""青皮藥膠布;耐斯藥膠布;疼痛膏;""德山""祛酸痛藥膠布;""得生""安可巴斯;救筋酸痛布;福貼藥布;透骨痠痛布;脫酸寧藥膠布;脫酸寧涼藥布;日本三笠溫感藥膠布",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003786號;衛署成製字第003972號;衛署成製字第004090號;衛署成製字第004121號;衛署成製字第004148號;衛署成製字第004211號;衛署成製字第004218號;衛署成製字第004435號;衛署成製字第004545號;衛署成製字第005641號;衛署成製字第005666號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第006647號;衛署藥製字第027581號;衛署藥製字第032919號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第040571號;衛署藥輸字第018359號;衛署藥輸字第018627號;衛署藥輸字第019788號
CAT01,肌肉骨骼疼痛與發炎,ING0012,Diphenhydramine Hcl,,26,10,281,26,0.0925,1.0000,30.4,"嘉伊娜巴斯;金龍膏;""正光"" 巴斯藥膠布;濕痛膏布;〝三陽〞金系羔藥布;大維好安巴斯;""德山""鎮痛藥膠布;舒痛巴佈膏〝葡萄王〞;""得生""舒痛藥布;""葡萄王"" 百克斯膏布;易貼巴佈膏;爽樂巴斯藥膠布;舒爾痛;溫貼喜布;萬應紅花溫感藥布;巴斯達巴佈膏藥膠布;美帝喜布藥布;""得生""酸痛貼布;""生春""貼酸明痠痛布;貼利康水性藥布;貼可喜布;敵疼貼布;膚克舒貼布;日本三笠藥膠布Ｇ;日本三笠溫感藥膠布",衛署成製字第001427號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第004085號;衛署成製字第004218號;衛署成製字第004545號;衛署成製字第005700號;衛署成製字第009015號;衛署成製字第011077號;衛署藥製字第019363號;衛署藥製字第032920號;衛署藥製字第033057號;衛署藥製字第033156號;衛署藥製字第034095號;衛署藥製字第035217號;衛署藥製字第035703號;衛署藥製字第037282號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038310號;衛署藥製字第039881號;衛署藥製字第040204號;衛署藥輸字第018494號;衛署藥輸字第018582號;衛署藥輸字第019787號;衛署藥輸字第019788號
