ingredient_id,ingredient_inn,ingredient_zh,category_id,indication_category,indication_id,indication_standard,product_count,active_product_count,ingredient_total_product_count,indication_total_product_count,within_ingredient_rate,within_indication_rate,association_score,product_names,license_numbers
ING0082,4-Hydroxy-3-Methoxybenzyl Nonylic Acid Amide,,CAT01,肌肉骨骼疼痛與發炎,IND0103,肌肉酸痛,1,1,1,5,1.0000,0.2000,44.7,痛貼貼溫感貼片劑,衛署藥輸字第025000號
ING0082,4-Hydroxy-3-Methoxybenzyl Nonylic Acid Amide,,CAT02,外傷與軟組織損傷,IND0031,挫傷,1,1,1,9,1.0000,0.1111,33.3,痛貼貼溫感貼片劑,衛署藥輸字第025000號
ING0082,4-Hydroxy-3-Methoxybenzyl Nonylic Acid Amide,,CAT02,外傷與軟組織損傷,IND0143,撞傷,1,1,1,9,1.0000,0.1111,33.3,痛貼貼溫感貼片劑,衛署藥輸字第025000號
ING0082,4-Hydroxy-3-Methoxybenzyl Nonylic Acid Amide,,CAT01,肌肉骨骼疼痛與發炎,IND0003,肩膀酸痛,1,1,1,46,1.0000,0.0217,14.7,痛貼貼溫感貼片劑,衛署藥輸字第025000號
ING0082,4-Hydroxy-3-Methoxybenzyl Nonylic Acid Amide,,CAT03,神經痛與局部麻醉,IND0001,神經痛,1,1,1,69,1.0000,0.0145,12.0,痛貼貼溫感貼片劑,衛署藥輸字第025000號
ING0082,4-Hydroxy-3-Methoxybenzyl Nonylic Acid Amide,,CAT01,肌肉骨骼疼痛與發炎,IND0026,關節痛,1,1,1,96,1.0000,0.0104,10.2,痛貼貼溫感貼片劑,衛署藥輸字第025000號
ING0013,Bentonite,,CAT01,肌肉骨骼疼痛與發炎,IND0030,風濕痛,1,0,1,25,1.0000,0.0400,20.0,撒隆濕布,衛署成製字第002108號
ING0013,Bentonite,,CAT02,外傷與軟組織損傷,IND0015,扭傷,1,0,1,41,1.0000,0.0244,15.6,撒隆濕布,衛署成製字第002108號
ING0013,Bentonite,,CAT01,肌肉骨骼疼痛與發炎,IND0003,肩膀酸痛,1,0,1,46,1.0000,0.0217,14.7,撒隆濕布,衛署成製字第002108號
ING0013,Bentonite,,CAT01,肌肉骨骼疼痛與發炎,IND0029,筋肉痛,1,0,1,67,1.0000,0.0149,12.2,撒隆濕布,衛署成製字第002108號
ING0013,Bentonite,,CAT03,神經痛與局部麻醉,IND0001,神經痛,1,0,1,69,1.0000,0.0145,12.0,撒隆濕布,衛署成製字第002108號
ING0013,Bentonite,,CAT01,肌肉骨骼疼痛與發炎,IND0027,腰痛,1,0,1,118,1.0000,0.0085,9.2,撒隆濕布,衛署成製字第002108號
ING0078,Benzalkonium Chloride,,CAT12,皮膚局部治療,IND0199,切傷,1,0,1,1,1.0000,1.0000,60.0,日方消毒貼布,衛署藥輸字第024744號
ING0078,Benzalkonium Chloride,,CAT12,皮膚局部治療,IND0202,創傷傷口之消毒保護,1,0,1,1,1.0000,1.0000,60.0,日方消毒貼布,衛署藥輸字第024744號
ING0078,Benzalkonium Chloride,,CAT12,皮膚局部治療,IND0201,抓傷,1,0,1,1,1.0000,1.0000,60.0,日方消毒貼布,衛署藥輸字第024744號
ING0078,Benzalkonium Chloride,,CAT12,皮膚局部治療,IND0200,擦傷,1,0,1,1,1.0000,1.0000,60.0,日方消毒貼布,衛署藥輸字第024744號
ING0004,Borneol,,CAT03,神經痛與局部麻醉,IND0001,神經痛,12,2,12,69,1.0000,0.1739,41.7,"撒隆巴斯;巴士;嘉伊娜巴斯;奧林巴斯;痛穩好藥布;歡喜巴斯;""正光"" 巴斯藥膠布;濕痛膏布;大維好安巴斯;""葡萄王"" 百克斯膏布;""德山""祛酸痛藥膠布",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第003240號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第003786號;衛署成製字第004085號;衛署成製字第004545號;衛署成製字第008494號;衛署藥製字第019363號;衛署藥製字第027581號
ING0004,Borneol,,CAT02,外傷與軟組織損傷,IND0035,打傷消腫,2,0,12,2,0.1667,1.0000,40.8,奧林巴斯,衛署成製字第003240號;衛署成製字第008494號
ING0004,Borneol,,CAT01,肌肉骨骼疼痛與發炎,IND0010,筋骨疲勞等炎症,2,0,12,2,0.1667,1.0000,40.8,撒隆巴斯;大維好安巴斯,內衛成製字第000061號;衛署成製字第004545號
ING0004,Borneol,,CAT01,肌肉骨骼疼痛與發炎,IND0028,筋骨疲勞,3,2,12,5,0.2500,0.6000,38.7,"嘉伊娜巴斯;濕痛膏布;""德山""祛酸痛藥膠布",衛署成製字第001427號;衛署成製字第004085號;衛署藥製字第027581號
ING0004,Borneol,,CAT02,外傷與軟組織損傷,IND0004,碰傷,3,0,12,8,0.2500,0.3750,30.6,"撒隆巴斯;""正光"" 巴斯藥膠布;大維好安巴斯",內衛成製字第000061號;衛署成製字第003786號;衛署成製字第004545號
ING0004,Borneol,,CAT14,頸部以上部位疼痛,IND0007,牙痛,2,0,12,4,0.1667,0.5000,28.9,撒隆巴斯;大維好安巴斯,內衛成製字第000061號;衛署成製字第004545號
ING0004,Borneol,,CAT13,其他治療用途,IND0009,乳腺炎,1,0,12,1,0.0833,1.0000,28.9,撒隆巴斯,內衛成製字第000061號
ING0004,Borneol,,CAT03,神經痛與局部麻醉,IND0100,坐骨神精痛,1,0,12,1,0.0833,1.0000,28.9,"""葡萄王"" 百克斯膏布",衛署藥製字第019363號
ING0004,Borneol,,CAT15,扁桃腺炎,IND0008,扁桃腺炎,1,0,12,1,0.0833,1.0000,28.9,撒隆巴斯,內衛成製字第000061號
ING0004,Borneol,,CAT02,外傷與軟組織損傷,IND0014,拗傷,1,0,12,1,0.0833,1.0000,28.9,巴士,內衛成製字第000971號
ING0004,Borneol,,CAT01,肌肉骨骼疼痛與發炎,IND0036,肩胛酸痛,1,0,12,1,0.0833,1.0000,28.9,痛穩好藥布,衛署成製字第003346號
ING0004,Borneol,,CAT01,肌肉骨骼疼痛與發炎,IND0037,運動後之肌肉疼痛及關節痛,1,0,12,1,0.0833,1.0000,28.9,痛穩好藥布,衛署成製字第003346號
ING0004,Borneol,,CAT01,肌肉骨骼疼痛與發炎,IND0027,腰痛,10,2,12,118,0.8333,0.0847,26.6,"嘉伊娜巴斯;奧林巴斯;痛穩好藥布;歡喜巴斯;""正光"" 巴斯藥膠布;濕痛膏布;大維好安巴斯;""葡萄王"" 百克斯膏布;""德山""祛酸痛藥膠布",衛署成製字第001427號;衛署成製字第003240號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第003786號;衛署成製字第004085號;衛署成製字第004545號;衛署成製字第008494號;衛署藥製字第019363號;衛署藥製字第027581號
ING0004,Borneol,,CAT14,頸部以上部位疼痛,IND0006,頭痛,2,0,12,5,0.1667,0.4000,25.8,撒隆巴斯;大維好安巴斯,內衛成製字第000061號;衛署成製字第004545號
ING0004,Borneol,,CAT01,肌肉骨骼疼痛與發炎,IND0034,肩膀痠痛,4,0,12,21,0.3333,0.1905,25.2,奧林巴斯;歡喜巴斯;大維好安巴斯,衛署成製字第003240號;衛署成製字第003380號;衛署成製字第004545號;衛署成製字第008494號
ING0004,Borneol,,CAT01,肌肉骨骼疼痛與發炎,IND0030,風濕痛,4,1,12,25,0.3333,0.1600,23.1,"痛穩好藥布;歡喜巴斯;""葡萄王"" 百克斯膏布;""德山""祛酸痛藥膠布",衛署成製字第003346號;衛署成製字第003380號;衛署藥製字第019363號;衛署藥製字第027581號
ING0004,Borneol,,CAT02,外傷與軟組織損傷,IND0015,扭傷,5,1,12,41,0.4167,0.1220,22.5,"巴士;痛穩好藥布;歡喜巴斯;濕痛膏布;""德山""祛酸痛藥膠布",內衛成製字第000971號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第004085號;衛署藥製字第027581號
ING0004,Borneol,,CAT01,肌肉骨骼疼痛與發炎,IND0013,肌肉疲勞,4,0,12,28,0.3333,0.1429,21.8,巴士;奧林巴斯;歡喜巴斯,內衛成製字第000971號;衛署成製字第003240號;衛署成製字第003380號;衛署成製字第008494號
ING0004,Borneol,,CAT01,肌肉骨骼疼痛與發炎,IND0003,肩膀酸痛,5,2,12,46,0.4167,0.1087,21.3,"撒隆巴斯;嘉伊娜巴斯;""正光"" 巴斯藥膠布;濕痛膏布;""德山""祛酸痛藥膠布",內衛成製字第000061號;衛署成製字第001427號;衛署成製字第003786號;衛署成製字第004085號;衛署藥製字第027581號
ING0004,Borneol,,CAT01,肌肉骨骼疼痛與發炎,IND0011,腰酸背痛,2,0,12,10,0.1667,0.2000,18.3,"巴士;""葡萄王"" 百克斯膏布",內衛成製字第000971號;衛署藥製字第019363號
ING0004,Borneol,,CAT01,肌肉骨骼疼痛與發炎,IND0002,關節炎,2,0,12,10,0.1667,0.2000,18.3,撒隆巴斯;大維好安巴斯,內衛成製字第000061號;衛署成製字第004545號
ING0004,Borneol,,CAT01,肌肉骨骼疼痛與發炎,IND0026,關節痛,6,2,12,96,0.5000,0.0625,17.7,"嘉伊娜巴斯;奧林巴斯;""正光"" 巴斯藥膠布;濕痛膏布;""德山""祛酸痛藥膠布",衛署成製字第001427號;衛署成製字第003240號;衛署成製字第003786號;衛署成製字第004085號;衛署成製字第008494號;衛署藥製字第027581號
ING0004,Borneol,,CAT02,外傷與軟組織損傷,IND0005,腰傷,1,0,12,3,0.0833,0.3333,16.7,撒隆巴斯,內衛成製字第000061號
ING0004,Borneol,,CAT01,肌肉骨骼疼痛與發炎,IND0101,關節痛）,1,0,12,12,0.0833,0.0833,8.3,"""葡萄王"" 百克斯膏布",衛署藥製字第019363號
ING0004,Borneol,,CAT99,待人工確認,IND0099,（筋肉痛,1,0,12,12,0.0833,0.0833,8.3,"""葡萄王"" 百克斯膏布",衛署藥製字第019363號
ING0004,Borneol,,CAT01,肌肉骨骼疼痛與發炎,IND0029,筋肉痛,2,1,12,67,0.1667,0.0299,7.1,"歡喜巴斯;""德山""祛酸痛藥膠布",衛署成製字第003380號;衛署藥製字第027581號
ING0004,Borneol,,CAT01,肌肉骨骼疼痛與發炎,IND0012,肌肉痛,1,0,12,47,0.0833,0.0213,4.2,巴士,內衛成製字第000971號
ING0085,Buprenorphine,,CAT04,全身性疼痛控制,IND0217,在長期需要類鴉片藥物之止痛效果時,3,0,5,3,0.6000,1.0000,77.5,舒免疼穿皮貼片劑5微公克/小時;舒免疼穿皮貼片劑10微公克/小時;舒免疼穿皮貼片劑20微公克/小時,衛部藥輸字第026280號;衛部藥輸字第026281號;衛部藥輸字第026282號
ING0085,Buprenorphine,,CAT04,全身性疼痛控制,IND0218,用於中度非癌症疼痛的治療,3,0,5,3,0.6000,1.0000,77.5,舒免疼穿皮貼片劑5微公克/小時;舒免疼穿皮貼片劑10微公克/小時;舒免疼穿皮貼片劑20微公克/小時,衛部藥輸字第026280號;衛部藥輸字第026281號;衛部藥輸字第026282號
ING0085,Buprenorphine,,CAT99,待人工確認,IND0219,舒免疼不適用於治療急性疼痛,3,0,5,3,0.6000,1.0000,77.5,舒免疼穿皮貼片劑5微公克/小時;舒免疼穿皮貼片劑10微公克/小時;舒免疼穿皮貼片劑20微公克/小時,衛部藥輸字第026280號;衛部藥輸字第026281號;衛部藥輸字第026282號
ING0085,Buprenorphine,,CAT99,待人工確認,IND0220,說明：本品療效主要建立在已使用過類鴉片止痛藥物病患或已對本藥品可耐受且有止痛反應之病患所進行之臨床試驗,3,0,5,3,0.6000,1.0000,77.5,舒免疼穿皮貼片劑5微公克/小時;舒免疼穿皮貼片劑10微公克/小時;舒免疼穿皮貼片劑20微公克/小時,衛部藥輸字第026280號;衛部藥輸字第026281號;衛部藥輸字第026282號
ING0085,Buprenorphine,,CAT04,全身性疼痛控制,IND0222,以及對非類鴉片鎮痛劑無效之重度疼痛,2,0,5,2,0.4000,1.0000,63.2,全克痛穿皮貼片劑35微克/小時;全克痛穿皮貼片劑52.5微克/小時,衛部藥輸字第026935號;衛部藥輸字第026936號
ING0085,Buprenorphine,,CAT99,待人工確認,IND0223,說明：僅限使用於曾經使用過類鴉片藥物的患者,2,0,5,2,0.4000,1.0000,63.2,全克痛穿皮貼片劑35微克/小時;全克痛穿皮貼片劑52.5微克/小時,衛部藥輸字第026935號;衛部藥輸字第026936號
ING0085,Buprenorphine,,CAT04,全身性疼痛控制,IND0221,需要長期全天性使用類鴉片鎮痛劑之中度至重度癌症疼痛,2,0,5,2,0.4000,1.0000,63.2,全克痛穿皮貼片劑35微克/小時;全克痛穿皮貼片劑52.5微克/小時,衛部藥輸字第026935號;衛部藥輸字第026936號
ING0034,Cajuput Oil,,CAT12,皮膚局部治療,IND0075,周邊癢痛,2,0,2,2,1.0000,1.0000,75.0,虎標永安堂萬金油（紅）;虎標永安堂萬金油（白）,衛署成製字第009355號;衛署成製字第009356號
ING0034,Cajuput Oil,,CAT02,外傷與軟組織損傷,IND0076,手足腫痛,2,0,2,2,1.0000,1.0000,75.0,虎標永安堂萬金油（紅）;虎標永安堂萬金油（白）,衛署成製字第009355號;衛署成製字第009356號
ING0034,Cajuput Oil,,CAT12,皮膚局部治療,IND0077,湯火刀傷,2,0,2,2,1.0000,1.0000,75.0,虎標永安堂萬金油（紅）;虎標永安堂萬金油（白）,衛署成製字第009355號;衛署成製字第009356號
ING0034,Cajuput Oil,,CAT14,頸部以上部位疼痛,IND0074,牙痛耳痛,2,0,2,2,1.0000,1.0000,75.0,虎標永安堂萬金油（紅）;虎標永安堂萬金油（白）,衛署成製字第009355號;衛署成製字第009356號
ING0034,Cajuput Oil,,CAT99,待人工確認,IND0073,神經骨痛,2,0,2,2,1.0000,1.0000,75.0,虎標永安堂萬金油（紅）;虎標永安堂萬金油（白）,衛署成製字第009355號;衛署成製字第009356號
ING0034,Cajuput Oil,,CAT01,肌肉骨骼疼痛與發炎,IND0072,腰骨酸痛,2,0,2,2,1.0000,1.0000,75.0,虎標永安堂萬金油（紅）;虎標永安堂萬金油（白）,衛署成製字第009355號;衛署成製字第009356號
ING0034,Cajuput Oil,,CAT12,皮膚局部治療,IND0078,蚊蟲咬傷,2,0,2,2,1.0000,1.0000,75.0,虎標永安堂萬金油（紅）;虎標永安堂萬金油（白）,衛署成製字第009355號;衛署成製字第009356號
ING0034,Cajuput Oil,,CAT10,止吐與暈動症,IND0071,頭暈目眩,2,0,2,2,1.0000,1.0000,75.0,虎標永安堂萬金油（紅）;虎標永安堂萬金油（白）,衛署成製字第009355號;衛署成製字第009356號
ING0002,Camphor,,CAT01,肌肉骨骼疼痛與發炎,IND0027,腰痛,87,37,119,118,0.7311,0.7373,73.4,"嘉伊娜巴斯;撒隆濕布;涼涼涼鎮痛藥布;白金膏;""人生""舒寧巴斯;歡喜巴斯;金龍膏;""正光"" 巴斯藥膠布;百珍膏布;悅心巴斯膏布;濕痛膏布;除痠痛膏布;樂樂鎮痛藥膏布;黃金膏;大維好安巴斯;濕痛布;""德山""鎮痛藥膠布;""德山""青皮藥膠布;耐斯藥膠布;""德山""象印膏藥膠布;疼痛膏;三陽朝日膏;人生舒冷巴佈膏;人生溫感巴佈膏;舒痛巴佈膏〝葡萄王〞;熱龍巴布;抗痛寧舒布;曼秀雷敦鎮痛水性藥膠布;虎標水性鎮痛藥布;""得生""舒痛藥布;""得生""剋百痛藥布;""得生"" 滅痠痛藥布;鐵甲貼布;""三陽"" 痠痛萬金膏;""三陽"" 痠痛金絲膏藥布;""葡萄王"" 百克斯膏布;""陽生"" 鎮痛膏布;貼溫藥膏布;舒百達藥膠布;寶安藥膠布;舒可達藥膠布;舒必達藥膠布;""德山""祛酸痛藥膠布;""德山""祛風濕藥膠布;貼可藥膠布;美帝喜布藥膠布;""得生""安可巴斯;易貼巴佈膏;巴巴痛;生春痠痛寧藥膠布;萬應紅花溫感藥布;巴斯達巴佈膏藥膠布;貼可藥布;美帝喜布藥布;""得生""酸痛貼布;救筋酸痛布;福貼藥布;""生春""貼酸明痠痛布;樂貼藥布;""得生""滅痛藥布;抗痛舒佈藥膠布;透骨痠痛布;救痛藥布;德國薄荷標消炎膏;虎標鎮痛藥布;""德山""筋來爽藥膠布;""德山"" 舒痠痛藥布;奔肌滲透止痛貼;三箭水性鎮痛藥膏布;""漁人"" 療痛貼藥膠布;〝近江兄弟〞萬痛安酸痛貼布;""得生"" 貼立舒喜布;〝護民〞緩痛貼藥膠布;〝德山〞運動巴斯藥膠布;〝國品〞療舒貼藥膠布;”得生”易貼巴佈膏貼布;脫酸寧透明藥布;脫酸寧藥膠布;膚克舒貼布;好克斯貼布;脫酸寧Ａ藥布;日本三笠藥膠布Ｇ;日本三笠溫感藥膠布;藤澤藥膠布;撒隆適布;撒隆適布肌兒帕奇貼片;速達酸痛貼布",衛署成製字第001427號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第003836號;衛署成製字第003972號;衛署成製字第004085號;衛署成製字第004090號;衛署成製字第004148號;衛署成製字第004435號;衛署成製字第004545號;衛署成製字第005641號;衛署成製字第005700號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第005910號;衛署成製字第006647號;衛署成製字第007361號;衛署成製字第007868號;衛署成製字第008368號;衛署成製字第009015號;衛署成製字第009438號;衛署成製字第010319號;衛署成製字第010389號;衛署成製字第011076號;衛署成製字第011077號;衛署成製字第011644號;衛署成製字第013194號;衛署成輸字第000001號;衛署藥製字第011334號;衛署藥製字第017039號;衛署藥製字第019363號;衛署藥製字第021345號;衛署藥製字第022623號;衛署藥製字第022741號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第028231號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第032919號;衛署藥製字第032920號;衛署藥製字第033155號;衛署藥製字第034140號;衛署藥製字第035217號;衛署藥製字第035703號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038310號;衛署藥製字第038322號;衛署藥製字第039767號;衛署藥製字第039768號;衛署藥製字第040571號;衛署藥製字第040929號;衛署藥製字第042882號;衛署藥製字第043030號;衛署藥製字第043430號;衛署藥製字第045173號;衛署藥製字第047605號;衛署藥製字第047842號;衛署藥製字第048163號;衛署藥製字第048748號;衛署藥製字第049007號;衛署藥製字第049355號;衛署藥製字第049460號;衛署藥製字第049614號;衛署藥製字第049675號;衛署藥輸字第018206號;衛署藥輸字第018359號;衛署藥輸字第018582號;衛署藥輸字第018709號;衛署藥輸字第019083號;衛署藥輸字第019787號;衛署藥輸字第019788號;衛署藥輸字第020565號;衛署藥輸字第022347號;衛署藥輸字第023545號;衛署藥輸字第024182號
ING0002,Camphor,,CAT01,肌肉骨骼疼痛與發炎,IND0026,關節痛,73,35,119,96,0.6134,0.7604,68.3,"嘉伊娜巴斯;涼涼涼鎮痛藥布;白金膏;""人生""舒寧巴斯;""正光"" 巴斯藥膠布;百珍膏布;濕痛膏布;除痠痛膏布;濕痛藥膏布;樂樂鎮痛藥膏布;〝三陽〞金系羔藥布;黃金膏;濕痛布;大維貼痠痛藥布;""德山""鎮痛藥膠布;""德山""青皮藥膠布;三陽朝日膏;人生舒冷巴佈膏;人生溫感巴佈膏;熱龍巴布;抗痛寧舒布;曼秀雷敦鎮痛水性藥膠布;虎標水性鎮痛藥布;""得生""舒痛藥布;""得生""剋百痛藥布;""得生"" 滅痠痛藥布;鐵甲貼布;""三陽"" 痠痛萬金膏;""陽生"" 鎮痛膏布;貼溫藥膏布;舒百達藥膠布;舒可達藥膠布;舒必達藥膠布;""德山""祛酸痛藥膠布;""德山""祛風濕藥膠布;""得生""安可巴斯;巴巴痛;舒爾痛;萬應紅花溫感藥布;巴貼斯巴佈膏藥膠布;巴斯達巴佈膏藥膠布;""生春""貼酸明痠痛布;""得生""滅痛藥布;抗痛舒佈藥膠布;貼可喜布;救痛藥布;德國薄荷標消炎膏;虎標鎮痛藥布;""德山""筋來爽藥膠布;""德山"" 舒痠痛藥布;奔肌滲透止痛貼;三箭水性鎮痛藥膏布;""漁人"" 療痛貼藥膠布;〝近江兄弟〞萬痛安酸痛貼布;""得生"" 貼立舒喜布;〝護民〞緩痛貼藥膠布;〝德山〞運動巴斯藥膠布;〝國品〞療舒貼藥膠布;”得生”易貼巴佈膏貼布;脫酸寧透明藥布;脫酸寧藥膠布;膚克舒貼布;脫酸寧涼藥布;好克斯貼布;痛貼貼貼片劑;脫酸寧Ａ藥布;日本三笠藥膠布Ｇ;藤澤藥膠布;熱克百疼貼布劑;撒隆適布;撒隆適布肌兒帕奇貼片;速達酸痛貼布;痛貼貼溫感貼片劑",衛署成製字第001427號;衛署成製字第002303號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003786號;衛署成製字第003836號;衛署成製字第004085號;衛署成製字第004090號;衛署成製字第004121號;衛署成製字第004148號;衛署成製字第004218號;衛署成製字第004435號;衛署成製字第005641號;衛署成製字第005666號;衛署成製字第005700號;衛署成製字第005716號;衛署成製字第007361號;衛署成製字第007868號;衛署成製字第008368號;衛署成製字第009438號;衛署成製字第010319號;衛署成製字第010389號;衛署成製字第011076號;衛署成製字第011077號;衛署成製字第011644號;衛署成製字第013194號;衛署成輸字第000001號;衛署藥製字第011334號;衛署藥製字第021345號;衛署藥製字第022623號;衛署藥製字第022741號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第028231號;衛署藥製字第032919號;衛署藥製字第033155號;衛署藥製字第033156號;衛署藥製字第035217號;衛署藥製字第035323號;衛署藥製字第035703號;衛署藥製字第038310號;衛署藥製字第039767號;衛署藥製字第039768號;衛署藥製字第040204號;衛署藥製字第040929號;衛署藥製字第042882號;衛署藥製字第043030號;衛署藥製字第043430號;衛署藥製字第045173號;衛署藥製字第047605號;衛署藥製字第047842號;衛署藥製字第048163號;衛署藥製字第048748號;衛署藥製字第049007號;衛署藥製字第049355號;衛署藥製字第049460號;衛署藥製字第049614號;衛署藥製字第049675號;衛署藥輸字第018206號;衛署藥輸字第018359號;衛署藥輸字第018582號;衛署藥輸字第018627號;衛署藥輸字第018709號;衛署藥輸字第018861號;衛署藥輸字第019083號;衛署藥輸字第019787號;衛署藥輸字第020565號;衛署藥輸字第021384號;衛署藥輸字第022347號;衛署藥輸字第023545號;衛署藥輸字第024182號;衛署藥輸字第025000號
ING0002,Camphor,,CAT03,神經痛與局部麻醉,IND0001,神經痛,52,14,119,69,0.4370,0.7536,57.4,"撒隆巴斯;巴士;嘉伊娜巴斯;撒隆濕布;涼涼涼鎮痛藥布;""人生""舒寧巴斯;歡喜巴斯;金龍膏;""正光"" 巴斯藥膠布;百珍膏布;悅心巴斯膏布;濕痛膏布;濕痛藥膏布;樂樂鎮痛藥膏布;〝三陽〞金系羔藥布;黃金膏;大維好安巴斯;大維貼痠痛藥布;""德山"" 免酸痛藥膠布;""德山""青皮藥膠布;耐斯藥膠布;""德山""象印膏藥膠布;疼痛膏;舒痛巴佈膏〝葡萄王〞;""得生""舒痛藥布;""真富""薄荷膏藥膠布;""三陽"" 痠痛萬金膏;""三陽"" 痠痛金絲膏藥布;""葡萄王"" 百克斯膏布;""陽生"" 鎮痛膏布;貼溫藥膏布;舒百達藥膠布;寶安藥膠布;舒可達藥膠布;舒必達藥膠布;""德山""祛酸痛藥膠布;""德山""祛風濕藥膠布;貼可藥膠布;美帝喜布藥膠布;易貼巴佈膏;溫貼喜布;生春痠痛寧藥膠布;貼可藥布;美帝喜布藥布;""得生""酸痛貼布;救筋酸痛布;福貼藥布;樂貼藥布;透骨痠痛布;脫酸寧涼藥布;痛貼貼貼片劑;痛貼貼溫感貼片劑",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第003836號;衛署成製字第003972號;衛署成製字第004085號;衛署成製字第004121號;衛署成製字第004148號;衛署成製字第004218號;衛署成製字第004435號;衛署成製字第004545號;衛署成製字第005666號;衛署成製字第005667號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第005910號;衛署成製字第006647號;衛署成製字第009015號;衛署成製字第011077號;衛署成製字第015313號;衛署藥製字第011334號;衛署藥製字第017039號;衛署藥製字第019363號;衛署藥製字第021345號;衛署藥製字第022623號;衛署藥製字第022741號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第028231號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第032920號;衛署藥製字第034095號;衛署藥製字第034140號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038322號;衛署藥製字第040571號;衛署藥輸字第018627號;衛署藥輸字第018861號;衛署藥輸字第025000號
ING0002,Camphor,,CAT01,肌肉骨骼疼痛與發炎,IND0003,肩膀酸痛,34,10,119,46,0.2857,0.7391,46.0,"撒隆巴斯;嘉伊娜巴斯;撒隆濕布;涼涼涼鎮痛藥布;""人生""舒寧巴斯;""正光"" 巴斯藥膠布;百珍膏布;濕痛膏布;樂樂鎮痛藥膏布;""德山""青皮藥膠布;抗痛寧舒布;""得生""剋百痛藥布;""三陽"" 痠痛金絲膏藥布;""陽生"" 鎮痛膏布;舒百達藥膠布;舒可達藥膠布;舒必達藥膠布;""德山""祛酸痛藥膠布;虎標鎮痛藥布;三箭水性鎮痛藥膏布;〝近江兄弟〞萬痛安酸痛貼布;""得生"" 貼立舒喜布;脫酸寧透明藥布;脫酸寧涼藥布;好克斯貼布;痛貼貼貼片劑;脫酸寧Ａ藥布;日本三笠藥膠布Ｇ;日本三笠溫感藥膠布;藤澤藥膠布;撒隆適布;撒隆適布肌兒帕奇貼片;速達酸痛貼布;痛貼貼溫感貼片劑",內衛成製字第000061號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第003332號;衛署成製字第003786號;衛署成製字第003836號;衛署成製字第004085號;衛署成製字第004148號;衛署成製字第005716號;衛署成製字第010319號;衛署成製字第011644號;衛署藥製字第017039號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第043030號;衛署藥製字第047842號;衛署藥製字第048748號;衛署藥製字第049007號;衛署藥輸字第018206號;衛署藥輸字第018627號;衛署藥輸字第018709號;衛署藥輸字第018861號;衛署藥輸字第019083號;衛署藥輸字第019787號;衛署藥輸字第019788號;衛署藥輸字第020565號;衛署藥輸字第022347號;衛署藥輸字第023545號;衛署藥輸字第024182號;衛署藥輸字第025000號
