product_id,indication_id,source_id,verified_at
spray_0111,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0112,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0113,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0114,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0115,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0116,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0117,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0118,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0119,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0120,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0121,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0122,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0123,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0124,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0125,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0126,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0127,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0128,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0129,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0130,ind_6,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0131,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0132,ind_2,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0133,ind_18,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0134,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0135,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0136,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0137,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0138,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0139,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0140,ind_unknown,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0141,ind_鼻炎_副鼻腔炎_過敏性鼻炎_鼻塞_流鼻水_鼻出血,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
