ingredient_id,ingredient_inn,ingredient_zh,indication_id,indication_standard,product_count,license_count,active_license_count,product_names,license_numbers,evidence_source,last_updated
ING0003,Menthol,,IND0028,筋骨疲勞,5,5,2,"""人生""舒寧巴斯;""德山""祛酸痛藥膠布;嘉伊娜巴斯;涼涼涼鎮痛藥布;濕痛膏布",衛署成製字第001427號;衛署成製字第002303號;衛署成製字第003332號;衛署成製字第004085號;衛署藥製字第027581號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0005,Thymol,,IND0026,關節痛,17,17,3,"""人生""舒寧巴斯;""得生""安可巴斯;""德山""祛酸痛藥膠布;""德山""青皮藥膠布;""正光"" 巴斯藥膠布;〝三陽〞金系羔藥布;嘉伊娜巴斯;大維貼痠痛藥布;樂樂鎮痛藥膏布;濕痛布;濕痛藥膏布;白金膏;脫酸寧涼藥布;脫酸寧藥膠布;金龍藥膏布;除痠痛膏布;黃金膏",衛署成製字第001427號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003786號;衛署成製字第004090號;衛署成製字第004121號;衛署成製字第004148號;衛署成製字第004211號;衛署成製字第004218號;衛署成製字第004435號;衛署成製字第005641號;衛署成製字第005666號;衛署成製字第005716號;衛署藥製字第027581號;衛署藥製字第032919號;衛署藥輸字第018359號;衛署藥輸字第018627號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0005,Thymol,,IND0027,腰痛,23,23,5,"""人生""舒寧巴斯;""得生""安可巴斯;""德山""祛酸痛藥膠布;""德山""青皮藥膠布;""正光"" 巴斯藥膠布;嘉伊娜巴斯;大維好安巴斯;悅心巴斯膏布;撒隆濕布;救筋酸痛布;日本三笠溫感藥膠布;樂樂鎮痛藥膏布;歡喜巴斯;濕痛布;疼痛膏;白金膏;福貼藥布;耐斯藥膠布;脫酸寧藥膠布;透骨痠痛布;金龍藥膏布;除痠痛膏布;黃金膏",衛署成製字第001427號;衛署成製字第002108號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003786號;衛署成製字第003972號;衛署成製字第004090號;衛署成製字第004148號;衛署成製字第004211號;衛署成製字第004435號;衛署成製字第004545號;衛署成製字第005641號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第006647號;衛署藥製字第027581號;衛署藥製字第032919號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第040571號;衛署藥輸字第018359號;衛署藥輸字第019788號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0005,Thymol,,IND0028,筋骨疲勞,3,3,2,"""人生""舒寧巴斯;""德山""祛酸痛藥膠布;嘉伊娜巴斯",衛署成製字第001427號;衛署成製字第003332號;衛署藥製字第027581號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0007,Methyl salicylate,,IND0026,關節痛,53,56,21,"""三陽"" 痠痛萬金膏;""人生""舒寧巴斯;""得生"" 滅痠痛藥布;""得生""剋百痛藥布;""得生""安可巴斯;""得生""滅痛藥布;""得生""舒痛藥布;""德山""祛酸痛藥膠布;""德山""祛風濕藥膠布;""德山""鎮痛藥膠布;""德山""青皮藥膠布;""正光"" 巴斯藥膠布;""港香蘭""撲來貼藥布;""陽生"" 鎮痛膏布;”得生”易貼巴佈膏貼布;〝三陽〞金系羔藥布;〝德山〞運動巴斯藥膠布;〝近江兄弟〞萬痛安酸痛貼布;三陽朝日膏;嘉伊娜巴斯;大維貼痠痛藥布;奔肌滲透止痛貼;奧林巴斯;好克斯貼布;巴斯達巴佈膏藥膠布;巴貼斯巴佈膏藥膠布;抗痛寧舒布;撒隆巴斯舒適貼;撒隆巴斯－益;樂樂鎮痛藥膏布;治痛巴斯藥膠布;涼涼涼鎮痛藥布;濕痛布;濕痛膏布;濕痛藥膏布;熱克百疼貼布劑;痛貼貼溫感貼片劑;痛貼貼貼片劑;白金膏;百珍膏布;脫酸寧藥膠布;脫酸寧Ａ藥布;舒可達藥膠布;舒必達藥膠布;舒爾痛;舒百達藥膠布;萬應紅花溫感藥布;虎標水性鎮痛藥布;貼布;貼溫藥膏布;速達酸痛貼布;除痠痛膏布;黃金膏",衛署成製字第001427號;衛署成製字第002303號;衛署成製字第003051號;衛署成製字第003240號;衛署成製字第003332號;衛署成製字第003786號;衛署成製字第003836號;衛署成製字第004085號;衛署成製字第004090號;衛署成製字第004121號;衛署成製字第004124號;衛署成製字第004148號;衛署成製字第004218號;衛署成製字第004435號;衛署成製字第005229號;衛署成製字第005641號;衛署成製字第005666號;衛署成製字第005700號;衛署成製字第005716號;衛署成製字第007361號;衛署成製字第008493號;衛署成製字第008494號;衛署成製字第010319號;衛署成製字第011076號;衛署成製字第011077號;衛署成製字第011644號;衛署成製字第013194號;衛署藥製字第008962號;衛署藥製字第011334號;衛署藥製字第021345號;衛署藥製字第022623號;衛署藥製字第022741號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第028231號;衛署藥製字第032919號;衛署藥製字第033156號;衛署藥製字第035217號;衛署藥製字第035322號;衛署藥製字第035323號;衛署藥製字第035703號;衛署藥製字第039767號;衛署藥製字第047605號;衛署藥製字第048748號;衛署藥製字第049460號;衛署藥製字第049675號;衛署藥輸字第018359號;衛署藥輸字第018709號;衛署藥輸字第018861號;衛署藥輸字第019083號;衛署藥輸字第019143號;衛署藥輸字第021384號;衛署藥輸字第024182號;衛署藥輸字第025000號;衛署藥輸字第025157號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0007,Methyl salicylate,,IND0027,腰痛,66,68,22,"""三陽"" 痠痛萬金膏;""三陽"" 痠痛金絲膏藥布;""人生""舒寧巴斯;""得生"" 滅痠痛藥布;""得生""剋百痛藥布;""得生""安可巴斯;""得生""滅痛藥布;""得生""舒痛藥布;""得生""酸痛貼布;""德山""祛酸痛藥膠布;""德山""祛風濕藥膠布;""德山""象印膏藥膠布;""德山""鎮痛藥膠布;""德山""青皮藥膠布;""正光"" 巴斯藥膠布;""葡萄王"" 百克斯膏布;""陽生"" 鎮痛膏布;”得生”易貼巴佈膏貼布;〝德山〞運動巴斯藥膠布;〝近江兄弟〞萬痛安酸痛貼布;三陽朝日膏;嘉伊娜巴斯;大維好安巴斯;奔肌滲透止痛貼;奧林巴斯;好克斯貼布;寶安藥膠布;巴斯達巴佈膏藥膠布;悅心巴斯膏布;抗痛寧舒布;撒隆巴斯－益;撒隆濕布;救筋酸痛布;日本三笠溫感藥膠布;易貼巴佈膏;樂樂鎮痛藥膏布;樂貼藥布;歡喜巴斯;治痛巴斯藥膠布;涼涼涼鎮痛藥布;濕痛布;濕痛膏布;生春痠痛寧藥膠布;痛穩好藥布;白金膏;百珍膏布;福貼藥布;美帝喜布藥布;美帝喜布藥膠布;脫酸寧藥膠布;脫酸寧Ａ藥布;舒可達藥膠布;舒必達藥膠布;舒痛巴佈膏〝葡萄王〞;舒百達藥膠布;萬應紅花溫感藥布;虎標水性鎮痛藥布;貼可藥布;貼可藥膠布;貼布;貼溫藥膏布;透骨痠痛布;速達酸痛貼布;金龍膏;除痠痛膏布;黃金膏",衛署成製字第001427號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第003051號;衛署成製字第003240號;衛署成製字第003332號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第003836號;衛署成製字第003972號;衛署成製字第004085號;衛署成製字第004090號;衛署成製字第004148號;衛署成製字第004435號;衛署成製字第004545號;衛署成製字第005229號;衛署成製字第005641號;衛署成製字第005700號;衛署成製字第005716號;衛署成製字第005910號;衛署成製字第007361號;衛署成製字第008493號;衛署成製字第008494號;衛署成製字第009015號;衛署成製字第010319號;衛署成製字第011076號;衛署成製字第011077號;衛署成製字第011644號;衛署成製字第013194號;衛署藥製字第008962號;衛署藥製字第011334號;衛署藥製字第017039號;衛署藥製字第019363號;衛署藥製字第021345號;衛署藥製字第022623號;衛署藥製字第022741號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第028231號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第032919號;衛署藥製字第032920號;衛署藥製字第034140號;衛署藥製字第035217號;衛署藥製字第035703號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038322號;衛署藥製字第039767號;衛署藥製字第040571號;衛署藥製字第047605號;衛署藥製字第048748號;衛署藥製字第049460號;衛署藥製字第049675號;衛署藥輸字第018359號;衛署藥輸字第018709號;衛署藥輸字第019083號;衛署藥輸字第019143號;衛署藥輸字第019788號;衛署藥輸字第024182號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0007,Methyl salicylate,,IND0028,筋骨疲勞,5,5,2,"""人生""舒寧巴斯;""德山""祛酸痛藥膠布;嘉伊娜巴斯;涼涼涼鎮痛藥布;濕痛膏布",衛署成製字第001427號;衛署成製字第002303號;衛署成製字第003332號;衛署成製字第004085號;衛署藥製字第027581號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0012,Diphenhydramine Hcl,,IND0001,神經痛,13,13,3,"""得生""舒痛藥布;""得生""酸痛貼布;""正光"" 巴斯藥膠布;""葡萄王"" 百克斯膏布;〝三陽〞金系羔藥布;嘉伊娜巴斯;大維好安巴斯;易貼巴佈膏;溫貼喜布;濕痛膏布;美帝喜布藥布;舒痛巴佈膏〝葡萄王〞;金龍膏",衛署成製字第001427號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第004085號;衛署成製字第004218號;衛署成製字第004545號;衛署成製字第009015號;衛署成製字第011077號;衛署藥製字第019363號;衛署藥製字第032920號;衛署藥製字第034095號;衛署藥製字第037297號;衛署藥製字第037298號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0012,Diphenhydramine Hcl,,IND0026,關節痛,14,14,8,"""得生""舒痛藥布;""德山""鎮痛藥膠布;""正光"" 巴斯藥膠布;""生春""貼酸明痠痛布;〝三陽〞金系羔藥布;嘉伊娜巴斯;巴斯達巴佈膏藥膠布;日本三笠藥膠布Ｇ;濕痛膏布;爽樂巴斯藥膠布;膚克舒貼布;舒爾痛;萬應紅花溫感藥布;貼可喜布",衛署成製字第001427號;衛署成製字第003786號;衛署成製字第004085號;衛署成製字第004218號;衛署成製字第005700號;衛署成製字第011077號;衛署藥製字第033057號;衛署藥製字第033156號;衛署藥製字第035217號;衛署藥製字第035703號;衛署藥製字第038310號;衛署藥製字第040204號;衛署藥輸字第018582號;衛署藥輸字第019787號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0012,Diphenhydramine Hcl,,IND0003,肩膀酸痛,5,5,1,"""正光"" 巴斯藥膠布;嘉伊娜巴斯;日本三笠溫感藥膠布;日本三笠藥膠布Ｇ;濕痛膏布",衛署成製字第001427號;衛署成製字第003786號;衛署成製字第004085號;衛署藥輸字第019787號;衛署藥輸字第019788號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0012,Diphenhydramine Hcl,,IND0027,腰痛,19,19,7,"""得生""舒痛藥布;""得生""酸痛貼布;""德山""鎮痛藥膠布;""正光"" 巴斯藥膠布;""生春""貼酸明痠痛布;""葡萄王"" 百克斯膏布;嘉伊娜巴斯;大維好安巴斯;巴斯達巴佈膏藥膠布;日本三笠溫感藥膠布;日本三笠藥膠布Ｇ;易貼巴佈膏;濕痛膏布;爽樂巴斯藥膠布;美帝喜布藥布;膚克舒貼布;舒痛巴佈膏〝葡萄王〞;萬應紅花溫感藥布;金龍膏",衛署成製字第001427號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第004085號;衛署成製字第004545號;衛署成製字第005700號;衛署成製字第009015號;衛署成製字第011077號;衛署藥製字第019363號;衛署藥製字第032920號;衛署藥製字第033057號;衛署藥製字第035217號;衛署藥製字第035703號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038310號;衛署藥輸字第018582號;衛署藥輸字第019787號;衛署藥輸字第019788號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0012,Diphenhydramine Hcl,,IND0028,筋骨疲勞,2,2,1,嘉伊娜巴斯;濕痛膏布,衛署成製字第001427號;衛署成製字第004085號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0013,Bentonite,,IND0015,扭傷,1,1,0,撒隆濕布,衛署成製字第002108號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0013,Bentonite,,IND0029,筋肉痛,1,1,0,撒隆濕布,衛署成製字第002108號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0013,Bentonite,,IND0027,腰痛,1,1,0,撒隆濕布,衛署成製字第002108號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0013,Bentonite,,IND0003,肩膀酸痛,1,1,0,撒隆濕布,衛署成製字第002108號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0013,Bentonite,,IND0001,神經痛,1,1,0,撒隆濕布,衛署成製字第002108號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0013,Bentonite,,IND0030,風濕痛,1,1,0,撒隆濕布,衛署成製字第002108號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0015,扭傷,8,8,1,"""三陽"" 痠痛金絲膏藥布;""德山""祛酸痛藥膠布;""陽生"" 鎮痛膏布;撒隆濕布;涼涼涼鎮痛藥布;舒必達藥膠布;舒百達藥膠布;黃金膏",衛署成製字第002108號;衛署成製字第002303號;衛署成製字第004435號;衛署藥製字第017039號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第027399號;衛署藥製字第027581號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0029,筋肉痛,4,4,1,"""德山""祛酸痛藥膠布;好克斯貼布;撒隆濕布;黃金膏",衛署成製字第002108號;衛署成製字第004435號;衛署藥製字第027581號;衛署藥輸字第018709號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0027,腰痛,14,14,2,"""三陽"" 痠痛金絲膏藥布;""得生""安可巴斯;""德山""祛酸痛藥膠布;""陽生"" 鎮痛膏布;好克斯貼布;撒隆濕布;樂貼藥布;涼涼涼鎮痛藥布;生春痠痛寧藥膠布;痠痛寧藥膠布;美帝喜布藥膠布;舒必達藥膠布;舒百達藥膠布;黃金膏",衛署成製字第002108號;衛署成製字第002303號;衛署成製字第004435號;衛署藥製字第017039號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第032110號;衛署藥製字第032919號;衛署藥製字第033055號;衛署藥製字第034140號;衛署藥製字第038322號;衛署藥輸字第018709號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0030,風濕痛,6,6,2,"""德山""祛酸痛藥膠布;撒隆濕布;樂貼藥布;生春痠痛寧藥膠布;痠痛寧藥膠布;美帝喜布藥膠布",衛署成製字第002108號;衛署藥製字第027581號;衛署藥製字第032110號;衛署藥製字第033055號;衛署藥製字第034140號;衛署藥製字第038322號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0005,Thymol,,IND0029,筋肉痛,12,12,3,"""人生""舒寧巴斯;""德山""祛酸痛藥膠布;""德山""青皮藥膠布;悅心巴斯膏布;撒隆濕布;樂樂鎮痛藥膏布;歡喜巴斯;濕痛布;白金膏;脫酸寧涼藥布;金龍藥膏布;黃金膏",衛署成製字第002108號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003972號;衛署成製字第004148號;衛署成製字第004211號;衛署成製字第004435號;衛署成製字第005641號;衛署成製字第005716號;衛署藥製字第027581號;衛署藥輸字第018627號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0005,Thymol,,IND0030,風濕痛,8,8,2,"""人生""舒寧巴斯;""德山""祛酸痛藥膠布;撒隆濕布;救筋酸痛布;歡喜巴斯;福貼藥布;透骨痠痛布;除痠痛膏布",衛署成製字第002108號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第004090號;衛署藥製字第027581號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第040571號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0001,Zinc Oxide,,IND0015,扭傷,5,5,0,撒隆濕布;歡喜巴斯;渡邊 久金膏;濕痛膏布;痛穩好藥布,衛署成製字第002108號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第004085號;衛署藥製字第015679號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0001,Zinc Oxide,,IND0029,筋肉痛,3,3,0,撒隆濕布;歡喜巴斯;渡邊 久金膏,衛署成製字第002108號;衛署成製字第003380號;衛署藥製字第015679號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0001,Zinc Oxide,,IND0027,腰痛,13,16,4,"""得生""安可巴斯;""德山""象印膏藥膠布;“德山”溫感辣椒膏藥膠布;德國辣椒標風濕膏藥;德國辣椒標風濕膏藥(溫和);德國辣椒標風濕膏藥（溫和）;撒隆濕布;歡喜巴斯;渡邊 久金膏;濕痛膏布;痛穩好藥布;紅椒金國德辣椒膏;辣椒膏",衛署成製字第002108號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第004085號;衛署成製字第005910號;衛署藥製字第008581號;衛署藥製字第015679號;衛署藥製字第032919號;衛署藥製字第036547號;衛署藥製字第046464號;衛署藥製字第046467號;衛署藥製字第049771號;衛署藥輸字第016216號;衛署藥輸字第016994號;衛署藥輸字第018673號;衛署藥輸字第018674號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0001,Zinc Oxide,,IND0030,風濕痛,5,5,0,撒隆濕布;歡喜巴斯;渡邊 久金膏;痛穩好藥布;辣椒膏,衛署成製字第002108號;衛署成製字第003346號;衛署成製字第003380號;衛署藥製字第003950號;衛署藥製字第015679號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0002,Camphor,,IND0029,筋肉痛,31,31,14,"""人生""舒寧巴斯;""得生""舒痛藥布;""德山""祛酸痛藥膠布;""德山""筋來爽藥膠布;""德山""青皮藥膠布;""漁人"" 療痛貼藥膠布;""生春""貼酸明痠痛布;”得生”易貼巴佈膏貼布;〝護民〞緩痛貼藥膠布;三箭水性鎮痛藥膏布;好克斯貼布;悅心巴斯膏布;抗痛寧舒布;抗痛舒佈藥膠布;撒隆濕布;撒隆適布;撒隆適布肌兒帕奇貼片;救痛藥布;樂樂鎮痛藥膏布;歡喜巴斯;濕痛布;白金膏;脫酸寧涼藥布;脫酸寧透明藥布;脫酸寧Ａ藥布;舒痛巴佈膏〝葡萄王〞;虎標水性鎮痛藥布;貼可喜布;貼溫藥膏布;速達酸痛貼布;黃金膏",衛署成製字第002108號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003972號;衛署成製字第004148號;衛署成製字第004435號;衛署成製字第005641號;衛署成製字第005716號;衛署成製字第009015號;衛署成製字第010319號;衛署成製字第011076號;衛署成製字第011077號;衛署藥製字第022623號;衛署藥製字第027581號;衛署藥製字第038310號;衛署藥製字第039768號;衛署藥製字第040204號;衛署藥製字第040929號;衛署藥製字第043430號;衛署藥製字第047842號;衛署藥製字第048163號;衛署藥製字第049355號;衛署藥製字第049675號;衛署藥輸字第018206號;衛署藥輸字第018627號;衛署藥輸字第018709號;衛署藥輸字第019083號;衛署藥輸字第022347號;衛署藥輸字第023545號;衛署藥輸字第024182號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0002,Camphor,,IND0030,風濕痛,16,16,6,"""人生""舒寧巴斯;""得生""舒痛藥布;""德山""祛酸痛藥膠布;""葡萄王"" 百克斯膏布;撒隆濕布;救筋酸痛布;樂貼藥布;歡喜巴斯;生春痠痛寧藥膠布;福貼藥布;美帝喜布藥布;美帝喜布藥膠布;貼可藥布;貼可藥膠布;透骨痠痛布;除痠痛膏布",衛署成製字第002108號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第004090號;衛署成製字第011077號;衛署藥製字第019363號;衛署藥製字第027581號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第034140號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038322號;衛署藥製字第040571號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0003,Menthol,,IND0029,筋肉痛,30,30,14,"""人生""舒寧巴斯;""得生""舒痛藥布;""德山""祛酸痛藥膠布;""德山""筋來爽藥膠布;""德山""青皮藥膠布;""漁人"" 療痛貼藥膠布;""生春""貼酸明痠痛布;”得生”易貼巴佈膏貼布;〝護民〞緩痛貼藥膠布;三箭水性鎮痛藥膏布;悅心巴斯膏布;抗痛寧舒布;抗痛舒佈藥膠布;撒隆濕布;撒隆適布;撒隆適布肌兒帕奇貼片;救痛藥布;樂樂鎮痛藥膏布;歡喜巴斯;濕痛布;白金膏;脫酸寧涼藥布;脫酸寧濕布Ａ貼片劑;脫酸寧透明藥布;脫酸寧Ａ藥布;舒痛巴佈膏〝葡萄王〞;虎標水性鎮痛藥布;貼可喜布;速達酸痛貼布;金龍藥膏布",衛署成製字第002108號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003972號;衛署成製字第004148號;衛署成製字第004211號;衛署成製字第005641號;衛署成製字第005716號;衛署成製字第009015號;衛署成製字第010319號;衛署成製字第011076號;衛署成製字第011077號;衛署藥製字第027581號;衛署藥製字第038310號;衛署藥製字第039768號;衛署藥製字第040204號;衛署藥製字第040929號;衛署藥製字第043430號;衛署藥製字第047842號;衛署藥製字第048163號;衛署藥製字第049355號;衛署藥製字第049675號;衛署藥輸字第018206號;衛署藥輸字第018627號;衛署藥輸字第019083號;衛署藥輸字第020734號;衛署藥輸字第022347號;衛署藥輸字第023545號;衛署藥輸字第024182號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0003,Menthol,,IND0030,風濕痛,17,17,6,"""人生""舒寧巴斯;""得生""舒痛藥布;""德山""祛酸痛藥膠布;""葡萄王"" 百克斯膏布;撒隆濕布;救筋酸痛布;樂貼藥布;歡喜巴斯;生春痠痛寧藥膠布;痛穩好藥布;福貼藥布;美帝喜布藥布;美帝喜布藥膠布;貼可藥布;貼可藥膠布;透骨痠痛布;除痠痛膏布",衛署成製字第002108號;衛署成製字第003332號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第004090號;衛署成製字第011077號;衛署藥製字第019363號;衛署藥製字第027581號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第034140號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038322號;衛署藥製字第040571號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0014,Kaolin (White)(Bolus Alba),,IND0015,扭傷,1,1,0,撒隆濕布,衛署成製字第002108號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0014,Kaolin (White)(Bolus Alba),,IND0029,筋肉痛,1,1,0,撒隆濕布,衛署成製字第002108號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0014,Kaolin (White)(Bolus Alba),,IND0027,腰痛,1,1,0,撒隆濕布,衛署成製字第002108號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0014,Kaolin (White)(Bolus Alba),,IND0003,肩膀酸痛,1,1,0,撒隆濕布,衛署成製字第002108號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0014,Kaolin (White)(Bolus Alba),,IND0001,神經痛,1,1,0,撒隆濕布,衛署成製字第002108號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0014,Kaolin (White)(Bolus Alba),,IND0030,風濕痛,1,1,0,撒隆濕布,衛署成製字第002108號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0007,Methyl salicylate,,IND0029,筋肉痛,21,22,7,"""人生""舒寧巴斯;""得生""舒痛藥布;""德山""祛酸痛藥膠布;""德山""青皮藥膠布;”得生”易貼巴佈膏貼布;好克斯貼布;悅心巴斯膏布;抗痛寧舒布;撒隆濕布;樂樂鎮痛藥膏布;歡喜巴斯;治痛巴斯藥膠布;濕痛布;白金膏;脫酸寧Ａ藥布;舒痛巴佈膏〝葡萄王〞;虎標水性鎮痛藥布;貼布;貼溫藥膏布;速達酸痛貼布;黃金膏",衛署成製字第002108號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003972號;衛署成製字第004148號;衛署成製字第004435號;衛署成製字第005229號;衛署成製字第005641號;衛署成製字第005716號;衛署成製字第008493號;衛署成製字第009015號;衛署成製字第010319號;衛署成製字第011076號;衛署成製字第011077號;衛署藥製字第022623號;衛署藥製字第027581號;衛署藥製字第049675號;衛署藥輸字第018709號;衛署藥輸字第019083號;衛署藥輸字第019143號;衛署藥輸字第024182號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0007,Methyl salicylate,,IND0030,風濕痛,17,17,6,"""人生""舒寧巴斯;""得生""舒痛藥布;""德山""祛酸痛藥膠布;""葡萄王"" 百克斯膏布;撒隆濕布;救筋酸痛布;樂貼藥布;歡喜巴斯;生春痠痛寧藥膠布;痛穩好藥布;福貼藥布;美帝喜布藥布;美帝喜布藥膠布;貼可藥布;貼可藥膠布;透骨痠痛布;除痠痛膏布",衛署成製字第002108號;衛署成製字第003332號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第004090號;衛署成製字第011077號;衛署藥製字第019363號;衛署藥製字第027581號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第034140號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038322號;衛署藥製字第040571號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0026,關節痛,9,9,1,"""得生""安可巴斯;""德山""祛酸痛藥膠布;""陽生"" 鎮痛膏布;好克斯貼布;涼涼涼鎮痛藥布;痛貼貼貼片劑;舒必達藥膠布;舒百達藥膠布;黃金膏",衛署成製字第002303號;衛署成製字第004435號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第032919號;衛署藥輸字第018709號;衛署藥輸字第018861號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0028,筋骨疲勞,2,2,1,"""德山""祛酸痛藥膠布;涼涼涼鎮痛藥布",衛署成製字第002303號;衛署藥製字第027581號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0015,Carbo Med.,,IND0003,肩膀酸痛,1,1,0,涼涼涼鎮痛藥布,衛署成製字第002303號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0015,Carbo Med.,,IND0027,腰痛,1,1,0,涼涼涼鎮痛藥布,衛署成製字第002303號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0015,Carbo Med.,,IND0001,神經痛,1,1,0,涼涼涼鎮痛藥布,衛署成製字第002303號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0015,Carbo Med.,,IND0026,關節痛,1,1,0,涼涼涼鎮痛藥布,衛署成製字第002303號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0015,Carbo Med.,,IND0028,筋骨疲勞,1,1,0,涼涼涼鎮痛藥布,衛署成製字第002303號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0015,Carbo Med.,,IND0015,扭傷,1,1,0,涼涼涼鎮痛藥布,衛署成製字第002303號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
