ingredient_id,ingredient_inn,ingredient_zh,indication_id,indication_standard,product_count,license_count,active_license_count,product_names,license_numbers,evidence_source,last_updated
ING0001,Zinc Oxide,,IND0001,神經痛,10,10,3,"""德山"" 免酸痛藥膠布;""德山""象印膏藥膠布;""真富""薄荷膏藥膠布;撒隆巴斯;撒隆濕布;歡喜巴斯;渡邊 久金膏;濕痛膏布;痛穩好藥布;辣椒膏",內衛成製字第000061號;衛署成製字第002108號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第004085號;衛署成製字第005667號;衛署成製字第005910號;衛署成製字第015313號;衛署藥製字第003950號;衛署藥製字第015679號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0001,Zinc Oxide,,IND0002,關節炎,3,3,2,"""德山"" 免酸痛藥膠布;""真富""薄荷膏藥膠布;撒隆巴斯",內衛成製字第000061號;衛署成製字第005667號;衛署成製字第015313號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0001,Zinc Oxide,,IND0003,肩膀酸痛,4,4,0,撒隆巴斯;撒隆濕布;渡邊 久金膏;濕痛膏布,內衛成製字第000061號;衛署成製字第002108號;衛署成製字第004085號;衛署藥製字第015679號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0001,Zinc Oxide,,IND0004,碰傷,3,3,2,"""德山"" 免酸痛藥膠布;""真富""薄荷膏藥膠布;撒隆巴斯",內衛成製字第000061號;衛署成製字第005667號;衛署成製字第015313號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0001,Zinc Oxide,,IND0005,腰傷,3,3,2,"""德山"" 免酸痛藥膠布;""真富""薄荷膏藥膠布;撒隆巴斯",內衛成製字第000061號;衛署成製字第005667號;衛署成製字第015313號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0001,Zinc Oxide,,IND0006,頭痛,4,4,3,"""德山"" 免酸痛藥膠布;""德山""象印膏藥膠布;""真富""薄荷膏藥膠布;撒隆巴斯",內衛成製字第000061號;衛署成製字第005667號;衛署成製字第005910號;衛署成製字第015313號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0001,Zinc Oxide,,IND0007,牙痛,3,3,2,"""德山"" 免酸痛藥膠布;""真富""薄荷膏藥膠布;撒隆巴斯",內衛成製字第000061號;衛署成製字第005667號;衛署成製字第015313號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0001,Zinc Oxide,,IND0008,扁桃腺炎,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0001,Zinc Oxide,,IND0009,乳腺炎,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0001,Zinc Oxide,,IND0010,筋骨疲勞等炎症,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0002,Camphor,,IND0001,神經痛,52,52,14,"""三陽"" 痠痛萬金膏;""三陽"" 痠痛金絲膏藥布;""人生""舒寧巴斯;""得生""舒痛藥布;""得生""酸痛貼布;""德山"" 免酸痛藥膠布;""德山""祛酸痛藥膠布;""德山""祛風濕藥膠布;""德山""象印膏藥膠布;""德山""青皮藥膠布;""正光"" 巴斯藥膠布;""真富""薄荷膏藥膠布;""葡萄王"" 百克斯膏布;""陽生"" 鎮痛膏布;〝三陽〞金系羔藥布;嘉伊娜巴斯;大維好安巴斯;大維貼痠痛藥布;寶安藥膠布;巴士;悅心巴斯膏布;撒隆巴斯;撒隆濕布;救筋酸痛布;易貼巴佈膏;樂樂鎮痛藥膏布;樂貼藥布;歡喜巴斯;涼涼涼鎮痛藥布;溫貼喜布;濕痛膏布;濕痛藥膏布;生春痠痛寧藥膠布;疼痛膏;痛貼貼溫感貼片劑;痛貼貼貼片劑;百珍膏布;福貼藥布;美帝喜布藥布;美帝喜布藥膠布;耐斯藥膠布;脫酸寧涼藥布;舒可達藥膠布;舒必達藥膠布;舒痛巴佈膏〝葡萄王〞;舒百達藥膠布;貼可藥布;貼可藥膠布;貼溫藥膏布;透骨痠痛布;金龍膏;黃金膏",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第003836號;衛署成製字第003972號;衛署成製字第004085號;衛署成製字第004121號;衛署成製字第004148號;衛署成製字第004218號;衛署成製字第004435號;衛署成製字第004545號;衛署成製字第005666號;衛署成製字第005667號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第005910號;衛署成製字第006647號;衛署成製字第009015號;衛署成製字第011077號;衛署成製字第015313號;衛署藥製字第011334號;衛署藥製字第017039號;衛署藥製字第019363號;衛署藥製字第021345號;衛署藥製字第022623號;衛署藥製字第022741號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第028231號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第032920號;衛署藥製字第034095號;衛署藥製字第034140號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038322號;衛署藥製字第040571號;衛署藥輸字第018627號;衛署藥輸字第018861號;衛署藥輸字第025000號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0002,Camphor,,IND0002,關節炎,7,7,2,"""三陽"" 痠痛金絲膏藥布;""德山"" 免酸痛藥膠布;""真富""薄荷膏藥膠布;大維好安巴斯;撒隆巴斯;溫貼喜布;金龍膏",內衛成製字第000061號;衛署成製字第003598號;衛署成製字第004545號;衛署成製字第005667號;衛署成製字第015313號;衛署藥製字第017039號;衛署藥製字第034095號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0002,Camphor,,IND0003,肩膀酸痛,34,34,10,"""三陽"" 痠痛金絲膏藥布;""人生""舒寧巴斯;""得生"" 貼立舒喜布;""得生""剋百痛藥布;""德山""祛酸痛藥膠布;""德山""青皮藥膠布;""正光"" 巴斯藥膠布;""陽生"" 鎮痛膏布;〝近江兄弟〞萬痛安酸痛貼布;三箭水性鎮痛藥膏布;嘉伊娜巴斯;好克斯貼布;抗痛寧舒布;撒隆巴斯;撒隆濕布;撒隆適布;撒隆適布肌兒帕奇貼片;日本三笠溫感藥膠布;日本三笠藥膠布Ｇ;樂樂鎮痛藥膏布;涼涼涼鎮痛藥布;濕痛膏布;痛貼貼溫感貼片劑;痛貼貼貼片劑;百珍膏布;脫酸寧涼藥布;脫酸寧透明藥布;脫酸寧Ａ藥布;舒可達藥膠布;舒必達藥膠布;舒百達藥膠布;藤澤藥膠布;虎標鎮痛藥布;速達酸痛貼布",內衛成製字第000061號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第003332號;衛署成製字第003786號;衛署成製字第003836號;衛署成製字第004085號;衛署成製字第004148號;衛署成製字第005716號;衛署成製字第010319號;衛署成製字第011644號;衛署藥製字第017039號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第043030號;衛署藥製字第047842號;衛署藥製字第048748號;衛署藥製字第049007號;衛署藥輸字第018206號;衛署藥輸字第018627號;衛署藥輸字第018709號;衛署藥輸字第018861號;衛署藥輸字第019083號;衛署藥輸字第019787號;衛署藥輸字第019788號;衛署藥輸字第020565號;衛署藥輸字第022347號;衛署藥輸字第023545號;衛署藥輸字第024182號;衛署藥輸字第025000號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0002,Camphor,,IND0004,碰傷,7,7,3,"""德山"" 免酸痛藥膠布;""正光"" 巴斯藥膠布;""生春""貼酸明痠痛布;""真富""薄荷膏藥膠布;大維好安巴斯;撒隆巴斯;除痠痛膏布",內衛成製字第000061號;衛署成製字第003786號;衛署成製字第004090號;衛署成製字第004545號;衛署成製字第005667號;衛署成製字第015313號;衛署藥製字第038310號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0002,Camphor,,IND0005,腰傷,3,3,2,"""德山"" 免酸痛藥膠布;""真富""薄荷膏藥膠布;撒隆巴斯",內衛成製字第000061號;衛署成製字第005667號;衛署成製字第015313號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0002,Camphor,,IND0006,頭痛,5,5,3,"""德山"" 免酸痛藥膠布;""德山""象印膏藥膠布;""真富""薄荷膏藥膠布;大維好安巴斯;撒隆巴斯",內衛成製字第000061號;衛署成製字第004545號;衛署成製字第005667號;衛署成製字第005910號;衛署成製字第015313號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0002,Camphor,,IND0007,牙痛,4,4,2,"""德山"" 免酸痛藥膠布;""真富""薄荷膏藥膠布;大維好安巴斯;撒隆巴斯",內衛成製字第000061號;衛署成製字第004545號;衛署成製字第005667號;衛署成製字第015313號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0002,Camphor,,IND0008,扁桃腺炎,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0002,Camphor,,IND0009,乳腺炎,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0002,Camphor,,IND0010,筋骨疲勞等炎症,2,2,0,大維好安巴斯;撒隆巴斯,內衛成製字第000061號;衛署成製字第004545號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0003,Menthol,,IND0001,神經痛,52,54,14,"""三陽"" 痠痛萬金膏;""三陽"" 痠痛金絲膏藥布;""人生""舒寧巴斯;""得生""舒痛藥布;""得生""酸痛貼布;""德山"" 免酸痛藥膠布;""德山""祛酸痛藥膠布;""德山""祛風濕藥膠布;""德山""象印膏藥膠布;""德山""青皮藥膠布;""正光"" 巴斯藥膠布;""真富""薄荷膏藥膠布;""葡萄王"" 百克斯膏布;""陽生"" 鎮痛膏布;〝三陽〞金系羔藥布;嘉伊娜巴斯;大維好安巴斯;大維貼痠痛藥布;奧林巴斯;寶安藥膠布;巴士;悅心巴斯膏布;撒隆巴斯;撒隆濕布;救筋酸痛布;易貼巴佈膏;樂樂鎮痛藥膏布;樂貼藥布;歡喜巴斯;涼涼涼鎮痛藥布;溫貼喜布;濕痛膏布;濕痛藥膏布;生春痠痛寧藥膠布;疼痛膏;痛穩好藥布;痛貼貼溫感貼片劑;痛貼貼貼片劑;福貼藥布;美帝喜布藥布;美帝喜布藥膠布;耐斯藥膠布;脫酸寧涼藥布;舒可達藥膠布;舒必達藥膠布;舒痛巴佈膏〝葡萄王〞;舒百達藥膠布;貼可藥布;貼可藥膠布;透骨痠痛布;金龍膏;金龍藥膏布",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第003240號;衛署成製字第003332號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第003972號;衛署成製字第004085號;衛署成製字第004121號;衛署成製字第004124號;衛署成製字第004148號;衛署成製字第004211號;衛署成製字第004218號;衛署成製字第004545號;衛署成製字第005666號;衛署成製字第005667號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第005910號;衛署成製字第006647號;衛署成製字第008494號;衛署成製字第009015號;衛署成製字第011077號;衛署成製字第015313號;衛署藥製字第011334號;衛署藥製字第017039號;衛署藥製字第019363號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第028231號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第032920號;衛署藥製字第034095號;衛署藥製字第034140號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038322號;衛署藥製字第040571號;衛署藥輸字第018627號;衛署藥輸字第018861號;衛署藥輸字第025000號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0003,Menthol,,IND0002,關節炎,9,9,4,"""三陽"" 痠痛金絲膏藥布;""得生""水楊酸甲酯藥膠布 10%;""德山"" 免酸痛藥膠布;""真富""薄荷膏藥膠布;大維好安巴斯;撒隆巴斯;撒隆巴斯舒適貼;溫貼喜布;金龍膏",內衛成製字第000061號;衛署成製字第003598號;衛署成製字第004545號;衛署成製字第005667號;衛署成製字第015313號;衛署藥製字第017039號;衛署藥製字第034095號;衛署藥輸字第025157號;衛部藥製字第058105號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0003,Menthol,,IND0003,肩膀酸痛,37,38,11,"""三陽"" 痠痛金絲膏藥布;""人生""舒寧巴斯;""得生"" 貼立舒喜布;""得生""剋百痛藥布;""德山""祛酸痛藥膠布;""德山""青皮藥膠布;""正光"" 巴斯藥膠布;""陽生"" 鎮痛膏布;〝近江兄弟〞萬痛安酸痛貼布;三箭水性鎮痛藥膏布;嘉伊娜巴斯;大正愛舒酸痛貼布;抗痛寧舒布;撒隆巴斯;撒隆濕布;撒隆適布;撒隆適布肌兒帕奇貼片;日本三笠溫感藥膠布;日本三笠藥膠布Ｇ;日本祐德巴斯貼布劑;曼秀雷敦熱力酸痛藥布;樂樂鎮痛藥膏布;涼涼涼鎮痛藥布;濕痛膏布;痛貼貼溫感貼片劑;痛貼貼貼片劑;脫酸寧涼藥布;脫酸寧濕布;脫酸寧濕布Ａ貼片劑;脫酸寧透明藥布;脫酸寧Ａ藥布;舒可達藥膠布;舒必達藥膠布;舒百達藥膠布;藤澤藥膠布;虎標鎮痛藥布;速達酸痛貼布",內衛成製字第000061號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第003332號;衛署成製字第003786號;衛署成製字第004085號;衛署成製字第004148號;衛署成製字第005716號;衛署成製字第010319號;衛署成製字第011644號;衛署藥製字第017039號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第043030號;衛署藥製字第047842號;衛署藥製字第048748號;衛署藥製字第049007號;衛署藥輸字第018206號;衛署藥輸字第018627號;衛署藥輸字第018861號;衛署藥輸字第019083號;衛署藥輸字第019787號;衛署藥輸字第019788號;衛署藥輸字第020565號;衛署藥輸字第020601號;衛署藥輸字第020734號;衛署藥輸字第021138號;衛署藥輸字第022347號;衛署藥輸字第022601號;衛署藥輸字第023451號;衛署藥輸字第023545號;衛署藥輸字第024182號;衛署藥輸字第025000號;衛部藥製字第059851號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0003,Menthol,,IND0004,碰傷,7,7,3,"""德山"" 免酸痛藥膠布;""正光"" 巴斯藥膠布;""生春""貼酸明痠痛布;""真富""薄荷膏藥膠布;大維好安巴斯;撒隆巴斯;除痠痛膏布",內衛成製字第000061號;衛署成製字第003786號;衛署成製字第004090號;衛署成製字第004545號;衛署成製字第005667號;衛署成製字第015313號;衛署藥製字第038310號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0003,Menthol,,IND0005,腰傷,3,3,2,"""德山"" 免酸痛藥膠布;""真富""薄荷膏藥膠布;撒隆巴斯",內衛成製字第000061號;衛署成製字第005667號;衛署成製字第015313號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0003,Menthol,,IND0006,頭痛,5,5,3,"""德山"" 免酸痛藥膠布;""德山""象印膏藥膠布;""真富""薄荷膏藥膠布;大維好安巴斯;撒隆巴斯",內衛成製字第000061號;衛署成製字第004545號;衛署成製字第005667號;衛署成製字第005910號;衛署成製字第015313號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0003,Menthol,,IND0007,牙痛,4,4,2,"""德山"" 免酸痛藥膠布;""真富""薄荷膏藥膠布;大維好安巴斯;撒隆巴斯",內衛成製字第000061號;衛署成製字第004545號;衛署成製字第005667號;衛署成製字第015313號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0003,Menthol,,IND0008,扁桃腺炎,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0003,Menthol,,IND0009,乳腺炎,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0003,Menthol,,IND0010,筋骨疲勞等炎症,2,2,0,大維好安巴斯;撒隆巴斯,內衛成製字第000061號;衛署成製字第004545號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0004,Borneol,,IND0001,神經痛,11,12,2,"""德山""祛酸痛藥膠布;""正光"" 巴斯藥膠布;""葡萄王"" 百克斯膏布;嘉伊娜巴斯;大維好安巴斯;奧林巴斯;巴士;撒隆巴斯;歡喜巴斯;濕痛膏布;痛穩好藥布",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第003240號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第003786號;衛署成製字第004085號;衛署成製字第004545號;衛署成製字第008494號;衛署藥製字第019363號;衛署藥製字第027581號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0004,Borneol,,IND0002,關節炎,2,2,0,大維好安巴斯;撒隆巴斯,內衛成製字第000061號;衛署成製字第004545號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0004,Borneol,,IND0003,肩膀酸痛,5,5,2,"""德山""祛酸痛藥膠布;""正光"" 巴斯藥膠布;嘉伊娜巴斯;撒隆巴斯;濕痛膏布",內衛成製字第000061號;衛署成製字第001427號;衛署成製字第003786號;衛署成製字第004085號;衛署藥製字第027581號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0004,Borneol,,IND0004,碰傷,3,3,0,"""正光"" 巴斯藥膠布;大維好安巴斯;撒隆巴斯",內衛成製字第000061號;衛署成製字第003786號;衛署成製字第004545號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0004,Borneol,,IND0005,腰傷,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0004,Borneol,,IND0006,頭痛,2,2,0,大維好安巴斯;撒隆巴斯,內衛成製字第000061號;衛署成製字第004545號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0004,Borneol,,IND0007,牙痛,2,2,0,大維好安巴斯;撒隆巴斯,內衛成製字第000061號;衛署成製字第004545號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0004,Borneol,,IND0008,扁桃腺炎,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0004,Borneol,,IND0009,乳腺炎,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0004,Borneol,,IND0010,筋骨疲勞等炎症,2,2,0,大維好安巴斯;撒隆巴斯,內衛成製字第000061號;衛署成製字第004545號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0005,Thymol,,IND0001,神經痛,23,23,5,"""人生""舒寧巴斯;""德山""祛酸痛藥膠布;""德山""青皮藥膠布;""正光"" 巴斯藥膠布;〝三陽〞金系羔藥布;嘉伊娜巴斯;大維好安巴斯;大維貼痠痛藥布;巴士;悅心巴斯膏布;撒隆巴斯;撒隆濕布;救筋酸痛布;樂樂鎮痛藥膏布;歡喜巴斯;濕痛藥膏布;疼痛膏;福貼藥布;耐斯藥膠布;脫酸寧涼藥布;透骨痠痛布;金龍藥膏布;黃金膏",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003786號;衛署成製字第003972號;衛署成製字第004121號;衛署成製字第004148號;衛署成製字第004211號;衛署成製字第004218號;衛署成製字第004435號;衛署成製字第004545號;衛署成製字第005666號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第006647號;衛署藥製字第027581號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第040571號;衛署藥輸字第018627號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0005,Thymol,,IND0002,關節炎,2,2,0,大維好安巴斯;撒隆巴斯,內衛成製字第000061號;衛署成製字第004545號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0005,Thymol,,IND0003,肩膀酸痛,10,10,3,"""人生""舒寧巴斯;""德山""祛酸痛藥膠布;""德山""青皮藥膠布;""正光"" 巴斯藥膠布;嘉伊娜巴斯;撒隆巴斯;撒隆濕布;日本三笠溫感藥膠布;樂樂鎮痛藥膏布;脫酸寧涼藥布",內衛成製字第000061號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第003332號;衛署成製字第003786號;衛署成製字第004148號;衛署成製字第005716號;衛署藥製字第027581號;衛署藥輸字第018627號;衛署藥輸字第019788號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0005,Thymol,,IND0004,碰傷,4,4,0,"""正光"" 巴斯藥膠布;大維好安巴斯;撒隆巴斯;除痠痛膏布",內衛成製字第000061號;衛署成製字第003786號;衛署成製字第004090號;衛署成製字第004545號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0005,Thymol,,IND0005,腰傷,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0005,Thymol,,IND0006,頭痛,2,2,0,大維好安巴斯;撒隆巴斯,內衛成製字第000061號;衛署成製字第004545號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0005,Thymol,,IND0007,牙痛,2,2,0,大維好安巴斯;撒隆巴斯,內衛成製字第000061號;衛署成製字第004545號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0005,Thymol,,IND0008,扁桃腺炎,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0005,Thymol,,IND0009,乳腺炎,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0005,Thymol,,IND0010,筋骨疲勞等炎症,2,2,0,大維好安巴斯;撒隆巴斯,內衛成製字第000061號;衛署成製字第004545號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0001,神經痛,14,14,2,"""三陽"" 痠痛金絲膏藥布;""德山""祛酸痛藥膠布;""陽生"" 鎮痛膏布;撒隆巴斯;撒隆濕布;樂貼藥布;涼涼涼鎮痛藥布;生春痠痛寧藥膠布;痛貼貼貼片劑;痠痛寧藥膠布;美帝喜布藥膠布;舒必達藥膠布;舒百達藥膠布;黃金膏",內衛成製字第000061號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第004435號;衛署藥製字第017039號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第032110號;衛署藥製字第033055號;衛署藥製字第034140號;衛署藥製字第038322號;衛署藥輸字第018861號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0002,關節炎,2,2,0,"""三陽"" 痠痛金絲膏藥布;撒隆巴斯",內衛成製字第000061號;衛署藥製字第017039號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0003,肩膀酸痛,10,10,1,"""三陽"" 痠痛金絲膏藥布;""德山""祛酸痛藥膠布;""陽生"" 鎮痛膏布;好克斯貼布;撒隆巴斯;撒隆濕布;涼涼涼鎮痛藥布;痛貼貼貼片劑;舒必達藥膠布;舒百達藥膠布",內衛成製字第000061號;衛署成製字第002108號;衛署成製字第002303號;衛署藥製字第017039號;衛署藥製字第021345號;衛署藥製字第022741號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥輸字第018709號;衛署藥輸字第018861號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0004,碰傷,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0005,腰傷,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0006,頭痛,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0007,牙痛,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0008,扁桃腺炎,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0009,乳腺炎,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0006,Diphenhydramine,,IND0010,筋骨疲勞等炎症,1,1,0,撒隆巴斯,內衛成製字第000061號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
ING0007,Methyl salicylate,,IND0001,神經痛,52,55,14,"""三陽"" 痠痛萬金膏;""三陽"" 痠痛金絲膏藥布;""人生""舒寧巴斯;""得生""舒痛藥布;""得生""酸痛貼布;""德山"" 免酸痛藥膠布;""德山""祛酸痛藥膠布;""德山""祛風濕藥膠布;""德山""象印膏藥膠布;""德山""青皮藥膠布;""正光"" 巴斯藥膠布;""真富""薄荷膏藥膠布;""葡萄王"" 百克斯膏布;""陽生"" 鎮痛膏布;〝三陽〞金系羔藥布;嘉伊娜巴斯;大維好安巴斯;大維貼痠痛藥布;奧林巴斯;寶安藥膠布;巴士;悅心巴斯膏布;撒隆巴斯;撒隆濕布;救筋酸痛布;易貼巴佈膏;樂樂鎮痛藥膏布;樂貼藥布;歡喜巴斯;治痛巴斯藥膠布;涼涼涼鎮痛藥布;溫貼喜布;濕痛膏布;濕痛藥膏布;生春痠痛寧藥膠布;痛穩好藥布;痛貼貼溫感貼片劑;痛貼貼貼片劑;百珍膏布;福貼藥布;美帝喜布藥布;美帝喜布藥膠布;舒可達藥膠布;舒必達藥膠布;舒痛巴佈膏〝葡萄王〞;舒百達藥膠布;貼可藥布;貼可藥膠布;貼溫藥膏布;透骨痠痛布;金龍膏;黃金膏",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第002303號;衛署成製字第003240號;衛署成製字第003332號;衛署成製字第003346號;衛署成製字第003380號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第003836號;衛署成製字第003972號;衛署成製字第004085號;衛署成製字第004121號;衛署成製字第004124號;衛署成製字第004148號;衛署成製字第004218號;衛署成製字第004435號;衛署成製字第004545號;衛署成製字第005229號;衛署成製字第005666號;衛署成製字第005667號;衛署成製字第005716號;衛署成製字第005910號;衛署成製字第008493號;衛署成製字第008494號;衛署成製字第009015號;衛署成製字第011077號;衛署成製字第015313號;衛署藥製字第011334號;衛署藥製字第017039號;衛署藥製字第019363號;衛署藥製字第021345號;衛署藥製字第022623號;衛署藥製字第022741號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第027399號;衛署藥製字第027581號;衛署藥製字第028231號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第032920號;衛署藥製字第034095號;衛署藥製字第034140號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038322號;衛署藥製字第040571號;衛署藥輸字第018861號;衛署藥輸字第025000號,Aggregated from TFDA license indication and ingredient fields,2026-07-11
