license_no,chinese_name,english_name,indication_raw,indication_id,indication_standard,mapping_method,confidence,review_status,source_url,notes
衛署藥製字第003950號,辣椒膏,"CAPSICUM PLASTER ""C.M.""",風濕痛、神經痛、腰痠背痛、坐骨神經痛、關節痛、肌肉痛,IND0026,關節痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第003950號,辣椒膏,"CAPSICUM PLASTER ""C.M.""",風濕痛、神經痛、腰痠背痛、坐骨神經痛、關節痛、肌肉痛,IND0012,肌肉痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第008581號,辣椒膏,"POROUS CAPSICUM PLASTER ""HOENG JIAU PAI""",腰痛、坐骨神經痛、胸膛及腳部痛,IND0027,腰痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第008581號,辣椒膏,"POROUS CAPSICUM PLASTER ""HOENG JIAU PAI""",腰痛、坐骨神經痛、胸膛及腳部痛,IND0093,坐骨神經痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第008581號,辣椒膏,"POROUS CAPSICUM PLASTER ""HOENG JIAU PAI""",腰痛、坐骨神經痛、胸膛及腳部痛,IND0094,胸膛及腳部痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第008962號,撒隆巴斯－益,SALONPAS-E,主治神精痛、關節痛、肩膀酸痛、扭傷、筋骨痛、腰痛、風濕痛．,IND0095,主治神精痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第008962號,撒隆巴斯－益,SALONPAS-E,主治神精痛、關節痛、肩膀酸痛、扭傷、筋骨痛、腰痛、風濕痛．,IND0026,關節痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第008962號,撒隆巴斯－益,SALONPAS-E,主治神精痛、關節痛、肩膀酸痛、扭傷、筋骨痛、腰痛、風濕痛．,IND0003,肩膀酸痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第008962號,撒隆巴斯－益,SALONPAS-E,主治神精痛、關節痛、肩膀酸痛、扭傷、筋骨痛、腰痛、風濕痛．,IND0015,扭傷,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第008962號,撒隆巴斯－益,SALONPAS-E,主治神精痛、關節痛、肩膀酸痛、扭傷、筋骨痛、腰痛、風濕痛．,IND0096,筋骨痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第008962號,撒隆巴斯－益,SALONPAS-E,主治神精痛、關節痛、肩膀酸痛、扭傷、筋骨痛、腰痛、風濕痛．,IND0027,腰痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第008962號,撒隆巴斯－益,SALONPAS-E,主治神精痛、關節痛、肩膀酸痛、扭傷、筋骨痛、腰痛、風濕痛．,IND0097,風濕痛．,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第010315號,辣椒膏藥布,AID POROUS CAPSICUM PLASTER,風濕痛、神經痛、腰酸背痛、坐骨神經痛、肌肉痛,IND0030,風濕痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第010315號,辣椒膏藥布,AID POROUS CAPSICUM PLASTER,風濕痛、神經痛、腰酸背痛、坐骨神經痛、肌肉痛,IND0001,神經痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第010315號,辣椒膏藥布,AID POROUS CAPSICUM PLASTER,風濕痛、神經痛、腰酸背痛、坐骨神經痛、肌肉痛,IND0011,腰酸背痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第010315號,辣椒膏藥布,AID POROUS CAPSICUM PLASTER,風濕痛、神經痛、腰酸背痛、坐骨神經痛、肌肉痛,IND0093,坐骨神經痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第010315號,辣椒膏藥布,AID POROUS CAPSICUM PLASTER,風濕痛、神經痛、腰酸背痛、坐骨神經痛、肌肉痛,IND0012,肌肉痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第011334號,"""三陽"" 痠痛萬金膏","SUAN TONG WANN JIN KAO PLASTER""SAN YANG""",神經痛、關節痛、打撲傷、腰痛,IND0001,神經痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第011334號,"""三陽"" 痠痛萬金膏","SUAN TONG WANN JIN KAO PLASTER""SAN YANG""",神經痛、關節痛、打撲傷、腰痛,IND0026,關節痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第011334號,"""三陽"" 痠痛萬金膏","SUAN TONG WANN JIN KAO PLASTER""SAN YANG""",神經痛、關節痛、打撲傷、腰痛,IND0063,打撲傷,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第011334號,"""三陽"" 痠痛萬金膏","SUAN TONG WANN JIN KAO PLASTER""SAN YANG""",神經痛、關節痛、打撲傷、腰痛,IND0027,腰痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第012064號,辣椒膏,TAN LI POROUS CAPSICUM PLASTER,風濕痛、神經痛、腰酸背痛、肌肉痛、坐骨神經痛,IND0030,風濕痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第012064號,辣椒膏,TAN LI POROUS CAPSICUM PLASTER,風濕痛、神經痛、腰酸背痛、肌肉痛、坐骨神經痛,IND0001,神經痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第012064號,辣椒膏,TAN LI POROUS CAPSICUM PLASTER,風濕痛、神經痛、腰酸背痛、肌肉痛、坐骨神經痛,IND0011,腰酸背痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第012064號,辣椒膏,TAN LI POROUS CAPSICUM PLASTER,風濕痛、神經痛、腰酸背痛、肌肉痛、坐骨神經痛,IND0012,肌肉痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第012064號,辣椒膏,TAN LI POROUS CAPSICUM PLASTER,風濕痛、神經痛、腰酸背痛、肌肉痛、坐骨神經痛,IND0093,坐骨神經痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第013430號,撒隆辣椒膏,SALONCAP,暫時緩解局部疼痛．,IND0098,暫時緩解局部疼痛．,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,
衛署藥製字第015679號,渡邊 久金膏,GOLDEN TOP PLASTER WATANABE,肩膀酸痛、腰痛、神經痛、風濕痛、扭傷、筋肉痛、關節痛,IND0003,肩膀酸痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第015679號,渡邊 久金膏,GOLDEN TOP PLASTER WATANABE,肩膀酸痛、腰痛、神經痛、風濕痛、扭傷、筋肉痛、關節痛,IND0027,腰痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第015679號,渡邊 久金膏,GOLDEN TOP PLASTER WATANABE,肩膀酸痛、腰痛、神經痛、風濕痛、扭傷、筋肉痛、關節痛,IND0001,神經痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第015679號,渡邊 久金膏,GOLDEN TOP PLASTER WATANABE,肩膀酸痛、腰痛、神經痛、風濕痛、扭傷、筋肉痛、關節痛,IND0030,風濕痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第015679號,渡邊 久金膏,GOLDEN TOP PLASTER WATANABE,肩膀酸痛、腰痛、神經痛、風濕痛、扭傷、筋肉痛、關節痛,IND0015,扭傷,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第015679號,渡邊 久金膏,GOLDEN TOP PLASTER WATANABE,肩膀酸痛、腰痛、神經痛、風濕痛、扭傷、筋肉痛、關節痛,IND0029,筋肉痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第015679號,渡邊 久金膏,GOLDEN TOP PLASTER WATANABE,肩膀酸痛、腰痛、神經痛、風濕痛、扭傷、筋肉痛、關節痛,IND0026,關節痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第017039號,"""三陽"" 痠痛金絲膏藥布","SU AN TONG CHIN SU KAO PLASTER ""SAN YANG""",扭傷、關節炎、神經痛、腰痛、肩膀酸痛,IND0015,扭傷,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第017039號,"""三陽"" 痠痛金絲膏藥布","SU AN TONG CHIN SU KAO PLASTER ""SAN YANG""",扭傷、關節炎、神經痛、腰痛、肩膀酸痛,IND0002,關節炎,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第017039號,"""三陽"" 痠痛金絲膏藥布","SU AN TONG CHIN SU KAO PLASTER ""SAN YANG""",扭傷、關節炎、神經痛、腰痛、肩膀酸痛,IND0001,神經痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第017039號,"""三陽"" 痠痛金絲膏藥布","SU AN TONG CHIN SU KAO PLASTER ""SAN YANG""",扭傷、關節炎、神經痛、腰痛、肩膀酸痛,IND0027,腰痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第017039號,"""三陽"" 痠痛金絲膏藥布","SU AN TONG CHIN SU KAO PLASTER ""SAN YANG""",扭傷、關節炎、神經痛、腰痛、肩膀酸痛,IND0003,肩膀酸痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第019363號,"""葡萄王"" 百克斯膏布",PARKERS PAP,消炎、鎮痛（筋肉痛、腰痛、神經痛、風濕痛、腰酸背痛、坐骨神精痛、關節痛）,IND0099,（筋肉痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第019363號,"""葡萄王"" 百克斯膏布",PARKERS PAP,消炎、鎮痛（筋肉痛、腰痛、神經痛、風濕痛、腰酸背痛、坐骨神精痛、關節痛）,IND0027,腰痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第019363號,"""葡萄王"" 百克斯膏布",PARKERS PAP,消炎、鎮痛（筋肉痛、腰痛、神經痛、風濕痛、腰酸背痛、坐骨神精痛、關節痛）,IND0001,神經痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第019363號,"""葡萄王"" 百克斯膏布",PARKERS PAP,消炎、鎮痛（筋肉痛、腰痛、神經痛、風濕痛、腰酸背痛、坐骨神精痛、關節痛）,IND0030,風濕痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第019363號,"""葡萄王"" 百克斯膏布",PARKERS PAP,消炎、鎮痛（筋肉痛、腰痛、神經痛、風濕痛、腰酸背痛、坐骨神精痛、關節痛）,IND0011,腰酸背痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第019363號,"""葡萄王"" 百克斯膏布",PARKERS PAP,消炎、鎮痛（筋肉痛、腰痛、神經痛、風濕痛、腰酸背痛、坐骨神精痛、關節痛）,IND0100,坐骨神精痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第019363號,"""葡萄王"" 百克斯膏布",PARKERS PAP,消炎、鎮痛（筋肉痛、腰痛、神經痛、風濕痛、腰酸背痛、坐骨神精痛、關節痛）,IND0101,關節痛）,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第020099號,朝日辣椒膏,"POROUS CAPSICUM PLASTER ""CHAO RYH""",神經痛、肌肉痛、腰痛、肩膀酸痛、扭傷,IND0001,神經痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第020099號,朝日辣椒膏,"POROUS CAPSICUM PLASTER ""CHAO RYH""",神經痛、肌肉痛、腰痛、肩膀酸痛、扭傷,IND0012,肌肉痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第020099號,朝日辣椒膏,"POROUS CAPSICUM PLASTER ""CHAO RYH""",神經痛、肌肉痛、腰痛、肩膀酸痛、扭傷,IND0027,腰痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第020099號,朝日辣椒膏,"POROUS CAPSICUM PLASTER ""CHAO RYH""",神經痛、肌肉痛、腰痛、肩膀酸痛、扭傷,IND0003,肩膀酸痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第020099號,朝日辣椒膏,"POROUS CAPSICUM PLASTER ""CHAO RYH""",神經痛、肌肉痛、腰痛、肩膀酸痛、扭傷,IND0015,扭傷,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第021345號,"""陽生"" 鎮痛膏布","THAN TONG PLASTER ""Y.S.""",扭傷、關節痛、神經痛、腰痛、肩膀酸痛,IND0015,扭傷,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第021345號,"""陽生"" 鎮痛膏布","THAN TONG PLASTER ""Y.S.""",扭傷、關節痛、神經痛、腰痛、肩膀酸痛,IND0026,關節痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第021345號,"""陽生"" 鎮痛膏布","THAN TONG PLASTER ""Y.S.""",扭傷、關節痛、神經痛、腰痛、肩膀酸痛,IND0001,神經痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第021345號,"""陽生"" 鎮痛膏布","THAN TONG PLASTER ""Y.S.""",扭傷、關節痛、神經痛、腰痛、肩膀酸痛,IND0027,腰痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第021345號,"""陽生"" 鎮痛膏布","THAN TONG PLASTER ""Y.S.""",扭傷、關節痛、神經痛、腰痛、肩膀酸痛,IND0003,肩膀酸痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第022623號,貼溫藥膏布,"TIE UEN KAO PLASTER ""S.Y.""",扭傷、關節痛、神經痛、筋肉痛、腰痛、肩膀痛等疾患之消炎、鎮痛,IND0015,扭傷,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第022623號,貼溫藥膏布,"TIE UEN KAO PLASTER ""S.Y.""",扭傷、關節痛、神經痛、筋肉痛、腰痛、肩膀痛等疾患之消炎、鎮痛,IND0026,關節痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第022623號,貼溫藥膏布,"TIE UEN KAO PLASTER ""S.Y.""",扭傷、關節痛、神經痛、筋肉痛、腰痛、肩膀痛等疾患之消炎、鎮痛,IND0001,神經痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第022623號,貼溫藥膏布,"TIE UEN KAO PLASTER ""S.Y.""",扭傷、關節痛、神經痛、筋肉痛、腰痛、肩膀痛等疾患之消炎、鎮痛,IND0029,筋肉痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第022623號,貼溫藥膏布,"TIE UEN KAO PLASTER ""S.Y.""",扭傷、關節痛、神經痛、筋肉痛、腰痛、肩膀痛等疾患之消炎、鎮痛,IND0027,腰痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第022623號,貼溫藥膏布,"TIE UEN KAO PLASTER ""S.Y.""",扭傷、關節痛、神經痛、筋肉痛、腰痛、肩膀痛等疾患之消炎、鎮痛,IND0102,肩膀痛等疾患之消炎,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第022741號,舒百達藥膠布,"SU BI DA PLASTER ""N.H.""",扭傷、關節痛、神經痛、腰痛、肩膀酸痛、肌肉酸痛,IND0015,扭傷,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第022741號,舒百達藥膠布,"SU BI DA PLASTER ""N.H.""",扭傷、關節痛、神經痛、腰痛、肩膀酸痛、肌肉酸痛,IND0026,關節痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第022741號,舒百達藥膠布,"SU BI DA PLASTER ""N.H.""",扭傷、關節痛、神經痛、腰痛、肩膀酸痛、肌肉酸痛,IND0001,神經痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第022741號,舒百達藥膠布,"SU BI DA PLASTER ""N.H.""",扭傷、關節痛、神經痛、腰痛、肩膀酸痛、肌肉酸痛,IND0027,腰痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
衛署藥製字第022741號,舒百達藥膠布,"SU BI DA PLASTER ""N.H.""",扭傷、關節痛、神經痛、腰痛、肩膀酸痛、肌肉酸痛,IND0003,肩膀酸痛,RULE_BASED,MEDIUM,OFFICIAL_STRUCTURED_DATA_REVIEWED,https://data.fda.gov.tw/opendata/exportDataList.do?method=ExportData&InfoId=36&logType=5,規則拆解；需人工抽樣確認標準文字是否過度切分
